id,time,moon_altitude,moon_azimuth,moon_separation,moon_phase,moon_ra,moon_dec
4158o_jun2007,2007-06-23T01:50:38.8,-7.7,268.1,96.1,55.1,184.714,-5.347
4159_jun2004,2004-06-11T02:38:05.4,3.4,92.8,86.3,37.0,7.270,-0.897
4159_jun2005,2005-07-23T21:34:00.8,-8.3,100.2,59.5,91.1,339.785,-12.895
4159o_jun2004,2004-06-11T02:42:55.9,4.4,93.3,86.3,37.0,7.306,-0.878
4159o_jun2005,2005-07-23T21:42:38.3,-6.4,101.2,59.5,91.0,339.868,-12.864
4160_jun2004,2004-06-11T02:47:46.5,5.4,93.9,86.4,36.9,7.343,-0.858
4160_jun2005,2005-07-23T21:51:16.2,-3.4,102.1,60.0,91.0,339.950,-12.833
4160o_jun2004,2004-06-11T02:52:37.6,6.5,94.5,86.4,36.9,7.378,-0.838
4160o_jun2005,2005-07-23T21:59:55.5,-1.7,103.0,60.1,90.9,340.031,-12.801
4161_jul2009,2009-07-02T22:56:18.4,34.4,201.3,57.4,82.8,228.166,-23.744
4161_jun2004,2004-06-11T02:57:28.1,7.5,95.0,86.5,36.9,7.414,-0.819
4161_jun2005,2005-07-23T22:08:33.5,-0.4,104.0,60.6,90.9,340.110,-12.769
4161o_jul2009,2009-07-02T23:00:51.9,34.0,202.5,57.5,82.8,228.191,-23.751
4161o_jun2004,2004-06-11T03:02:18.3,8.5,95.6,86.5,36.8,7.449,-0.799
4161o_jun2005,2005-07-23T22:17:14.2,1.1,105.0,60.6,90.9,340.189,-12.738
4162_jun2004,2004-06-08T01:33:43.1,9.4,117.0,53.2,69.0,330.212,-18.349
4162o_jun2004,2004-06-08T01:38:33.3,10.3,117.6,53.2,69.0,330.250,-18.337
4163_jun2004,2004-06-08T01:43:24.1,11.2,118.3,54.6,68.9,330.288,-18.325
4163o_jun2004,2004-06-08T01:48:14.2,12.1,118.9,54.6,68.9,330.326,-18.313
4164_jun2004,2004-06-08T01:53:04.5,13.0,119.6,54.0,68.8,330.363,-18.301
4164o_jun2004,2004-06-08T01:57:54.9,13.9,120.3,54.0,68.8,330.400,-18.288
4165_jun2004,2004-06-11T03:07:08.7,9.5,96.1,86.3,36.8,7.483,-0.780
4165_jun2005,2005-07-23T22:25:56.9,2.8,106.0,59.6,90.8,340.266,-12.705
4165o_jun2004,2004-06-11T03:11:59.0,10.6,96.7,86.3,36.8,7.518,-0.760
4165o_jun2005,2005-07-23T22:34:35.2,4.5,107.0,59.6,90.8,340.342,-12.674
4166_jun2004,2004-06-11T03:16:49.3,11.6,97.3,86.4,36.7,7.551,-0.741
4166_jun2005,2005-07-23T22:43:15.0,6.2,108.0,60.1,90.7,340.417,-12.641
4166o_jun2004,2004-06-11T03:21:40.2,12.6,97.9,86.4,36.7,7.585,-0.721
4166o_jun2005,2005-07-23T22:51:53.4,7.9,109.1,60.1,90.7,340.490,-12.609
4167_jun2004,2004-06-11T03:26:30.8,13.6,98.5,86.5,36.7,7.618,-0.701
4167_jun2005,2005-07-23T23:00:33.2,9.7,110.2,60.6,90.6,340.563,-12.577
4167o_jun2004,2004-06-11T03:31:21.3,14.7,99.0,86.5,36.6,7.651,-0.682
4167o_jun2005,2005-07-23T23:09:11.7,11.4,111.3,60.6,90.6,340.634,-12.545
4168_jun2004,2004-06-11T03:36:11.9,15.7,99.6,86.6,36.6,7.684,-0.662
4168_jun2005,2005-07-23T23:17:54.6,13.1,112.4,61.1,90.6,340.704,-12.512
4168o_jun2004,2004-06-11T03:41:02.5,16.7,100.2,86.5,36.6,7.716,-0.642
4168o_jun2005,2005-07-23T23:26:32.6,14.8,113.5,61.1,90.5,340.772,-12.479
4169_jun2004,2004-06-08T02:02:44.5,14.8,121.0,53.5,68.8,330.437,-18.276
4169o_jun2004,2004-06-08T02:07:35.2,15.7,121.7,53.5,68.7,330.473,-18.264
4170_jun2004,2004-06-08T02:12:25.8,16.6,122.4,54.9,68.7,330.509,-18.251
4170o_jun2004,2004-06-08T02:17:16.3,17.5,123.1,54.9,68.7,330.545,-18.239
4171_jun2004,2004-06-08T02:22:06.4,18.3,123.9,54.3,68.6,330.580,-18.226
4171_jun2005,2005-07-25T22:14:39.6,-14.1,81.3,84.8,73.4,6.012,0.682
4171o_jun2004,2004-06-08T02:43:57.3,22.2,127.4,54.4,68.5,330.735,-18.168
4171o_jun2005,2005-07-25T22:19:24.5,-13.1,81.8,84.8,73.4,6.058,0.704
4172_jul2009,2009-07-02T23:43:26.4,29.7,212.5,55.2,83.0,228.431,-23.810
4172_jun2004,2004-06-11T03:45:54.4,17.8,100.9,86.4,36.5,7.748,-0.623
4172_jun2005,2005-07-23T23:35:17.9,16.5,114.8,59.7,90.5,340.841,-12.446
4172_jun2007,2007-06-23T02:04:11.9,-10.7,269.7,96.2,55.2,184.820,-5.395
4172o_jul2009,2009-07-02T23:47:56.8,29.2,213.5,55.3,83.0,228.457,-23.816
4172o_jun2004,2004-06-11T03:50:45.2,18.8,101.5,86.4,36.5,7.780,-0.603
4172o_jun2005,2005-07-23T23:52:00.8,19.8,117.2,59.8,90.4,340.968,-12.382
4172o_jun2007,2007-06-23T02:08:37.8,-11.6,270.2,96.3,55.2,184.855,-5.410
4173_jun2004,2004-06-11T03:55:35.8,19.8,102.1,86.5,36.5,7.811,-0.583
4173_jun2005,2005-07-24T00:00:40.7,21.4,118.5,60.2,90.4,341.033,-12.348
4173o_jun2004,2004-06-11T04:00:26.4,20.8,102.7,86.4,36.4,7.842,-0.563
4173o_jun2005,2005-07-24T00:09:18.3,23.0,119.8,60.2,90.3,341.096,-12.315
4174_jun2004,2004-06-11T04:05:16.7,21.8,103.4,86.6,36.4,7.873,-0.544
4174_jun2005,2005-07-24T00:17:57.5,24.6,121.2,60.7,90.3,341.158,-12.281
4174_jun2007,2007-06-23T02:13:13.4,-12.6,270.7,96.4,55.3,184.891,-5.426
4174_may2007,2007-05-31T00:29:16.2,36.1,183.9,52.2,98.8,234.131,-25.085
4174o_jun2004,2004-06-11T04:10:07.0,22.9,104.0,86.5,36.4,7.903,-0.524
4174o_jun2005,2005-07-24T00:26:35.1,26.2,122.7,60.7,90.2,341.219,-12.247
4174o_jun2007,2007-06-23T02:17:42.9,-13.6,271.2,96.5,55.3,184.928,-5.442
4174o_may2007,2007-05-31T00:33:40.1,36.0,185.1,52.3,98.8,234.154,-25.094
4175_jul2009,2009-07-02T01:09:51.2,11.3,238.9,67.6,75.5,216.060,-20.563
4175_jun2004,2004-06-11T04:14:57.5,23.9,104.7,86.6,36.3,7.933,-0.504
4175o_jul2009,2009-07-02T01:14:25.5,10.4,239.5,67.7,75.5,216.093,-20.570
4175o_jun2004,2004-06-11T04:19:48.1,24.9,105.4,86.6,36.3,7.963,-0.485
4176_jun2004,2004-06-08T02:48:47.5,23.0,128.2,53.2,68.4,330.768,-18.155
4176o_jun2004,2004-06-08T02:53:38.1,23.8,129.0,53.2,68.4,330.802,-18.142
4177_jun2004,2004-06-08T02:58:28.7,24.6,129.9,55.2,68.4,330.834,-18.128
4177o_jun2004,2004-06-08T03:03:19.2,25.4,130.7,55.2,68.3,330.867,-18.115
4178_jun2004,2004-06-08T03:08:09.6,26.2,131.6,53.9,68.3,330.899,-18.101
4178o_jun2004,2004-06-08T03:12:59.7,27.0,132.5,53.9,68.3,330.931,-18.088
4179_jun2004,2004-06-08T03:17:49.6,27.7,133.5,54.6,68.2,330.963,-18.074
4179o_jun2004,2004-06-08T03:22:39.9,28.5,134.4,54.6,68.2,330.995,-18.060
4180_jul2009,2009-07-02T01:00:18.5,13.0,237.5,66.4,75.4,215.993,-20.548
4180_jun2004,2004-06-11T04:24:38.4,25.9,106.0,86.5,36.3,7.992,-0.465
4180o_jul2009,2009-07-02T01:04:50.4,12.2,238.2,66.4,75.4,216.025,-20.555
4180o_jun2004,2004-06-11T04:29:28.9,26.9,106.7,86.4,36.2,8.021,-0.445
4181_jul2009,2009-06-30T23:40:39.0,21.6,236.2,78.8,65.7,202.925,-16.055
4181_jun2004,2004-06-11T04:34:19.6,27.9,107.5,86.6,36.2,8.050,-0.425
4181_jun2005,2005-07-24T00:35:13.4,27.8,124.2,60.4,90.2,341.279,-12.213
4181_may2007,2007-05-31T00:38:12.5,35.9,186.3,51.8,98.8,234.177,-25.103
4181o_jul2008,2008-07-20T23:14:33.2,18.2,114.8,50.8,93.1,331.529,-11.445
4181o_jul2009,2009-06-30T23:45:10.8,20.8,236.9,78.9,65.7,202.954,-16.066
4181o_jun2004,2004-06-11T04:39:10.3,28.9,108.2,86.5,36.2,8.078,-0.405
4181o_jun2005,2005-07-24T00:43:51.6,29.3,125.7,60.4,90.1,341.338,-12.178
4181o_may2007,2007-05-31T00:42:36.1,35.8,187.5,51.9,98.8,234.200,-25.112
4182_jun2004,2004-06-11T04:44:00.8,29.9,108.9,86.6,36.1,8.107,-0.386
4182_jun2005,2005-07-24T00:52:30.7,30.8,127.4,60.9,90.1,341.396,-12.144
4182o_jun2004,2004-06-12T00:27:30.5,-29.8,65.6,95.6,28.4,17.241,4.338
4182o_jun2005,2005-07-24T01:01:09.6,32.3,129.0,60.8,90.1,341.454,-12.109
4183_jun2004,2004-06-12T00:32:20.7,-28.8,66.4,95.6,28.4,17.288,4.358
4183o_jun2004,2004-06-12T00:37:11.3,-27.9,67.1,95.5,28.3,17.335,4.378
4184_jun2004,2004-06-08T03:27:30.1,29.2,135.4,55.5,68.2,331.026,-18.047
4184o_jun2004,2004-06-08T03:32:20.7,30.0,136.3,55.5,68.1,331.057,-18.033
4185_jun2004,2004-06-08T03:37:11.5,30.7,137.3,53.5,68.1,331.087,-18.019
4185o_jun2004,2004-06-08T03:42:01.3,31.4,138.4,53.5,68.1,331.118,-18.004
4186_jun2004,2004-06-08T03:46:51.7,32.1,139.4,54.9,68.0,331.148,-17.990
4186o_jun2004,2004-06-08T03:51:41.1,32.8,140.5,54.9,68.0,331.178,-17.976
4187_jun2004,2004-06-08T03:56:31.4,33.4,141.5,54.2,67.9,331.208,-17.961
4187o_jun2004,2004-06-08T04:01:21.9,34.1,142.7,54.2,67.9,331.237,-17.947
4188_jun2004,2004-06-12T00:42:03.8,-26.9,67.9,95.9,28.3,17.382,4.398
4188o_jun2004,2004-06-12T00:46:53.9,-26.0,68.6,95.9,28.3,17.429,4.418
4189_jun2004,2004-06-12T00:51:44.0,-25.0,69.3,95.9,28.2,17.475,4.438
4189o_jun2004,2004-06-12T00:56:34.5,-24.0,70.0,95.9,28.2,17.521,4.458
4190_jun2004,2004-06-12T01:01:24.8,-23.0,70.7,95.9,28.2,17.566,4.478
4190o_jun2004,2004-06-12T01:06:15.2,-22.1,71.4,95.8,28.1,17.612,4.498
4191_jun2004,2004-06-12T01:11:05.5,-21.1,72.1,95.8,28.1,17.657,4.518
4191o_jun2004,2004-06-12T01:15:55.5,-20.1,72.7,95.8,28.1,17.701,4.538
4192_jun2004,2004-06-12T01:20:45.4,-19.1,73.4,95.8,28.1,17.746,4.558
4192o_jun2004,2004-06-12T01:25:35.4,-18.1,74.0,95.8,28.0,17.790,4.579
4193_jun2004,2004-06-08T04:06:12.5,34.7,143.8,55.1,67.9,331.266,-17.932
4193o_jun2004,2004-06-08T04:11:02.7,35.3,144.9,55.0,67.8,331.296,-17.917
4194_jun2004,2004-06-08T04:15:53.1,35.9,146.1,53.8,67.8,331.324,-17.902
4194o_jun2004,2004-06-08T04:20:43.7,36.5,147.3,53.7,67.8,331.353,-17.887
4195_jul2007,2007-07-02T23:05:07.2,10.4,120.7,41.2,93.7,313.777,-20.703
4195_jun2004,2004-06-08T04:25:33.2,37.1,148.5,54.5,67.7,331.382,-17.872
4195_jun2005,2005-07-25T22:24:09.3,-12.1,82.4,84.4,73.4,6.103,0.726
4195o_jul2007,2007-07-02T23:09:31.9,11.2,121.3,41.2,93.7,313.810,-20.694
4195o_jun2004,2004-06-08T04:30:23.7,37.6,149.8,54.4,67.7,331.410,-17.857
4195o_jun2005,2005-07-25T22:28:53.5,-11.1,83.0,84.3,73.3,6.148,0.748
4196_jun2004,2004-06-12T01:30:26.8,-17.1,74.7,96.2,28.0,17.834,4.599
4196o_jun2004,2004-06-12T01:35:16.9,-16.1,75.3,96.1,28.0,17.877,4.619
4197_jun2004,2004-06-12T01:40:07.4,-15.1,75.9,96.1,27.9,17.920,4.639
4197o_jun2004,2004-06-12T01:44:57.5,-14.1,76.5,96.1,27.9,17.963,4.659
4198_jun2004,2004-06-12T01:49:47.7,-13.1,77.1,96.1,27.9,18.005,4.680
4198o_jun2004,2004-06-12T01:54:37.1,-12.1,77.7,96.0,27.8,18.048,4.700
4199_jun2004,2004-06-12T01:59:27.7,-11.1,78.3,96.0,27.8,18.089,4.720
4199o_jun2004,2004-06-12T02:22:29.8,-6.1,81.0,96.1,27.7,18.284,4.817
4200_jun2004,2004-06-08T04:35:14.4,38.1,151.0,55.3,67.7,331.438,-17.842
4200o_jun2004,2004-06-08T04:40:04.5,38.6,152.3,55.2,67.6,331.466,-17.826
4201_jun2004,2004-06-08T04:44:55.1,39.1,153.6,53.3,67.6,331.494,-17.811
4201o_jun2004,2004-06-08T04:49:45.2,39.6,154.9,53.3,67.6,331.522,-17.795
4202_jun2004,2004-06-08T23:31:35.9,-23.2,92.8,62.5,59.3,342.151,-13.273
4202_jun2005,2005-07-25T22:33:38.1,-10.1,83.5,84.3,73.3,6.193,0.770
4202o_jun2004,2004-06-08T23:36:26.6,-22.2,93.4,62.5,59.2,342.199,-13.258
4202o_jun2005,2005-07-25T22:38:22.5,-9.1,84.1,84.2,73.3,6.237,0.793
4203_jun2004,2004-06-08T23:41:16.9,-21.2,93.9,63.1,59.2,342.246,-13.243
4203o_jun2004,2004-06-08T23:46:07.3,-20.2,94.4,63.1,59.2,342.294,-13.228
4204_jun2004,2004-06-12T02:27:20.8,-4.7,81.6,96.4,27.6,18.324,4.837
4204o_jun2004,2004-06-12T02:32:10.8,-2.7,82.1,96.4,27.6,18.364,4.858
4205_jun2004,2004-06-12T02:37:01.4,-1.9,82.7,96.6,27.6,18.403,4.878
4205o_jun2004,2004-06-12T02:41:51.5,-1.2,83.3,96.6,27.6,18.442,4.899
4206_jun2004,2004-06-12T02:46:41.5,-0.4,83.8,96.5,27.5,18.481,4.919
4206o_jun2004,2004-06-12T02:51:32.2,0.5,84.4,96.4,27.5,18.519,4.939
4207_jun2004,2004-06-12T02:56:22.3,1.4,84.9,96.4,27.5,18.557,4.960
4207o_jun2004,2004-06-12T03:01:12.6,2.3,85.4,96.3,27.4,18.594,4.980
4208_jun2004,2004-06-12T03:06:02.9,3.3,86.0,96.3,27.4,18.632,5.001
4208o_jun2004,2004-06-12T03:10:53.2,4.3,86.5,96.3,27.4,18.668,5.021
4209_aug2009,2009-08-10T23:28:59.6,15.3,86.9,88.4,78.1,11.919,9.860
4209_jun2004,2004-06-08T23:50:57.4,-19.1,94.9,63.6,59.1,342.340,-13.213
4209o_aug2009,2009-08-10T23:33:32.6,16.2,87.5,88.4,78.1,11.953,9.880
4209o_jun2004,2004-06-08T23:55:47.8,-18.1,95.4,63.6,59.1,342.387,-13.198
4210_jun2004,2004-06-09T00:00:38.6,-17.1,95.9,62.3,59.1,342.433,-13.183
4210o_jun2004,2004-06-09T00:05:28.9,-16.1,96.5,62.3,59.0,342.479,-13.168
4211_jun2004,2004-06-09T00:10:19.1,-15.0,97.0,63.3,59.0,342.524,-13.153
4211o_jun2004,2004-06-09T00:15:09.5,-14.0,97.5,63.3,58.9,342.569,-13.138
4212_jun2004,2004-06-09T00:19:59.3,-13.0,98.0,62.9,58.9,342.614,-13.123
4212o_jun2004,2004-06-09T00:24:49.6,-12.0,98.5,62.9,58.9,342.658,-13.108
4213_jun2004,2004-06-12T03:15:45.8,5.3,87.1,96.7,27.3,18.705,5.042
4213o_jun2004,2004-06-12T03:20:35.9,6.3,87.6,96.6,27.3,18.741,5.062
4214_jun2004,2004-06-12T03:25:26.5,7.4,88.2,96.6,27.3,18.777,5.083
4214o_jun2004,2004-06-12T03:30:16.7,8.4,88.7,96.6,27.3,18.813,5.103
4215_jun2004,2004-06-12T03:35:06.8,9.4,89.3,96.6,27.2,18.848,5.124
4215o_jun2004,2004-06-12T03:39:57.4,10.5,89.8,96.5,27.2,18.883,5.144
4216_jul2007,2007-07-03T23:15:09.6,5.7,111.1,50.7,87.3,327.038,-15.477
4216_jun2004,2004-06-09T23:31:58.8,-30.2,81.5,73.6,48.6,354.212,-7.509
4216_jun2005,2005-07-25T22:43:09.8,-8.0,84.6,84.0,73.2,6.281,0.815
4216o_jul2007,2007-07-03T23:19:35.1,6.6,111.6,50.6,87.3,327.073,-15.464
4216o_jun2004,2004-06-09T23:36:50.0,-29.2,82.2,73.6,48.5,354.260,-7.491
4216o_jun2005,2005-07-25T22:47:54.0,-7.0,85.2,84.0,73.2,6.325,0.837
4217_jun2004,2004-06-12T03:44:47.2,11.5,90.4,96.5,27.2,18.917,5.165
4217o_jun2004,2004-06-12T03:49:37.1,12.5,90.9,96.5,27.1,18.951,5.185
4218_jun2004,2004-06-09T23:41:46.5,-28.1,82.8,72.7,48.5,354.309,-7.473
4218o_jun2004,2004-06-09T23:46:38.6,-27.1,83.4,72.7,48.5,354.357,-7.455
4219_jun2004,2004-06-09T23:51:33.0,-26.1,84.0,73.5,48.4,354.404,-7.438
4219o_jun2004,2004-06-09T23:56:24.5,-25.0,84.6,73.5,48.4,354.451,-7.420
4220_jun2004,2004-06-10T00:01:14.7,-24.0,85.2,73.1,48.4,354.498,-7.402
4220o_jun2004,2004-06-10T00:06:05.0,-23.0,85.8,73.1,48.3,354.544,-7.384
4221_jun2004,2004-06-10T00:10:55.6,-22.0,86.4,73.4,48.3,354.590,-7.367
4221o_jun2004,2004-06-10T00:15:47.0,-20.9,86.9,73.4,48.3,354.635,-7.349
4222_jun2004,2004-06-12T03:54:27.6,13.6,91.5,96.8,27.1,18.985,5.206
4222o_jun2004,2004-06-12T03:59:17.9,14.6,92.0,96.7,27.1,19.019,5.226
4223_jun2004,2004-06-12T04:04:08.1,15.7,92.6,96.7,27.0,19.052,5.247
4223o_jun2004,2004-06-12T04:08:58.1,16.7,93.1,96.6,27.0,19.085,5.267
4224_jun2004,2004-06-10T00:20:37.7,-19.9,87.5,73.9,48.2,354.680,-7.331
4224_jun2005,2005-07-25T22:52:38.1,-5.8,85.7,83.9,73.2,6.368,0.859
4224o_jun2004,2004-06-10T23:29:32.1,-36.4,68.6,83.5,38.3,5.592,-1.651
4224o_jun2005,2005-07-25T22:57:22.0,-4.4,86.2,83.9,73.1,6.410,0.881
4225_jun2004,2004-06-12T04:13:48.4,17.7,93.7,96.6,27.0,19.117,5.288
4225o_jun2004,2004-06-12T04:18:38.5,18.8,94.3,96.6,27.0,19.149,5.308
4226_jun2004,2004-06-12T04:23:28.9,19.8,94.9,96.5,26.9,19.181,5.329
4226o_jun2004,2004-06-12T04:28:18.9,20.8,95.4,96.5,26.9,19.212,5.349
4227_jun2004,2004-06-10T23:34:22.8,-35.5,69.4,83.5,38.3,5.641,-1.632
4227_jun2005,2005-07-25T23:02:05.8,-2.5,86.8,84.0,73.1,6.453,0.904
4227o_jun2004,2004-06-10T23:39:13.1,-34.5,70.2,83.5,38.2,5.690,-1.613
4227o_jun2005,2005-07-25T23:06:50.8,-1.8,87.3,83.9,73.1,6.495,0.926
4228_jun2004,2004-06-10T23:44:04.8,-33.5,71.0,83.4,38.2,5.738,-1.593
4228_jun2005,2005-07-25T23:11:37.1,-1.1,87.8,84.1,73.0,6.537,0.948
4228_jun2007,2007-06-25T01:38:24.8,6.5,248.0,77.7,73.1,206.262,-15.846
4228o_jun2004,2004-06-10T23:48:54.9,-32.5,71.8,83.4,38.2,5.786,-1.574
4228o_jun2005,2005-07-25T23:16:21.5,-0.3,88.4,84.0,73.0,6.578,0.970
4228o_jun2007,2007-06-25T01:42:49.6,5.6,248.5,77.8,73.1,206.292,-15.857
4229_jul2007,2007-07-04T00:08:59.8,16.1,118.2,49.7,87.1,327.443,-15.315
4229_jun2004,2004-06-10T23:53:45.4,-31.6,72.5,83.6,38.1,5.834,-1.555
4229_jun2005,2005-07-25T23:21:06.6,0.5,88.9,84.1,73.0,6.619,0.993
4229o_jul2007,2007-07-04T00:13:24.6,17.0,118.8,49.7,87.1,327.474,-15.301
4229o_jun2004,2004-06-10T23:58:35.5,-30.6,73.2,83.6,38.1,5.881,-1.536
4229o_jun2005,2005-07-25T23:25:51.3,1.4,89.4,84.1,72.9,6.660,1.015
4230_jun2004,2004-06-11T00:03:25.9,-29.6,73.9,83.7,38.1,5.929,-1.516
4230_jun2005,2005-07-25T23:30:35.9,2.4,90.0,84.2,72.9,6.701,1.037
4230o_jun2004,2004-06-11T00:08:16.3,-28.6,74.6,83.6,38.0,5.976,-1.497
4230o_jun2005,2005-07-25T23:35:20.4,3.3,90.5,84.2,72.9,6.741,1.060
4231_jul2007,2007-07-04T00:35:54.3,21.2,122.2,51.3,86.9,327.630,-15.231
4231_jun2004,2004-06-11T00:13:08.9,-27.6,75.3,83.8,38.0,6.023,-1.478
4231_jun2005,2005-07-25T23:45:00.8,5.4,91.6,84.1,72.8,6.821,1.105
4231o_jul2007,2007-07-04T00:40:19.5,22.0,122.9,51.3,86.9,327.659,-15.217
4231o_jun2004,2004-06-11T00:17:59.4,-26.6,76.0,83.8,38.0,6.069,-1.458
4231o_jun2005,2005-07-25T23:49:44.8,6.4,92.1,84.1,72.8,6.860,1.127
4232_jun2004,2004-06-12T04:33:09.2,21.9,96.0,96.8,26.9,19.243,5.370
4232o_jun2004,2004-06-12T04:37:59.7,22.9,96.6,96.7,26.8,19.274,5.390
4233_jun2004,2004-06-12T04:42:50.3,24.0,97.2,96.7,26.8,19.305,5.411
4233o_jun2004,2004-06-12T04:47:40.5,25.0,97.8,96.6,26.8,19.335,5.431
4234_jun2004,2004-06-13T00:46:10.2,-30.5,56.6,106.2,19.8,28.458,9.862
4234o_jun2004,2004-06-13T00:51:00.7,-29.7,57.5,106.1,19.8,28.507,9.882
4235_jun2004,2004-06-13T00:55:52.0,-28.8,58.3,105.5,19.8,28.556,9.902
4235o_jun2004,2004-06-13T01:00:42.6,-27.9,59.1,105.4,19.8,28.604,9.921
4236_jun2004,2004-06-11T23:33:45.8,-39.8,55.7,93.4,28.7,16.699,4.117
4236o_jun2004,2004-06-11T23:38:35.8,-38.9,56.7,93.4,28.7,16.749,4.137
4237_jun2004,2004-06-11T23:43:30.9,-38.1,57.7,94.0,28.7,16.800,4.157
4237o_jun2004,2004-06-11T23:48:21.0,-37.2,58.6,94.0,28.6,16.849,4.177
4238_jun2004,2004-06-11T23:53:11.1,-36.3,59.6,94.0,28.6,16.898,4.197
4238o_jun2004,2004-06-11T23:58:01.3,-35.4,60.5,93.9,28.6,16.947,4.217
4239_jun2004,2004-06-12T00:02:51.7,-34.5,61.4,93.8,28.5,16.996,4.236
4239o_jun2004,2004-06-12T00:07:42.2,-33.6,62.2,93.8,28.5,17.045,4.256
4240_jun2004,2004-06-12T00:12:32.8,-32.7,63.1,94.0,28.5,17.093,4.276
4240o_jun2004,2004-06-12T00:17:23.0,-31.7,63.9,94.0,28.5,17.141,4.296
4241_jun2004,2004-06-12T00:22:16.2,-30.8,64.7,93.5,28.4,17.189,4.316
4241o_jun2004,2004-06-12T23:42:34.8,-41.0,43.2,102.7,20.2,27.796,9.607
4242_jun2004,2004-06-13T01:05:32.4,-27.0,60.0,105.8,19.7,28.652,9.941
4242o_jun2004,2004-06-13T01:10:23.1,-26.1,60.8,105.8,19.7,28.700,9.961
4243_jun2004,2004-06-13T01:15:13.1,-25.2,61.5,105.7,19.7,28.748,9.981
4243o_jun2004,2004-06-13T01:20:03.3,-24.3,62.3,105.6,19.7,28.795,10.001
4244_jun2004,2004-06-12T23:47:25.0,-40.3,44.4,103.1,20.2,27.848,9.626
4244o_jun2004,2004-06-12T23:52:15.2,-39.5,45.5,103.0,20.1,27.899,9.645
4245_jun2004,2004-06-13T01:24:54.1,-23.4,63.0,106.3,19.6,28.842,10.021
4245o_jun2004,2004-06-13T01:29:43.9,-22.4,63.8,106.2,19.6,28.889,10.041
4246_jun2004,2004-06-13T01:34:35.9,-21.5,64.5,105.6,19.6,28.936,10.061
4246o_jun2004,2004-06-13T01:39:26.1,-20.6,65.2,105.5,19.6,28.982,10.081
4247_jun2004,2004-06-12T23:57:08.9,-38.8,46.6,104.4,20.1,27.951,9.665
4247o_jun2004,2004-06-13T00:01:59.4,-38.0,47.7,104.3,20.1,28.002,9.684
4248_jun2004,2004-06-13T00:06:51.2,-37.2,48.8,103.6,20.1,28.053,9.703
4248o_jun2004,2004-06-13T00:11:41.6,-36.4,49.8,103.5,20.0,28.104,9.723
4249_jun2004,2004-06-13T00:16:31.4,-35.6,50.9,104.3,20.0,28.154,9.742
4249o_jun2004,2004-06-13T00:21:21.9,-34.8,51.9,104.2,20.0,28.204,9.762
4250_jun2004,2004-06-13T00:26:12.2,-34.0,52.8,104.1,19.9,28.254,9.781
4250o_jun2004,2004-06-13T00:31:03.4,-33.2,53.8,104.0,19.9,28.304,9.801
4251_jun2004,2004-06-13T00:35:56.1,-32.3,54.7,102.9,19.9,28.354,9.820
4251o_jun2004,2004-06-13T00:40:46.5,-31.5,55.6,102.9,19.9,28.404,9.840
4252_jun2004,2004-06-13T23:45:56.5,-41.6,29.3,112.1,13.0,39.017,14.608
4252o_jun2004,2004-06-13T23:50:46.9,-41.1,30.6,112.1,13.0,39.071,14.625
4253_jun2004,2004-06-13T01:44:15.9,-19.6,65.9,105.9,19.5,29.028,10.101
4253o_jun2004,2004-06-13T01:49:06.0,-18.7,66.6,105.9,19.5,29.073,10.121
4254_jun2004,2004-06-13T01:53:56.6,-17.7,67.3,106.3,19.5,29.119,10.142
4254o_jun2004,2004-06-13T01:58:47.3,-16.8,68.0,106.2,19.4,29.164,10.162
4255_jun2004,2004-06-13T02:03:37.9,-15.8,68.6,105.8,19.4,29.208,10.182
4255o_jun2004,2004-06-13T02:08:28.1,-14.8,69.3,105.8,19.4,29.253,10.202
4256_jun2004,2004-06-13T23:55:43.5,-40.5,31.9,114.6,12.9,39.126,14.643
4256o_jun2004,2004-06-14T00:00:33.5,-40.0,33.2,114.5,12.9,39.180,14.660
4257_jun2004,2004-06-14T00:05:28.5,-39.4,34.5,112.8,12.9,39.235,14.678
4257o_jun2004,2004-06-14T00:10:18.7,-38.8,35.7,112.8,12.9,39.288,14.696
4258_jun2004,2004-06-13T02:13:18.7,-13.8,69.9,106.7,19.4,29.297,10.223
4258o_jun2004,2004-06-13T02:18:07.8,-12.9,70.5,106.6,19.3,29.341,10.243
4259_aug2009,2009-08-10T00:28:41.2,34.6,105.3,77.5,85.6,0.750,4.710
4259_jun2004,2004-06-14T00:15:10.2,-38.2,36.9,114.3,12.8,39.341,14.714
4259o_aug2009,2009-08-10T00:33:15.5,35.5,106.0,77.5,85.5,0.776,4.728
4259o_jun2004,2004-06-14T00:20:00.7,-37.5,38.1,114.3,12.8,39.395,14.732
4260_jun2004,2004-06-14T00:24:50.9,-36.9,39.2,113.5,12.8,39.448,14.750
4260o_jun2004,2004-06-14T00:29:41.4,-36.2,40.3,113.4,12.8,39.500,14.768
4261_jun2004,2004-06-14T00:34:31.6,-35.5,41.4,114.0,12.8,39.553,14.786
4261o_jun2004,2004-06-14T00:39:21.8,-34.8,42.5,114.0,12.7,39.606,14.804
4262_jul2004a,2004-07-04T21:57:34.9,-8.1,109.3,49.7,91.1,322.698,-20.750
4262_jul2007,2007-06-29T23:16:55.5,28.6,158.0,40.8,99.4,271.071,-28.897
4262_jun2005,2005-07-25T23:54:28.7,7.4,92.7,83.7,72.7,6.899,1.150
