id,qflag,is_ok,problems,problems_simple,r5sig_judged,i5sig_judged,h5sig_judged,rmode_judged,rmedian_judged
5961_jun2005,A++,True,,,21.9,20.39,20.66,21.25,20.43
5961_jun2007,A++,True,,,21.85,20.3,20.64,21.75,20.72
5961o_jun2005,A++,True,,,21.91,20.4,20.69,21.5,20.53
5961o_jun2007,A++,True,,,21.86,20.29,20.65,21.75,20.76
5962_aug2003,D,False,r5sig<20 & Noise,Clouds / Inconsistent photometry,19.7053,19.1552,19.3553,18.5353,17.6753
5962_aug2004a,A++,True,,,21.899,20.296,20.488,21.539,20.209
5962o_aug2003,D,False,r5sig<20 & seeing>2 & Noise,Clouds / Inconsistent photometry / Seeing,19.6538,19.1284,19.1338,19.0738,17.6838
5962o_aug2004a,A++,True,,,21.909,20.368,20.554,21.789,20.259
5962o_oct2003,A++,True,,,21.064,20.2242,20.594,20.794,19.354
5963_jun2005,A+,True,,,21.9202,20.4887,20.6802,21.2802,20.1602
5963_jun2007,A++,True,,,21.765,20.162,20.58,21.245,20.125
5963o_jun2007,A++,True,,,21.826,20.326,20.611,21.246,20.266
5964_aug2003,D,False,r5sig<20 & Noise,Clouds / Inconsistent photometry,19.65,19.16,19.26,19.25,18.37
5964_nov2005,A++,True,,,21.73,20.14,20.54,21.74,20.55
5964o_aug2003,D,False,r5sig<20 & Noise,Clouds / Inconsistent photometry,19.66,19.16,19.19,19.0,18.26
5964o_nov2005,A++,True,,,21.72,20.14,20.53,21.49,20.61
5965_aug2003,D,False,r5sig<20 & Noise,Clouds / Inconsistent photometry,19.7082,19.2045,19.2882,19.4982,17.7982
5965_aug2004a,A++,True,,,21.8605,20.3014,20.4605,19.9705,19.7105
5965_nov2005,A++,True,,,21.75,20.16,20.49,19.74,19.71
5965o_aug2003,D,False,r5sig<20 & seeing>2 & Noise,Clouds / Inconsistent photometry / Seeing,19.491,19.0457,19.151,18.731,17.321
5965o_aug2004a,A++,True,,,21.895,20.4215,20.625,22.005,19.975
5965o_nov2003,A++,True,,,20.675,20.1257,20.325,20.475,18.855
5965o_nov2005,A++,True,,,21.74,20.14,20.45,21.99,19.8
5966_aug2003,D,False,r5sig<20 & i5sig<19 & seeing>2 & Noise,Clouds / Inconsistent photometry / Seeing,19.42,18.97,19.15,18.75,17.85
5966_oct2003,A++,True,,,21.121,20.272,20.662,20.791,19.891
5966o_aug2003,D,False,r5sig<20 & seeing>2 & Noise,Clouds / Inconsistent photometry / Seeing,19.4711,19.0128,19.1311,18.7411,17.9211
5966o_nov2003,A++,True,,,20.683,19.976,20.372,20.313,19.583
5967_aug2003,D,False,r5sig<20 & Noise,Clouds / Inconsistent photometry,19.64,19.08,19.21,19.5,17.79
5967_aug2004a,A++,True,,,21.923,20.357,20.713,19.813,19.773
5967o_aug2003,D,False,r5sig<20 & seeing>2 & Noise,Clouds / Inconsistent photometry / Seeing,19.5074,19.2971,19.2474,18.7574,17.4674
5967o_aug2004a,A++,True,,,21.872,20.346,20.602,19.542,19.582
5967o_nov2003,A++,True,,,20.7024,20.0991,20.2624,19.4824,18.8124
5968_jun2005,A++,True,,,21.9,20.47,20.66,21.0,20.03
5968_jun2007,A++,True,,,21.649,20.157,20.538,20.239,20.039
5968o_jun2005,A++,True,,,21.91,20.47,20.68,21.0,20.02
5968o_jun2007,A++,True,,,21.748,20.277,20.568,20.508,20.088
5969_aug2003,D,False,r5sig<20 & seeing>2 & Noise,Clouds / Inconsistent photometry / Seeing,19.616,19.3786,19.306,18.766,17.856
5969_jun2007,A++,True,,,21.9028,20.2919,20.4528,22.3228,20.6528
5969_nov2005,A++,True,,,21.7282,20.1914,20.4682,21.7582,20.4782
5969_oct2009,A++,True,,,20.994,19.96,20.166,20.704,19.554
5969o_aug2003,D,False,r5sig<20 & Noise,Clouds / Inconsistent photometry,19.5899,19.3525,19.2799,18.9299,18.0199
5969o_jun2007,A++,True,,,21.8877,20.291,20.3277,22.0577,20.7077
5969o_nov2005,A++,True,,,21.7207,20.1812,20.3207,21.7507,20.5507
5969o_oct2009,A++,True,,,21.012,19.938,20.172,20.932,19.762
5970_oct2006,D,False,Background gradient & i5sig<19,Background / Clouds,20.24,18.957,19.273,20.31,19.14
5970o_oct2006,D,False,Background gradient,Background,20.321,19.057,19.326,20.551,19.281
5971_aug2003,D,False,r5sig<20 & i5sig<19 & rmode<18 & n_stars<1000 & seeing>2 & Noise,Clouds / Inconsistent photometry / Seeing,19.28,18.24,19.36,14.25,14.11
5971_oct2003,A++,True,,,21.011,20.303,20.621,21.271,19.831
5971o_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & n_stars<1000 & seeing>2.5 & Noise,Clouds / Inconsistent photometry / Seeing,19.02,18.8,17.99,18.0,17.34
5971o_oct2003,A+,True,,,20.851,20.263,20.519,20.741,19.391
5972_aug2003,D,False,r5sig<20 & i5sig<19 & seeing>2 & Noise,Clouds / Inconsistent photometry / Seeing,19.35,18.99,19.0,18.5,17.71
5972_nov2005,A++,True,,,21.71,20.14,20.55,21.74,20.59
5972_oct2003,A+,True,,,21.03,20.3,20.57,21.0,19.91
5972o_aug2003,D,False,r5sig<20 & seeing>2 & Noise,Clouds / Inconsistent photometry / Seeing,19.5165,19.1003,19.2265,18.9765,17.9565
5972o_nov2005,A++,True,,,21.71,20.12,20.53,21.49,20.55
5973_aug2003,D,False,r5sig<20 & seeing>2 & Noise,Clouds / Inconsistent photometry / Seeing,19.4289,19.0316,19.0289,18.6789,17.5889
5973_aug2004a,A++,True,,,21.884,20.377,20.663,22.024,20.434
5973_oct2003,A++,True,,,21.0537,20.2883,20.5637,20.9937,19.5337
5973o_aug2003,D,False,r5sig<20 & seeing>2 & Noise,Clouds / Inconsistent photometry / Seeing,19.3648,19.1947,19.0448,18.7048,17.5748
5973o_aug2004a,A++,True,,,21.914,20.427,20.602,22.294,20.474
5973o_oct2003,A++,True,,,20.9854,20.2332,20.4954,20.9954,19.5554
5974_aug2009,C,True,Noise,Inconsistent photometry,20.06,19.05,19.13,19.75,18.8
5974_oct2006,D,False,Background gradient & i5sig<19,Background / Clouds,20.258,18.926,19.306,20.338,19.108
5974o_aug2009,D,False,Background gradient & Noise,Background / Inconsistent photometry,20.05,19.12,19.15,19.75,18.74
5974o_oct2006,A+,True,,,20.361,19.13,19.279,19.911,19.001
5975_aug2003,D,False,r5sig<20 & h5sig<19 & seeing>2.5 & Noise,Clouds / Inconsistent photometry / Seeing,19.1524,19.0082,18.0324,18.4924,17.5424
5975_oct2003,A++,True,,,20.914,20.21,20.558,20.764,19.624
5975o_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & rmode<18 & n_stars<1000 & seeing>2 & Noise,Clouds / Inconsistent photometry / Seeing,16.475,18.8175,16.575,16.145,15.175
5975o_oct2003,A++,True,,,21.052,20.183,20.601,21.052,19.912
5976_aug2003,D,False,r5sig<20 & h5sig<19 & seeing>2 & Noise,Clouds / Inconsistent photometry / Seeing,19.5552,19.2788,18.7652,18.7552,17.5252
5976_aug2004a,A++,True,,,21.892,20.432,20.529,21.782,19.892
5976_nov2003,A++,True,,,20.7242,20.153,20.2642,20.7442,19.1042
5976o_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & seeing>2 & Noise,Clouds / Inconsistent photometry / Seeing,19.2765,18.99,18.9365,18.7265,17.2665
5976o_aug2004a,A++,True,,,21.904,20.391,20.639,21.534,20.034
5976o_oct2003,A++,True,,,20.9673,20.3802,20.5773,21.3173,19.2373
5977_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & seeing>2.5 & Noise,Clouds / Inconsistent photometry / Seeing,19.2772,18.6702,18.5772,18.4572,17.4572
5977_oct2003,A++,True,,,21.085,20.272,20.566,21.005,19.885
5977o_aug2003,D,False,r5sig<20 & i5sig<19 & seeing>2 & Noise,Clouds / Inconsistent photometry / Seeing,19.2813,18.7637,19.1713,18.7113,17.5913
5977o_oct2003,A++,True,,,21.08,20.217,20.651,21.55,19.97
5978_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & rmode<18 & n_stars<1000 & seeing>2 & Noise,Clouds / Inconsistent photometry / Seeing,18.9346,18.7247,18.7546,17.6246,16.6946
5978_aug2004a,A++,True,,,21.922,20.339,20.746,21.292,19.712
5978_oct2003,A++,True,,,20.9818,20.0722,20.5418,19.7418,18.8118
5978o_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & rmode<18 & n_stars<1000 & seeing>2.5 & Noise,Clouds / Inconsistent photometry / Seeing,17.5358,18.4379,17.0658,16.4158,15.5858
5978o_aug2004a,A++,True,,,21.944,20.424,20.8,20.044,19.494
5978o_oct2003,A++,True,,,21.0643,20.0871,20.5743,20.0043,18.8043
5979_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & Noise,Clouds / Inconsistent photometry,19.3936,18.7689,18.8436,18.9536,17.9636
5979_nov2005,A++,True,,,21.681,20.171,20.266,21.751,20.351
5979o_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & seeing>2 & Noise,Clouds / Inconsistent photometry / Seeing,19.3878,18.7911,18.8778,18.9278,17.8778
5979o_nov2005,A++,True,,,21.704,20.175,20.332,21.744,20.234
5979o_oct2003,A+,True,,,21.0067,20.1878,20.3967,21.5167,19.6567
5980_jun2005,A,True,,,21.8458,20.2439,20.6558,20.2558,19.7058
5980_jun2007,A++,True,,,21.6,20.22,20.49,20.75,20.0
5980o_jun2005,A,True,,,21.8935,20.4277,20.6735,21.0335,19.9735
5980o_jun2007,A++,True,,,21.63,20.23,20.52,20.75,19.99
5981_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & seeing>2 & Noise,Clouds / Inconsistent photometry / Seeing,18.99,18.65,18.52,18.25,17.69
5981_oct2003,A++,True,,,21.077,20.285,20.585,21.017,19.787
5981o_aug2003,D,False,r5sig<20 & h5sig<19 & seeing>2 & Noise,Clouds / Inconsistent photometry / Seeing,19.42,19.17,18.99,19.0,17.92
5981o_nov2003,A++,True,,,20.66,20.052,20.347,20.54,19.34
5982_jun2005,A,True,,,21.88,20.31,20.66,20.75,20.0
5982o_jun2005,A,True,,,21.89,20.34,20.65,21.25,20.44
5983_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & seeing>2 & Noise,Clouds / Inconsistent photometry / Seeing,19.2125,18.6752,18.8625,18.6025,17.5725
5983_aug2004a,A++,True,,,21.904,20.286,20.618,21.044,20.164
5983_oct2003,A++,True,,,20.944,20.2112,20.484,20.534,19.454
5983o_aug2003,D,False,r5sig<20 & h5sig<19 & rmode<18 & n_stars<1000 & seeing>2 & Noise,Clouds / Inconsistent photometry / Seeing,19.2182,28.1301,18.9682,16.1682,15.2482
5983o_aug2004a,A++,True,,,21.89,20.426,20.611,22.04,20.16
5983o_nov2003,A++,True,,,20.6752,19.9663,20.1652,20.7252,19.2352
5984_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & rmode<18 & seeing>2.5 & Noise,Clouds / Inconsistent photometry / Seeing,17.9237,17.9656,17.6437,17.0237,16.2737
5984_oct2003,A++,True,,,21.065,20.335,20.538,21.005,19.815
5984o_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & rmode<18 & seeing>2.5 & Noise,Clouds / Inconsistent photometry / Seeing,18.4674,18.1722,18.2974,17.8774,16.8774
5984o_oct2003,A++,True,,,21.007,20.402,20.545,20.767,19.817
5985_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & seeing>2.5 & Noise,Clouds / Inconsistent photometry / Seeing,19.242,18.6236,18.5919,18.202,17.462
5985_aug2004a,A++,True,,,21.912,20.427,20.592,21.282,20.542
5985_oct2003,A++,True,,,20.9947,20.3515,20.5447,20.8247,19.5247
5985o_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & seeing>2.5 & Noise,Clouds / Inconsistent photometry / Seeing,18.8664,18.6953,18.5564,18.1664,17.0364
5985o_aug2004a,A++,True,,,21.896,20.379,20.635,21.036,20.476
5985o_oct2003,A+,True,,,21.0542,20.1164,20.5042,21.0842,19.8242
5986_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & seeing>2.5 & Noise,Clouds / Inconsistent photometry / Seeing,19.0352,18.4966,18.5952,18.4052,17.4852
5986_oct2003,A++,True,,,20.922,20.323,20.508,20.752,19.842
5986o_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & seeing>2 & Noise,Clouds / Inconsistent photometry / Seeing,18.9422,18.6051,18.5822,18.1622,17.4722
5986o_oct2003,A+,True,,,20.983,20.337,20.505,20.753,19.813
5987_jun2005,A++,True,,,21.88,20.38,20.67,21.0,19.87
5987o_jun2005,A++,True,,,21.87,20.38,20.64,21.0,19.91
5988_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & rmode<18 & seeing>2.5 & Noise,Clouds / Inconsistent photometry / Seeing,18.521,18.6871,18.471,17.701,16.931
5988_oct2003,A+,True,,,20.813,20.333,20.365,20.483,19.063
5988o_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & seeing>2.5 & Noise,Clouds / Inconsistent photometry / Seeing,19.0232,18.1449,18.2832,18.1832,17.1832
5988o_oct2003,A+,True,,,20.929,20.312,20.33,20.739,19.239
5989_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & rmode<18 & n_stars<1000 & seeing>2.5 & Noise,Clouds / Inconsistent photometry / Seeing,18.6827,18.6293,18.5327,17.3727,16.6127
5989_aug2004a,A++,True,,,21.895,20.412,20.623,19.525,19.655
5989_oct2003,A++,True,,,20.8619,20.174,20.4719,19.4519,18.7619
5989o_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & rmode<18 & n_stars<1000 & seeing>2.5 & Noise,Clouds / Inconsistent photometry / Seeing,18.5427,18.3608,18.4928,17.4028,16.3727
5989o_aug2004a,A++,True,,,21.925,20.512,20.765,20.545,19.745
5989o_oct2003,A+,True,,,20.9715,20.2869,20.5015,20.5115,18.7715
5990_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & rmode<18 & n_stars<1000 & seeing>2,Clouds / Seeing,15.1921,6.71,14.8821,12.6621,12.4721
5990_oct2003,A++,True,,,20.878,20.283,20.415,20.778,19.008
5990o_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & rmode<18 & n_stars<1000 & seeing>2.5,Clouds / Seeing,18.4339,16.6485,18.2239,15.3539,15.4739
5990o_oct2003,A++,True,,,20.889,20.208,20.446,20.529,18.839
5991_aug2003,D,False,r5sig<20 & seeing>2.5,Clouds / Seeing,19.756,19.1169,19.276,19.206,17.746
5991_oct2003,A++,True,,,20.765,20.226,20.364,20.775,19.235
5991o_aug2003,D,False,r5sig<20 & seeing>2,Clouds / Seeing,19.5821,19.1478,19.2421,18.6921,17.6221
5991o_oct2003,A+,True,,,20.808,20.176,20.322,20.778,19.268
5992_aug2009,A,True,,,20.711,19.543,19.654,19.771,18.931
5992_jun2005,A++,True,,,21.8679,20.3764,20.6479,20.7879,19.9979
5992o_aug2009,A,True,,,20.738,19.631,19.601,20.018,19.048
5992o_jul2008,D,False,r5sig<20 & i5sig<19 & h5sig<19 & Noise,Clouds / Inconsistent photometry,18.682,17.5064,17.702,18.522,17.392
5992o_jun2005,A++,True,,,21.8725,20.3736,20.6525,20.7925,19.9725
5993_aug2003,D,False,r5sig<20 & seeing>2,Clouds / Seeing,19.704,19.5839,19.284,19.214,17.474
5993_oct2003,A++,True,,,21.076,20.234,20.582,19.266,18.956
5993o_aug2003,D,False,r5sig<20 & seeing>2.5,Clouds / Seeing,19.2318,19.2396,19.2218,18.0018,16.9218
5993o_oct2003,A++,True,,,20.855,20.233,20.328,20.485,19.045
5994_jun2005,A+,True,,,21.85,20.34,20.59,21.0,20.31
5994o_jun2005,A+,True,,,21.82,20.32,20.54,21.0,20.27
5995_oct2003,A++,True,,,21.07,20.364,20.811,21.1,19.71
5995o_oct2003,A++,True,,,21.29,20.508,20.843,21.31,19.85
5996_aug2003,D,False,r5sig<20 & seeing>2 & Noise,Clouds / Inconsistent photometry / Seeing,19.6178,19.2896,19.3278,18.9978,18.0278
5996_oct2003,A+,True,,,20.815,20.161,20.39,20.765,19.755
5996o_aug2003,D,False,r5sig<20 & rmode<18 & seeing>2.5 & Noise,Clouds / Inconsistent photometry / Seeing,18.8621,19.2081,19.2821,17.7321,17.2621
5996o_oct2003,A++,True,,,21.076,20.183,20.608,21.046,19.956
5997_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & rmode<18 & seeing>2.5 & Noise,Clouds / Inconsistent photometry / Seeing,17.9857,16.8524,18.0257,17.0257,16.0557
5997_nov2006d,A+,True,,,21.53,20.241,20.372,21.46,20.26
5997_oct2003,A,True,,,20.7315,20.0624,20.2615,20.7115,19.4615
5997o_aug2003,D,False,Noise,Inconsistent photometry,20.2481,19.8245,19.8981,19.5381,18.6081
5997o_nov2006d,A+,True,,,21.564,20.308,20.355,21.784,20.144
5998_aug2003,D,False,Noise,Inconsistent photometry,20.291,19.8092,19.931,20.301,18.751
5998_aug2004a,A++,True,,,21.745,20.239,20.443,22.015,20.235
5998o_aug2003,D,False,r5sig<20 & Noise,Clouds / Inconsistent photometry,19.8479,19.4712,19.6879,19.0979,18.1879
5998o_aug2004a,A++,True,,,21.745,20.229,20.443,21.765,20.185
5999_aug2003,A++,True,,,20.2844,19.8545,19.9144,20.0244,19.1244
5999_nov2006d,A+,True,,,21.61,20.264,20.502,21.37,20.36
5999o_aug2003,A++,True,,,20.2499,19.8425,19.9299,20.2699,19.0599
5999o_nov2006d,A+,True,,,21.59,20.272,20.679,21.85,20.38
6000_jun2005,A+,True,,,21.839,20.238,20.619,20.999,19.919
6000o_jun2005,A+,True,,,21.788,20.343,20.613,20.498,19.788
6001_aug2003,A++,True,,,20.37,19.9203,20.01,20.32,18.41
6001_aug2004a,A++,True,,,21.83,20.3,20.62,22.03,20.05
6001o_aug2003,A++,True,,,20.3456,19.938,19.9956,20.0756,18.5256
6001o_aug2004a,A++,True,,,21.83,20.31,20.62,21.78,20.03
6002_aug2003,A+,True,,,20.1894,19.819,19.8994,20.0194,17.8894
6002_aug2004a,A++,True,,,21.832,20.415,20.671,20.542,19.672
6002_nov2003,A++,True,,,20.7141,20.1135,20.3241,19.4741,18.3041
6002o_aug2003,D,False,rmode<18,Clouds,20.2865,19.7838,19.9565,17.7665,18.0165
6002o_aug2004a,A++,True,,,21.88,20.308,20.693,21.77,19.69
6003_jul2007,A,True,,,20.9444,19.7274,20.0544,20.2644,19.4244
6003_jun2005,A+,True,,,21.85,20.35,20.59,21.0,20.15
6003o_jul2007,A,True,,,21.0913,19.6787,19.8513,20.5413,19.4813
6003o_jun2005,A+,True,,,21.82,20.33,20.59,21.0,20.05
6004_aug2003,A+,True,,,20.2821,19.8579,19.8921,20.2821,18.9521
6004_nov2006d,C,True,Noise,Inconsistent photometry,21.637,20.302,20.472,21.867,20.227
6004o_aug2003,A+,True,,,20.1088,19.7534,19.8188,19.7188,18.8288
6004o_nov2006d,C,True,Noise,Inconsistent photometry,21.63,20.276,20.509,21.91,20.27
6005_oct2003,A++,True,,,21.245,20.49,20.802,21.215,19.795
6005o_oct2003,A++,True,,,21.223,20.46,20.776,21.163,19.923
6006_aug2003,A++,True,,,20.1801,19.7628,19.8401,20.2701,19.0501
6006_nov2006d,D,False,Noise,Inconsistent photometry,21.549,20.242,20.47,21.669,20.379
6006o_aug2003,A+,True,,,20.1536,19.7876,19.8236,20.0236,18.9836
6006o_nov2006d,D,False,Noise,Inconsistent photometry,21.47,20.124,20.498,21.1,20.17
6007_aug2003,A++,True,,,20.23,19.82,19.9,20.25,18.89
6007_nov2006d,A,True,,,21.6,20.239,20.444,21.86,20.22
6007o_aug2003,A+,True,,,20.16,19.8,19.86,20.0,18.74
6007o_nov2006d,A,True,,,21.546,20.229,20.385,22.006,20.356
6008_aug2003,D,False,r5sig<20 & Noise,Clouds / Inconsistent photometry,19.9133,19.6436,19.6433,19.6433,18.3233
6008_aug2004a,A++,True,,,21.798,20.293,20.657,22.018,20.148
6008o_aug2003,C,True,Noise,Inconsistent photometry,20.1184,19.3252,19.8184,19.7584,18.3284
6008o_aug2004a,A++,True,,,21.855,20.253,20.562,22.015,20.085
6009_aug2003,D,False,r5sig<20 & Noise,Clouds / Inconsistent photometry,19.6334,19.2703,19.5234,19.3234,18.3634
6009_jul2007,A++,True,,,21.04,20.0,20.02,21.27,20.06
6009_nov2006d,A++,True,,,21.4634,20.0506,20.4034,21.6934,20.4634
6009o_aug2003,D,False,r5sig<20 & Noise,Clouds / Inconsistent photometry,19.7383,19.6743,19.4483,19.5683,18.6383
6009o_jul2007,A++,True,,,21.03,19.96,20.03,21.27,20.04
6010_aug2003,A+,True,,,20.1764,19.8585,19.8164,19.8164,18.3664
6010_aug2004a,A++,True,,,21.87,20.33,20.59,22.28,20.19
6010o_aug2003,A++,True,,,20.4912,19.9867,20.1512,20.6012,18.7912
6010o_aug2004a,A++,True,,,21.88,20.39,20.62,21.78,20.14
6011_aug2003,A++,True,,,20.4045,19.8785,20.0545,20.5045,18.8545
6011_nov2006d,A,True,,,21.579,20.216,20.517,21.869,20.179
6011o_aug2003,A++,True,,,20.408,19.8544,20.048,20.508,18.358
6011o_nov2006d,A,True,,,21.668,20.36,20.529,21.768,20.038
6012_aug2003,A++,True,,,20.4364,19.8738,20.0764,18.9864,18.4064
6012_aug2004a,A++,True,,,21.895,20.343,20.704,19.765,19.465
6012o_aug2003,A++,True,,,20.4434,19.9795,20.1234,19.5034,18.2734
6012o_aug2004a,A++,True,,,21.887,20.394,20.7,20.267,19.497
6013_jun2005,A+,True,,,21.816,20.344,20.625,20.496,19.716
6013o_jun2005,A,True,,,21.666,20.207,20.606,20.476,19.556
6014_aug2003,A++,True,,,20.4315,19.965,20.1015,20.7815,19.2615
6014_nov2006d,A,True,,,21.296,20.039,20.295,21.466,19.986
6014o_aug2003,A++,True,,,20.3821,19.975,20.0621,20.5221,19.1021
6014o_nov2006d,A,True,,,21.313,19.938,20.259,21.223,20.023
6015_aug2009,A+,True,,,20.76,19.73,19.76,20.75,19.43
6015_jun2005,D,False,Noise,Inconsistent photometry,21.8143,20.3101,20.5343,20.7643,19.9843
6015_oct2006,D,False,r5sig<20 & i5sig<19 & h5sig<19 & Noise,Clouds / Inconsistent photometry,19.5917,18.1455,18.6417,19.0217,18.1417
6015o_aug2009,A+,True,,,20.735,19.667,19.736,20.485,19.465
6015o_jun2005,D,False,rmode<18 & seeing>2 & Noise,Clouds / Inconsistent photometry / Seeing,20.3007,20.3182,20.5307,17.7307,17.4807
6015o_oct2006,D,False,r5sig<20 & i5sig<19 & h5sig<19 & Noise,Clouds / Inconsistent photometry,19.4782,18.5755,18.3382,19.1782,18.3182
6016_aug2003,A++,True,,,20.38,19.9,19.97,20.5,18.99
6016_nov2006d,A++,True,,,21.35,20.04,20.21,21.25,20.07
6016o_aug2003,A++,True,,,20.41,19.95,19.92,20.5,18.99
6016o_nov2006d,A++,True,,,21.35,20.01,20.16,21.75,19.94
6017_aug2003,A++,True,,,20.0604,19.6015,19.7504,20.3304,19.0104
6017_nov2006d,A++,True,,,21.32,20.02,20.31,21.25,20.16
6017o_aug2003,A++,True,,,20.3843,19.9352,20.0243,20.5043,19.3443
6017o_nov2006d,A++,True,,,21.3,20.0,20.31,21.25,20.1
6018_aug2003,C,True,Noise,Inconsistent photometry,20.1722,19.6187,19.8622,19.3722,18.0122
6018_aug2004a,A++,True,,,21.838,20.28,20.605,21.758,19.468
6018o_aug2003,D,False,r5sig<20 & rmode<18 & Noise,Clouds / Inconsistent photometry,19.6685,19.1414,19.3985,17.5585,17.5085
6018o_aug2004a,A++,True,,,21.879,20.431,20.742,18.759,19.229
6019_aug2008,A+,True,,,20.93,19.72,19.85,20.25,19.53
6019_aug2009,A++,True,,,20.88,19.82,19.89,20.25,19.46
6019_jun2005,A++,True,,,21.87,20.41,20.68,21.0,19.94
6019o_aug2008,A++,True,,,20.93,19.7,19.91,20.0,19.54
6019o_aug2009,A++,True,,,20.87,19.825,19.904,20.5,19.57
6019o_jun2005,A++,True,,,21.88,20.37,20.71,20.75,20.0
6020_aug2003,D,False,r5sig<20 & i5sig<19 & Noise,Clouds / Inconsistent photometry,19.392,18.9632,19.142,19.432,18.402
6020_nov2006d,A++,True,,,21.33,20.01,20.26,21.5,20.07
6020o_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & rmode<18 & Noise,Clouds / Inconsistent photometry,17.5215,16.9684,17.3115,16.7515,16.2915
6020o_nov2006d,A++,True,,,21.33,20.04,20.25,21.5,20.08
6021_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & n_stars<1000 & Noise,Clouds / Inconsistent photometry,18.1004,17.0179,17.7104,18.0004,16.4804
6021_aug2004a,A++,True,,,21.826,20.301,20.505,22.006,20.166
6021_nov2003,A++,True,,,20.7321,19.8954,20.3521,20.8021,19.3621
6021o_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & n_stars<1000 & Noise,Clouds / Inconsistent photometry,18.1993,17.0364,17.8293,18.2693,16.5593
6021o_aug2004a,A++,True,,,21.845,20.333,20.583,22.005,20.025
6021o_nov2003,A++,True,,,20.7344,19.9265,20.2144,21.0644,19.2244
6022_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & rmode<18 & n_stars<1000 & Noise,Clouds / Inconsistent photometry,16.97,16.4429,16.92,15.59,15.32
6022_nov2003,A++,True,,,20.791,20.108,20.375,20.811,18.661
6022o_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & rmode<18 & n_stars<1000 & Noise,Clouds / Inconsistent photometry,17.4974,17.8101,17.1674,16.7674,15.6674
6022o_nov2003,A++,True,,,20.683,19.922,20.322,20.753,18.503
6023_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & rmode<18 & n_stars<1000 & Noise,Clouds / Inconsistent photometry,16.9421,16.7446,16.7521,16.2321,15.4921
6023_aug2004a,A++,True,,,21.967,20.457,20.703,21.757,19.707
6023_oct2003,A++,True,,,21.1379,20.2779,20.6579,18.7779,18.8679
6023o_aug2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & rmode<18 & n_stars<1000 & Noise,Clouds / Inconsistent photometry,17.7608,17.4239,17.4308,16.4308,16.1008
6023o_aug2004a,A++,True,,,21.945,20.345,20.704,21.005,19.895
6023o_oct2003,A++,True,,,21.0831,20.2525,20.6531,21.0331,19.0631
6024_aug2009,A+,True,,,20.908,19.871,19.926,20.768,19.528
6024_jun2005,A++,True,,,21.8852,20.4233,20.6852,21.0252,19.9452
6024o_aug2009,A+,True,,,20.908,19.772,19.936,20.768,19.578
6024o_jun2005,A++,True,,,21.8952,20.4278,20.6952,21.2752,20.0252
6025_jun2007,A,True,,,21.432,20.233,20.543,21.252,19.662
6025_nov2006d,A++,True,,,21.3302,20.0042,20.2402,21.5202,20.1002
6025_oct2003,A++,True,,,20.9822,20.3188,20.4722,20.9922,19.7622
6025o_aug2003,A++,True,,,20.327,19.8951,19.957,20.267,19.067
6025o_jun2007,A++,True,,,21.777,20.327,20.455,21.507,20.277
6026_oct2003,A+,True,,,20.97,20.23,20.36,19.25,18.97
6026_oct2005b,A+,True,,,21.67,20.17,20.3,21.5,19.97
6026_oct2006,A++,True,,,20.906,19.853,19.81,20.986,19.466
6026o_oct2003,A+,True,,,20.97,20.24,20.5,21.0,19.08
6026o_oct2005b,A++,True,,,21.59,20.09,20.33,21.0,19.71
6026o_oct2006,A++,True,,,20.911,19.854,19.808,20.991,19.401
6027_aug2003,A++,True,,,20.2638,19.8202,19.9138,20.2238,19.2338
