 Run     Object              RA           Dec    Equinox   UT    Airm Instr  Texp  Sky  Filters      Slit  Grat CenwA   Comments
                                                                              sec  PA   etc. 
 777029 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:48 1.042  WFC   19.5  180  i                                
 777030 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 01:49 1.041  WFC   19.5  180  i                                
 777031 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 01:49 1.041  WFC   19.5  180  i                                
 777032 science GYCnc i   9:09:54.99 +18:49:42.1  2000.00 01:50 1.041  WFC   19.5  180  i                                
 777033 science GYCnc i   9:09:55.00 +18:49:42.1  2000.00 01:50 1.040  WFC   20.1  180  i                                
 777034 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:50 1.040  WFC   19.6  180  i                                
 777035 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:51 1.039  WFC   20.1  180  i                                
 777036 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:51 1.039  WFC   20.1  180  i                                
 777037 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:52 1.039  WFC   20.1  180  i                                
 777038 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 01:52 1.038  WFC   20.1  180  i                                
 777039 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:52 1.038  WFC   20.1  180  i                                
 777040 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 01:53 1.038  WFC   20.1  180  i                                
 777041 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:53 1.037  WFC   20.1  180  i                                
 777042 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 01:54 1.037  WFC   20.1  180  i                                
 777043 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:54 1.037  WFC   20.1  180  i                                
 777044 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:54 1.036  WFC   20.1  180  i                                
 777045 science GYCnc i   9:09:54.99 +18:49:42.1  2000.00 01:55 1.036  WFC   20.1  180  i                                
 777046 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:55 1.035  WFC   20.1  180  i                                
 777047 science GYCnc i   9:09:55.00 +18:49:42.1  2000.00 01:56 1.035  WFC   20.1  180  i                                
 777048 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 01:56 1.035  WFC   19.6  180  i                                
 777049 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:57 1.034  WFC   20.1  180  i                                
 777050 science GYCnc i   9:09:55.00 +18:49:42.1  2000.00 01:57 1.034  WFC   20.1  180  i                                
 777051 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:57 1.034  WFC   20.1  180  i                                
 777052 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:58 1.034  WFC   19.6  180  i                                
 777053 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:58 1.033  WFC   20.1  180  i                                
 777054 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 01:59 1.033  WFC   20.1  180  i                                
 777055 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:59 1.032  WFC   20.1  180  i                                
 777056 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 02:00 1.032  WFC   20.1  180  i                                
 777057 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:00 1.032  WFC   20.1  180  i                                
 777058 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 02:00 1.031  WFC   20.1  180  i                                
 777059 science GYCnc i   9:09:55.00 +18:49:42.1  2000.00 02:01 1.031  WFC   20.1  180  i                                
 777060 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:01 1.031  WFC   20.1  180  i                                
 777061 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 02:02 1.031  WFC   20.1  180  i                                
 777062 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:02 1.030  WFC   20.1  180  i                                
 777063 science GYCnc i   9:09:55.00 +18:49:41.8  2000.00 02:02 1.030  WFC   20.1  180  i                                
 777064 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:03 1.030  WFC   20.1  180  i                                
 777065 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:03 1.029  WFC   20.1  180  i                                
 777066 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:04 1.029  WFC   20.1  180  i                                
 777067 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 02:04 1.029  WFC   19.5  180  i                                
 777068 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:05 1.029  WFC   19.6  180  i                                
 777069 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 02:05 1.028  WFC   20.1  180  i                                
 777070 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:05 1.028  WFC   20.1  180  i                                
 777071 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 02:06 1.028  WFC   20.1  180  i                                
 777072 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:06 1.028  WFC   20.1  180  i                                
 777073 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:07 1.027  WFC   20.1  180  i                                
 777074 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 02:07 1.027  WFC   20.1  180  i                                
 777075 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 02:07 1.027  WFC   20.1  180  i                                
 777076 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:08 1.026  WFC   20.0  180  i                                
 777077 science GYCnc i   9:09:55.00 +18:49:41.8  2000.00 02:08 1.026  WFC   20.1  180  i                                
 777078 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 02:09 1.026  WFC   19.5  180  i                                
 777079 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:09 1.026  WFC   20.1  180  i                                
 777080 science GYCnc i   9:09:55.00 +18:49:41.8  2000.00 02:09 1.026  WFC   20.0  180  i                                
 777081 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:10 1.025  WFC   20.1  180  i                                
 777082 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:10 1.025  WFC   20.1  180  i                                
 777083 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:11 1.025  WFC   20.1  180  i                                
 777084 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:11 1.025  WFC   20.1  180  i                                
 777085 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:11 1.024  WFC   20.1  180  i                                
 777086 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:12 1.024  WFC   20.1  180  i                                
 777087 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:12 1.024  WFC   20.1  180  i                                
 777088 science GYCnc i   9:09:54.99 +18:49:41.8  2000.00 02:13 1.024  WFC   20.1  180  i                                
 777089 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 02:13 1.023  WFC   20.1  180  i                                
 777090 science GYCnc i   9:09:55.00 +18:49:42.1  2000.00 02:14 1.023  WFC   20.1  180  i                                
 777091 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 02:14 1.023  WFC   20.1  180  i                                
 777092 science GYCnc i   9:09:54.99 +18:49:41.8  2000.00 02:14 1.023  WFC   20.1  180  i                                
 777093 science GYCnc i   9:09:54.99 +18:49:41.8  2000.00 02:15 1.023  WFC   20.1  180  i                                
 777094 science GYCnc i   9:09:54.99 +18:49:41.8  2000.00 02:15 1.022  WFC   20.1  180  i                                
 777095 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:16 1.022  WFC   20.1  180  i                                
 777096 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:16 1.022  WFC   20.1  180  i                                
 777097 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 02:16 1.022  WFC   20.1  180  i                                
 777098 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:17 1.022  WFC   20.1  180  i                                
 777099 science GYCnc i   9:09:55.00 +18:49:41.8  2000.00 02:17 1.021  WFC   20.1  180  i                                
 777100 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 02:18 1.021  WFC   20.1  180  i                                
 777101 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 02:18 1.021  WFC   20.1  180  i                                
 777102 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:18 1.021  WFC   20.1  180  i                                
 777103 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:19 1.021  WFC   20.1  180  i                                
 777104 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:19 1.021  WFC   19.5  180  i                                
 777105 science GYCnc i   9:09:55.00 +18:49:42.1  2000.00 02:20 1.020  WFC   20.1  180  i                                
 777106 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:20 1.020  WFC   20.0  180  i                                
 777107 science GYCnc i   9:09:54.99 +18:49:42.1  2000.00 02:21 1.020  WFC   20.1  180  i                                
 777108 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:21 1.020  WFC   19.5  180  i                                
 777109 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:21 1.020  WFC   20.1  180  i                                
 777110 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:22 1.020  WFC   20.1  180  i                                
 777111 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:22 1.019  WFC   20.1  180  i                                
 777112 science GYCnc i   9:09:54.99 +18:49:41.8  2000.00 02:23 1.019  WFC   20.2  180  i                                
 777113 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:23 1.019  WFC   20.1  180  i                                
 777114 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:23 1.019  WFC   20.1  180  i                                
 777115 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 02:24 1.019  WFC   20.1  180  i                                
 777116 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 02:24 1.019  WFC   20.1  180  i                                
 777117 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:25 1.019  WFC   20.1  180  i                                
 777118 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:25 1.018  WFC   20.1  180  i                                
 777119 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:25 1.018  WFC   20.1  180  i                                
 777120 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 02:26 1.018  WFC   20.1  180  i                                
 777121 science GYCnc i   9:09:54.99 +18:49:42.1  2000.00 02:26 1.018  WFC   20.1  180  i                                
 777122 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:27 1.018  WFC   20.1  180  i                                
 777123 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:27 1.018  WFC   19.5  180  i                                
 777124 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:28 1.018  WFC   20.1  180  i                                
 777125 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:28 1.018  WFC   20.1  180  i                                
 777126 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 02:28 1.018  WFC   20.1  180  i                                
 777127 science GYCnc i   9:09:55.00 +18:49:42.2  2000.00 02:29 1.017  WFC   19.5  180  i                                
 777128 science GYCnc i   9:09:54.99 +18:49:41.7  2000.00 02:29 1.017  WFC   20.1  180  i                                
 777129 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 02:30 1.017  WFC   20.1  180  i                                
 777130 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:30 1.017  WFC   20.1  180  i                                
 777131 science GYCnc i   9:09:55.00 +18:49:41.8  2000.00 02:30 1.017  WFC   20.1  180  i                                
 777132 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:31 1.017  WFC   20.1  180  i                                
 777133 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:31 1.017  WFC   19.6  180  i                                
 777134 science GYCnc i   9:09:54.99 +18:49:42.1  2000.00 02:32 1.017  WFC   20.1  180  i                                
 777135 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:32 1.017  WFC   20.1  180  i                                
 777136 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:32 1.017  WFC   20.1  180  i                                
 777137 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 02:33 1.016  WFC   20.1  180  i                                
 777138 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 02:33 1.016  WFC   20.1  180  i                                
 777139 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:34 1.016  WFC   20.1  180  i                                
 777140 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 02:34 1.016  WFC   19.5  180  i                                
 777141 science GYCnc i   9:09:54.99 +18:49:42.1  2000.00 02:34 1.016  WFC   20.1  180  i                                
 777142 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:35 1.016  WFC   20.1  180  i                                
 777143 science GYCnc i   9:09:54.99 +18:49:41.7  2000.00 02:35 1.016  WFC   20.1  180  i                                
 777144 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 02:36 1.016  WFC   20.1  180  i                                
 777145 science GYCnc i   9:09:55.00 +18:49:42.1  2000.00 02:36 1.016  WFC   20.1  180  i                                
 777146 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:37 1.016  WFC   20.1  180  i                                
 777147 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:37 1.016  WFC   20.1  180  i                                
 777148 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:37 1.016  WFC   20.1  180  i                                
 777149 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:38 1.016  WFC   20.1  180  i                                
 777150 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 02:38 1.016  WFC   20.1  180  i                                
 777151 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:39 1.016  WFC   20.1  180  i                                
 777152 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:39 1.016  WFC   20.1  180  i                                
 777153 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 02:39 1.016  WFC   20.1  180  i                                
 777154 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:40 1.016  WFC   20.1  180  i                                
 777155 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:40 1.015  WFC   20.1  180  i                                
 777156 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:41 1.015  WFC   20.1  180  i                                
 777157 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 02:41 1.015  WFC   20.1  180  i                                
 777158 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:41 1.015  WFC   20.1  180  i                                
 777159 science GYCnc i   9:09:55.00 +18:49:42.1  2000.00 02:42 1.015  WFC   20.1  180  i                                
 777160 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:42 1.015  WFC   20.0  180  i                                
 777161 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:43 1.015  WFC   19.0  180  i                                
 777162 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:43 1.015  WFC   20.1  180  i                                
 777163 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:44 1.015  WFC   20.1  180  i                                
 777164 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:44 1.015  WFC   20.1  180  i                                
 777165 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:44 1.015  WFC   20.1  180  i                                
 777166 science GYCnc i   9:09:55.00 +18:49:42.1  2000.00 02:45 1.015  WFC   20.1  180  i                                
 777167 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 02:45 1.015  WFC   20.1  180  i                                
 777168 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:46 1.015  WFC   20.1  180  i                                
 777169 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:46 1.015  WFC   20.1  180  i                                
 777170 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 02:46 1.015  WFC   20.1  180  i                                
 777171 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 02:47 1.015  WFC   20.1  180  i                                
 777172 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:47 1.015  WFC   20.1  180  i                                
 777173 science GYCnc i   9:09:54.99 +18:49:41.8  2000.00 02:48 1.015  WFC   20.1  180  i                                
 777174 science GYCnc i   9:09:55.00 +18:49:41.8  2000.00 02:48 1.015  WFC   20.1  180  i                                
 777175 science GYCnc i   9:09:54.99 +18:49:42.1  2000.00 02:48 1.015  WFC   20.1  180  i                                
 777176 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 02:49 1.015  WFC   20.1  180  i                                
 777177 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 02:49 1.016  WFC   19.6  180  i                                
 777178 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 02:50 1.016  WFC   20.1  180  i                                
 777179 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:50 1.016  WFC   20.1  180  i                                
 777180 science GYCnc i   9:09:54.99 +18:49:42.1  2000.00 02:51 1.016  WFC   20.1  180  i                                
 777181 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:51 1.016  WFC   19.5  180  i                                
 777182 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:51 1.016  WFC   19.6  180  i                                
 777183 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:52 1.016  WFC   20.1  180  i                                
 777184 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 02:52 1.016  WFC   20.1  180  i                                
 777185 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:53 1.016  WFC   20.1  180  i                                
 777186 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:53 1.016  WFC   20.1  180  i                                
 777187 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:53 1.016  WFC   20.1  180  i                                
 777188 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:54 1.016  WFC   20.1  180  i                                
 777189 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:54 1.016  WFC   20.1  180  i                                
 777190 science GYCnc i   9:09:54.99 +18:49:42.1  2000.00 02:55 1.016  WFC   20.1  180  i                                
 777191 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 02:55 1.016  WFC   19.5  180  i                                
 777192 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 02:55 1.016  WFC   20.1  180  i                                
 777193 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 02:56 1.016  WFC   19.6  180  i                                
 777194 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:56 1.016  WFC   20.1  180  i                                
 777195 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 02:57 1.017  WFC   20.1  180  i                                
 777196 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:57 1.017  WFC   20.1  180  i                                
 777197 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:58 1.017  WFC   20.1  180  i                                
 777198 science GYCnc i   9:09:54.99 +18:49:41.8  2000.00 02:58 1.017  WFC   20.1  180  i                                
 777199 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:58 1.017  WFC   19.6  180  i                                
 777200 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 02:59 1.017  WFC   20.1  180  i                                
 777201 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 02:59 1.017  WFC   19.0  180  i                                
 777202 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 03:00 1.017  WFC   20.1  180  i                                
 777203 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 03:00 1.017  WFC   20.1  180  i                                
 777204 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 03:00 1.017  WFC   20.1  180  i                                
 777205 science GYCnc i   9:09:55.00 +18:49:42.1  2000.00 03:01 1.018  WFC   20.1  180  i                                
 777206 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 03:01 1.018  WFC   20.1  180  i                                
 777207 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 03:02 1.018  WFC   20.1  180  i                                
 777208 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 03:02 1.018  WFC   20.1  180  i                                
 777209 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 03:02 1.018  WFC   20.1  180  i                                
 777210 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 03:03 1.018  WFC   20.1  180  i                                
 777211 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 03:03 1.018  WFC   20.1  180  i                                
 777212 science GYCnc i   9:09:55.00 +18:49:42.1  2000.00 03:04 1.018  WFC   20.1  180  i                                
 777213 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 03:04 1.018  WFC   19.7  180  i                                
 777214 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 03:05 1.019  WFC   20.1  180  i                                
 777215 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 03:05 1.019  WFC   20.1  180  i                                
 777216 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 03:05 1.019  WFC   20.1  180  i                                
 777217 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 03:06 1.019  WFC   20.0  180  i                                
 777218 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 03:06 1.019  WFC   20.1  180  i                                
 777219 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 03:07 1.019  WFC   19.6  180  i                                
 777220 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 03:07 1.019  WFC   20.1  180  i                                
 777221 science GYCnc i   9:09:54.99 +18:49:41.8  2000.00 03:07 1.020  WFC   20.1  180  i                                
 777222 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 03:08 1.020  WFC   20.1  180  i                                
 777223 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 03:08 1.020  WFC   20.1  180  i                                
 777224 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 03:09 1.020  WFC   20.1  180  i                                
 777225 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 03:09 1.020  WFC   20.1  180  i                                
 777226 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 03:10 1.020  WFC   20.1  180  i                                
 777227 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 03:10 1.021  WFC   20.1  180  i                                
 777228 science GYCnc i   9:09:55.00 +18:49:42.1  2000.00 03:10 1.021  WFC   20.1  180  i                                
 777229 science GYCnc i   9:09:54.99 +18:49:41.8  2000.00 03:11 1.021  WFC   20.1  180  i                                
 777230 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 03:11 1.021  WFC   20.1  180  i                                
 777231 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 03:12 1.021  WFC   20.1  180  i                                
 777232 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 03:12 1.022  WFC   20.0  180  i                                
 777233 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 03:12 1.022  WFC   20.1  180  i                                
 777234 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 03:13 1.022  WFC   20.1  180  i                                
 777235 science GYCnc i   9:09:55.00 +18:49:42.1  2000.00 03:13 1.022  WFC   20.1  180  i                                
 777236 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 03:14 1.022  WFC   20.1  180  i                                
 777237 science GYCnc i   9:09:55.00 +18:49:42.1  2000.00 03:14 1.022  WFC   20.1  180  i                                
 777238 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 03:14 1.023  WFC   20.1  180  i                                
 777239 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 03:15 1.023  WFC   20.1  180  i                                
 777240 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 03:15 1.023  WFC   20.1  180  i                                
 777241 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 03:16 1.023  WFC   20.1  180  i                                
 777242 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 03:16 1.024  WFC   20.1  180  i                                
 777243 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 03:17 1.024  WFC   20.1  180  i                                
 777244 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 03:17 1.024  WFC   20.0  180  i                                
 777245 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 03:17 1.024  WFC   20.1  180  i                                
 777247 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 03:21 1.026  WFC   20.1  180  i                                
 777248 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 03:22 1.027  WFC   20.1  180  i                                
 777249 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 03:23 1.027  WFC   20.1  180  i                                
 777250 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 03:23 1.028  WFC   20.1  180  i                                
 777251 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 03:24 1.028  WFC   20.1  180  i                                
 777252 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 03:24 1.028  WFC   20.1  180  i                                
 777253 science GYCnc i   9:09:54.99 +18:49:41.8  2000.00 03:24 1.029  WFC   20.1  180  i                                
 777254 science GYCnc i   9:09:55.00 +18:49:42.1  2000.00 03:25 1.029  WFC   19.5  180  i                                
 777255 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 03:25 1.029  WFC   20.1  180  i                                
