 Run     Object              RA           Dec    Equinox   UT    Airm Instr  Texp  Sky  Filters      Slit  Grat CenwA   Comments
                                                                              sec  PA   etc. 
 776523 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:23 1.161  WFC    5.1  180  i                                
 776524 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:23 1.162  WFC    5.1  180  i                                
 776525 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:23 1.162  WFC    5.1  180  i                                
 776526 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 22:23 1.163  WFC    5.1  180  i                                
 776527 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:24 1.164  WFC    5.1  180  i                                
 776528 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:24 1.164  WFC    5.1  180  i                                
 776529 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:24 1.165  WFC    5.1  180  i                                
 776530 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:24 1.165  WFC    4.6  180  i                                
 776531 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:25 1.166  WFC    5.1  180  i                                
 776532 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:25 1.167  WFC    5.1  180  i                                
 776533 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:25 1.167  WFC    5.1  180  i                                
 776534 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:25 1.168  WFC    5.1  180  i                                
 776535 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:26 1.168  WFC    5.1  180  i                                
 776536 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 22:26 1.169  WFC    5.1  180  i                                
 776537 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:26 1.170  WFC    5.1  180  i                                
 776538 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:26 1.170  WFC    5.1  180  i                                
 776539 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:27 1.171  WFC    5.1  180  i                                
 776540 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:27 1.172  WFC    5.1  180  i                                
 776541 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 22:27 1.172  WFC    5.1  180  i                                
 776542 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:27 1.173  WFC    5.1  180  i                                
 776543 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:28 1.173  WFC    5.1  180  i                                
 776544 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:28 1.174  WFC    5.1  180  i                                
 776545 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:28 1.175  WFC    4.6  180  i                                
 776546 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:28 1.175  WFC    5.1  180  i                                
 776547 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:29 1.176  WFC    5.1  180  i                                
 776548 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:29 1.177  WFC    5.1  180  i                                
 776549 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:29 1.177  WFC    5.1  180  i                                
 776550 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:29 1.178  WFC    4.5  180  i                                
 776551 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:30 1.178  WFC    5.1  180  i                                
 776552 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:30 1.179  WFC    5.0  180  i                                
 776553 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:30 1.180  WFC    5.1  180  i                                
 776554 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:30 1.180  WFC    5.1  180  i                                
 776555 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:31 1.181  WFC    5.1  180  i                                
 776556 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:31 1.182  WFC    5.1  180  i                                
 776557 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:31 1.182  WFC    5.1  180  i                                
 776558 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:31 1.183  WFC    5.1  180  i                                
 776559 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:32 1.184  WFC    5.1  180  i                                
 776560 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 22:32 1.184  WFC    5.1  180  i                                
 776561 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 22:32 1.185  WFC    5.1  180  i                                
 776562 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:32 1.186  WFC    5.0  180  i                                
 776563 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:33 1.186  WFC    5.1  180  i                                
 776564 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:33 1.187  WFC    4.6  180  i                                
 776565 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:33 1.188  WFC    5.1  180  i                                
 776566 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:33 1.188  WFC    5.1  180  i                                
 776567 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:34 1.189  WFC    5.1  180  i                                
 776568 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:34 1.190  WFC    5.1  180  i                                
 776569 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 22:34 1.190  WFC    4.6  180  i                                
 776570 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:34 1.191  WFC    5.1  180  i                                
 776571 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:35 1.192  WFC    5.1  180  i                                
 776572 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:35 1.192  WFC    5.1  180  i                                
 776573 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:35 1.193  WFC    5.1  180  i                                
 776574 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:35 1.194  WFC    5.1  180  i                                
 776575 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:36 1.194  WFC    5.1  180  i                                
 776576 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:36 1.195  WFC    5.1  180  i                                
 776577 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:36 1.196  WFC    5.1  180  i                                
 776578 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:36 1.196  WFC    5.1  180  i                                
 776579 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:37 1.197  WFC    5.1  180  i                                
 776580 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:37 1.198  WFC    5.1  180  i                                
 776581 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:37 1.198  WFC    5.1  180  i                                
 776582 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:38 1.199  WFC    5.1  180  i                                
 776583 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:38 1.200  WFC    5.1  180  i                                
 776584 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:38 1.200  WFC    5.1  180  i                                
 776585 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:38 1.201  WFC    5.0  180  i                                
 776586 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:39 1.202  WFC    5.1  180  i                                
 776587 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:39 1.203  WFC    5.1  180  i                                
 776588 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:39 1.203  WFC    5.1  180  i                                
 776589 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:39 1.204  WFC    5.1  180  i                                
 776590 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:40 1.205  WFC    5.1  180  i                                
 776591 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:40 1.205  WFC    5.1  180  i                                
 776592 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:40 1.206  WFC    5.1  180  i                                
 776593 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:40 1.207  WFC    5.1  180  i                                
 776594 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:41 1.208  WFC    5.1  180  i                                
 776595 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:41 1.208  WFC    5.1  180  i                                
 776596 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:41 1.209  WFC    5.1  180  i                                
 776597 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 22:41 1.210  WFC    5.1  180  i                                
 776598 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:42 1.210  WFC    5.1  180  i                                
 776599 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:42 1.211  WFC    5.1  180  i                                
 776600 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 22:42 1.212  WFC    5.1  180  i                                
 776601 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:42 1.213  WFC    5.1  180  i                                
 776602 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:43 1.214  WFC    5.1  180  i                                
 776603 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:43 1.214  WFC    5.1  180  i                                
 776604 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:43 1.215  WFC    5.1  180  i                                
 776605 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:43 1.216  WFC    5.1  180  i                                
 776606 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 22:44 1.216  WFC    5.1  180  i                                
 776607 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:44 1.217  WFC    5.1  180  i                                
 776608 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:44 1.218  WFC    5.1  180  i                                
 776609 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:44 1.219  WFC    5.1  180  i                                
 776610 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:45 1.219  WFC    5.1  180  i                                
 776611 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:45 1.220  WFC    5.1  180  i                                
 776612 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:45 1.221  WFC    5.1  180  i                                
 776613 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:45 1.222  WFC    5.1  180  i                                
 776614 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:46 1.222  WFC    4.5  180  i                                
 776615 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:46 1.223  WFC    4.5  180  i                                
 776616 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:46 1.224  WFC    5.1  180  i                                
 776617 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:46 1.225  WFC    4.6  180  i                                
 776618 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 22:47 1.225  WFC    5.0  180  i                                
 776619 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:47 1.226  WFC    5.1  180  i                                
 776620 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:47 1.227  WFC    5.1  180  i                                
 776621 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:47 1.228  WFC    5.1  180  i                                
 776622 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 22:48 1.228  WFC    5.1  180  i                                
 776623 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:48 1.229  WFC    5.1  180  i                                
 776624 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:48 1.230  WFC    5.1  180  i                                
 776625 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:48 1.231  WFC    5.1  180  i                                
 776626 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:49 1.232  WFC    5.1  180  i                                
 776627 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:49 1.232  WFC    5.1  180  i                                
 776628 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:49 1.233  WFC    5.1  180  i                                
 776629 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:49 1.234  WFC    5.1  180  i                                
 776630 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:50 1.235  WFC    5.1  180  i                                
 776631 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:50 1.235  WFC    5.1  180  i                                
 776632 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:50 1.236  WFC    5.1  180  i                                
 776633 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:51 1.237  WFC    5.2  180  i                                
 776634 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 22:51 1.238  WFC    5.1  180  i                                
 776635 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:51 1.239  WFC    5.1  180  i                                
 776636 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:51 1.239  WFC    5.1  180  i                                
 776637 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:52 1.240  WFC    5.1  180  i                                
 776638 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:52 1.241  WFC    5.1  180  i                                
 776639 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:52 1.242  WFC    5.1  180  i                                
 776640 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 22:52 1.243  WFC    5.1  180  i                                
 776641 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:53 1.243  WFC    5.1  180  i                                
 776642 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:53 1.244  WFC    5.1  180  i                                
 776643 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:53 1.245  WFC    4.5  180  i                                
 776644 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:53 1.246  WFC    4.6  180  i                                
 776645 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:54 1.247  WFC    5.1  180  i                                
 776646 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:54 1.247  WFC    5.1  180  i                                
 776647 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:54 1.248  WFC    4.6  180  i                                
 776648 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:54 1.249  WFC    5.1  180  i                                
 776649 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:55 1.250  WFC    5.1  180  i                                
 776650 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:55 1.251  WFC    5.0  180  i                                
 776651 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:55 1.252  WFC    5.1  180  i                                
 776652 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:55 1.252  WFC    5.1  180  i                                
 776653 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:56 1.253  WFC    5.1  180  i                                
 776654 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:56 1.254  WFC    5.1  180  i                                
 776655 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:56 1.255  WFC    5.1  180  i                                
 776656 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:56 1.256  WFC    5.1  180  i                                
 776657 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 22:57 1.257  WFC    5.1  180  i                                
 776658 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:57 1.257  WFC    5.1  180  i                                
 776659 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:57 1.258  WFC    5.1  180  i                                
 776660 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:57 1.259  WFC    4.6  180  i                                
 776661 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:58 1.260  WFC    5.1  180  i                                
 776662 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:58 1.261  WFC    5.1  180  i                                
 776663 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:58 1.262  WFC    5.1  180  i                                
 776664 science WASP33b   0:00:00.00 +00:00:00.0  2000.00 22:58 1.262  WFC    5.1  180  i                                
 776665 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:59 1.263  WFC    5.1  180  i                                
 776666 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:59 1.264  WFC    5.1  180  i                                
 776667 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:59 1.265  WFC    4.6  180  i                                
 776668 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:59 1.266  WFC    5.1  180  i                                
 776669 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:00 1.267  WFC    5.1  180  i                                
 776670 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:00 1.268  WFC    5.1  180  i                                
 776671 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:00 1.268  WFC    5.1  180  i                                
 776672 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:00 1.269  WFC    5.1  180  i                                
 776673 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:01 1.270  WFC    5.1  180  i                                
 776674 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:01 1.271  WFC    5.1  180  i                                
 776675 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:01 1.272  WFC    5.1  180  i                                
 776676 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:01 1.273  WFC    5.1  180  i                                
 776677 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:02 1.274  WFC    5.1  180  i                                
 776678 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:02 1.275  WFC    5.1  180  i                                
 776679 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:02 1.275  WFC    5.1  180  i                                
 776680 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:02 1.276  WFC    5.1  180  i                                
 776681 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:03 1.277  WFC    5.1  180  i                                
 776682 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:03 1.278  WFC    5.1  180  i                                
 776683 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:03 1.279  WFC    5.1  180  i                                
 776684 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:03 1.280  WFC    5.1  180  i                                
 776685 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:04 1.281  WFC    5.1  180  i                                
 776686 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:04 1.282  WFC    5.1  180  i                                
 776687 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:04 1.283  WFC    5.1  180  i                                
 776688 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:04 1.283  WFC    5.0  180  i                                
 776689 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:05 1.284  WFC    5.1  180  i                                
 776690 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:05 1.285  WFC    5.1  180  i                                
 776691 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:05 1.286  WFC    4.5  180  i                                
 776692 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:05 1.287  WFC    5.1  180  i                                
 776693 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:06 1.288  WFC    5.0  180  i                                
 776694 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:06 1.289  WFC    4.6  180  i                                
 776695 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:06 1.290  WFC    5.1  180  i                                
 776696 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:06 1.291  WFC    5.1  180  i                                
 776697 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:07 1.292  WFC    5.1  180  i                                
 776698 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:07 1.293  WFC    5.1  180  i                                
 776699 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:07 1.294  WFC    5.0  180  i                                
 776700 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:07 1.294  WFC    5.0  180  i                                
 776701 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:08 1.296  WFC    5.1  180  i                                
 776702 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:08 1.297  WFC    5.1  180  i                                
 776703 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:08 1.298  WFC    5.1  180  i                                
 776704 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:09 1.299  WFC    5.1  180  i                                
 776705 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:09 1.300  WFC    5.1  180  i                                
 776706 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:09 1.300  WFC    5.1  180  i                                
 776707 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:09 1.301  WFC    5.1  180  i                                
 776708 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:10 1.302  WFC    5.1  180  i                                
 776709 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:10 1.303  WFC    5.1  180  i                                
 776710 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:10 1.304  WFC    5.1  180  i                                
 776711 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:10 1.305  WFC    5.1  180  i                                
 776712 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:11 1.306  WFC    5.1  180  i                                
 776713 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:11 1.307  WFC    5.1  180  i                                
 776714 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:11 1.308  WFC    5.1  180  i                                
 776715 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:11 1.309  WFC    5.1  180  i                                
 776716 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:12 1.310  WFC    5.1  180  i                                
 776717 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:12 1.311  WFC    5.1  180  i                                
 776718 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:12 1.312  WFC    5.1  180  i                                
 776719 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:12 1.313  WFC    5.1  180  i                                
 776720 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:13 1.314  WFC    5.1  180  i                                
 776721 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:13 1.315  WFC    5.1  180  i                                
 776722 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:13 1.316  WFC    5.1  180  i                                
 776723 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:13 1.317  WFC    5.1  180  i                                
 776724 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:14 1.318  WFC    4.6  180  i                                
 776725 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:14 1.319  WFC    5.1  180  i                                
 776726 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:14 1.320  WFC    5.1  180  i                                
 776727 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:14 1.321  WFC    5.1  180  i                                
 776728 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:15 1.322  WFC    5.1  180  i                                
 776729 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:15 1.323  WFC    4.5  180  i                                
 776730 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:15 1.324  WFC    5.1  180  i                                
 776731 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:15 1.325  WFC    5.1  180  i                                
 776732 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:16 1.326  WFC    5.1  180  i                                
 776733 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:16 1.327  WFC    5.1  180  i                                
 776734 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:16 1.328  WFC    5.1  180  i                                
 776735 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:16 1.329  WFC    5.1  180  i                                
 776736 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:17 1.330  WFC    5.1  180  i                                
 776737 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:17 1.331  WFC    5.1  180  i                                
 776738 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:17 1.332  WFC    5.1  180  i                                
 776739 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:17 1.333  WFC    5.1  180  i                                
 776740 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:18 1.334  WFC    5.1  180  i                                
 776741 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:18 1.335  WFC    4.5  180  i                                
 776742 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:18 1.336  WFC    5.1  180  i                                
 776743 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:18 1.337  WFC    5.1  180  i                                
 776744 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:19 1.338  WFC    5.1  180  i                                
 776745 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:19 1.339  WFC    5.1  180  i                                
 776746 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:19 1.340  WFC    5.1  180  i                                
 776747 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:19 1.341  WFC    5.1  180  i                                
 776748 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:20 1.342  WFC    5.1  180  i                                
 776749 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:20 1.343  WFC    5.1  180  i                                
 776750 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:20 1.344  WFC    5.1  180  i                                
 776751 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:20 1.345  WFC    5.1  180  i                                
 776752 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:21 1.347  WFC    5.1  180  i                                
 776753 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:21 1.348  WFC    5.1  180  i                                
 776754 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:21 1.349  WFC    5.1  180  i                                
 776755 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:21 1.350  WFC    5.1  180  i                                
 776756 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:22 1.351  WFC    5.1  180  i                                
 776757 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:22 1.352  WFC    5.1  180  i                                
 776758 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:22 1.353  WFC    5.1  180  i                                
 776759 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:22 1.354  WFC    5.1  180  i                                
 776760 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:23 1.355  WFC    5.1  180  i                                
 776761 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:23 1.356  WFC    5.1  180  i                                
 776762 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:23 1.357  WFC    5.1  180  i                                
 776763 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:23 1.358  WFC    5.1  180  i                                
 776764 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:24 1.359  WFC    4.5  180  i                                
 776765 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:24 1.361  WFC    5.1  180  i                                
 776766 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:24 1.362  WFC    5.1  180  i                                
 776767 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:24 1.363  WFC    5.1  180  i                                
 776768 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:25 1.364  WFC    5.1  180  i                                
 776769 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:25 1.365  WFC    5.1  180  i                                
 776770 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:25 1.366  WFC    5.1  180  i                                
 776771 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:26 1.367  WFC    4.6  180  i                                
 776772 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:26 1.368  WFC    5.1  180  i                                
 776773 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:26 1.369  WFC    5.1  180  i                                
 776774 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:26 1.370  WFC    5.1  180  i                                
 776775 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:27 1.372  WFC    5.1  180  i                                
