INT OBSERVING LOG (ISAAC NEWTON GROUP, LA PALMA) generated 2004 08 19 09:34

TELESCOPE             INT
DATE                  20040817
OBSERVER/S            Amornrat Aungwerojwit
PROGRAMME             P10
PROPOSAL REF          ITP7               
TELESCOPE OPERATOR    none
SUPPORT ASTRONOMER    none

TEL STATION / FOCUS    / 
INSTRUMENT/S          WFC

SUNSET (UT)           19:57
EVENING TWILIGHT (UT) 21:14
MORNING TWILIGHT (UT) 05:18
SUNRISE (UT)          06:35
%ILLUM. LUNAR DISK    4
DARK TIME (HRS)       08:04
TWILIGHT TIME (HRS)   02:34
MOONRISE (UT)         No moonrise within sunset-sunrise
MOONSET (UT)          21:08

 UT     AirT  Hum   Wspd  Gust  Wdir  Press   LocT  int.T   Mirr  LocRH int.RH
 416503 intphas_4708 r   19:15:55.77 +13:09:00.0 J2000.00 22:55 1.040  WFC   29.6  180  r                                
 416504 intphas_4708 i   19:15:55.77 +13:09:00.0 J2000.00 22:56 1.040  WFC   10.1  180  i                                
 416505 intphas_4708o Ha 19:16:16.31 +13:14:00.0 J2000.00 22:57 1.040  WFC  120.0  180  Halpha                           
 416506 intphas_4708o r  19:16:16.31 +13:14:00.0 J2000.00 23:00 1.041  WFC   29.6  180  r                                
 416507 intphas_4708o i  19:16:16.31 +13:14:00.0 J2000.00 23:01 1.041  WFC    9.0  180  i                                
 416508 intphas_4713 Ha  19:15:56.48 +11:41:00.0 J2000.00 23:02 1.051  WFC  120.0  180  Halpha                           
 416509 intphas_4713 r   19:15:56.48 +11:41:00.0 J2000.00 23:05 1.051  WFC   30.1  180  r                                
 416510 intphas_4713 i   19:15:56.49 +11:40:59.9 J2000.00 23:06 1.052  WFC   10.1  180  i                                
 416511 intphas_4713o Ha 19:16:16.92 +11:46:00.0 J2000.00 23:07 1.052  WFC  120.0  180  Halpha                           
 416512 intphas_4713o r  19:16:16.91 +11:46:00.0 J2000.00 23:10 1.053  WFC   29.5  180  r                                
 416513 intphas_4713o i  19:16:16.92 +11:46:00.0 J2000.00 23:11 1.054  WFC   10.1  180  i                                
 416514 intphas_4718 Ha  19:16:15.80 +21:02:00.0 J2000.00 23:12 1.017  WFC  120.0  180  Halpha                           
