 Run     Object              RA           Dec    Equinox   UT    Airm Instr  Texp  Sky  Filters      Slit  Grat CenwA   Comments
                                                                              sec  PA   etc. 
 771996 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:08 1.043  WFC   10.1  180  i                                
 771997 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:08 1.044  WFC   10.1  180  i                                
 771998 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:09 1.044  WFC   10.1  180  i                                
 771999 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:09 1.044  WFC   10.1  180  i                                
 772000 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:09 1.045  WFC   10.1  180  i                                
 772001 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:09 1.045  WFC   10.1  180  i                                
 772002 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:10 1.046  WFC   10.1  180  i                                
 772003 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:10 1.046  WFC   10.1  180  i                                
 772004 WASP12b science   6:30:39.00 +29:39:57.8  2000.00 03:10 1.046  WFC    9.6  180  i                                
 772005 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:11 1.047  WFC   10.1  180  i                                
 772006 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:11 1.047  WFC   10.1  180  i                                
 772007 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:11 1.047  WFC   10.1  180  i                                
 772008 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:11 1.048  WFC   10.1  180  i                                
 772009 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:12 1.048  WFC   10.1  180  i                                
 772010 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:12 1.048  WFC   10.1  180  i                                
 772011 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:12 1.049  WFC   10.1  180  i                                
 772012 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:13 1.049  WFC   10.1  180  i                                
 772013 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:13 1.050  WFC   10.1  180  i                                
 772014 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:13 1.050  WFC    9.5  180  i                                
 772015 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:13 1.050  WFC   10.1  180  i                                
 772016 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:14 1.051  WFC   10.1  180  i                                
 772017 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:14 1.051  WFC   10.1  180  i                                
 772018 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:14 1.051  WFC    9.5  180  i                                
 772019 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:15 1.052  WFC   10.1  180  i                                
 772020 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:15 1.052  WFC   10.1  180  i                                
 772021 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:15 1.053  WFC   10.1  180  i                                
 772022 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:16 1.053  WFC   10.1  180  i                                
 772023 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:16 1.053  WFC    9.5  180  i                                
 772024 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:16 1.054  WFC   10.1  180  i                                
 772025 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:16 1.054  WFC   10.1  180  i                                
 772026 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:17 1.054  WFC   10.1  180  i                                
 772027 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:17 1.055  WFC   10.1  180  i                                
 772028 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:17 1.055  WFC   10.1  180  i                                
 772029 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:18 1.056  WFC   10.1  180  i                                
 772030 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:18 1.056  WFC   10.1  180  i                                
 772031 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:18 1.056  WFC   10.1  180  i                                
 772032 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:18 1.057  WFC   10.1  180  i                                
 772033 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:19 1.057  WFC   10.1  180  i                                
 772034 WASP12b science   6:30:38.99 +29:39:58.1  2000.00 03:19 1.058  WFC   10.1  180  i                                
 772035 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:19 1.058  WFC    9.5  180  i                                
 772036 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:20 1.058  WFC   10.1  180  i                                
 772037 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:20 1.059  WFC   10.1  180  i                                
 772038 WASP12b science   6:30:39.00 +29:39:58.1  2000.00 03:20 1.059  WFC   10.1  180  i                                
 772039 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:20 1.060  WFC   10.1  180  i                                
 772040 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:21 1.060  WFC   10.1  180  i                                
 772041 WASP12b science   6:30:38.99 +29:39:58.1  2000.00 03:21 1.060  WFC   10.1  180  i                                
 772042 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:21 1.061  WFC   10.1  180  i                                
 772043 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:22 1.061  WFC   10.1  180  i                                
 772044 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:22 1.062  WFC   10.1  180  i                                
 772045 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:22 1.062  WFC   10.1  180  i                                
 772046 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:23 1.063  WFC   10.1  180  i                                
 772047 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:23 1.063  WFC   10.1  180  i                                
 772048 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:23 1.063  WFC   10.1  180  i                                
 772049 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:23 1.064  WFC   10.1  180  i                                
 772050 WASP12b science   6:30:39.00 +29:39:58.1  2000.00 03:24 1.064  WFC   10.1  180  i                                
 772051 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:24 1.065  WFC   10.1  180  i                                
 772052 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:24 1.065  WFC   10.1  180  i                                
 772053 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:25 1.066  WFC   10.1  180  i                                
 772054 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:25 1.066  WFC   10.1  180  i                                
 772055 WASP12b science   6:30:38.99 +29:39:58.2  2000.00 03:25 1.066  WFC   10.0  180  i                                
 772056 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:25 1.067  WFC   10.1  180  i                                
 772057 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:26 1.067  WFC   10.1  180  i                                
 772058 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:26 1.068  WFC   10.1  180  i                                
 772059 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:26 1.068  WFC   10.1  180  i                                
 772060 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:27 1.069  WFC   10.1  180  i                                
 772061 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:27 1.069  WFC   10.1  180  i                                
 772062 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:27 1.070  WFC   10.1  180  i                                
 772063 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:28 1.070  WFC   10.1  180  i                                
 772064 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:28 1.071  WFC   10.1  180  i                                
 772065 WASP12b science   6:30:38.99 +29:39:58.1  2000.00 03:28 1.071  WFC   10.1  180  i                                
 772066 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:28 1.071  WFC   10.1  180  i                                
 772067 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:29 1.072  WFC   10.1  180  i                                
 772068 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:29 1.072  WFC   10.1  180  i                                
 772069 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:29 1.073  WFC   10.1  180  i                                
 772070 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:30 1.073  WFC   10.1  180  i                                
 772071 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:30 1.074  WFC   10.1  180  i                                
 772072 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:30 1.074  WFC   10.1  180  i                                
 772073 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:30 1.075  WFC   10.1  180  i                                
 772074 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:31 1.075  WFC   10.1  180  i                                
 772075 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:31 1.076  WFC   10.1  180  i                                
 772076 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:31 1.076  WFC   10.1  180  i                                
 772077 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:32 1.077  WFC   10.1  180  i                                
 772078 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:32 1.077  WFC   10.1  180  i                                
 772079 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:32 1.077  WFC   10.1  180  i                                
 772080 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:33 1.078  WFC   10.1  180  i                                
 772081 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:33 1.078  WFC   10.1  180  i                                
 772082 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:33 1.079  WFC   10.1  180  i                                
 772083 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:33 1.079  WFC   10.1  180  i                                
 772084 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:34 1.080  WFC    9.5  180  i                                
 772085 WASP12b science   6:30:38.99 +29:39:58.2  2000.00 03:34 1.080  WFC   10.1  180  i                                
 772086 WASP12b science   6:30:39.00 +29:39:58.1  2000.00 03:34 1.081  WFC   10.1  180  i                                
 772087 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:35 1.081  WFC   10.1  180  i                                
 772088 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:35 1.082  WFC   10.1  180  i                                
 772089 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:35 1.082  WFC   10.1  180  i                                
 772090 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:35 1.083  WFC   10.1  180  i                                
 772091 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:36 1.083  WFC   10.1  180  i                                
 772092 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:36 1.084  WFC   10.1  180  i                                
 772093 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:36 1.084  WFC   10.1  180  i                                
 772094 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:37 1.085  WFC   10.1  180  i                                
 772095 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:37 1.085  WFC   10.1  180  i                                
 772096 WASP12b science   6:30:39.00 +29:39:58.1  2000.00 03:37 1.086  WFC   10.1  180  i                                
 772097 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:37 1.086  WFC   10.1  180  i                                
 772098 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:38 1.087  WFC   10.1  180  i                                
 772099 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:38 1.087  WFC   10.1  180  i                                
 772100 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:38 1.088  WFC    9.6  180  i                                
 772101 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:39 1.088  WFC   10.1  180  i                                
 772102 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:39 1.089  WFC   10.1  180  i                                
 772103 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:39 1.089  WFC   10.1  180  i                                
 772104 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:39 1.090  WFC   10.1  180  i                                
 772105 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:40 1.090  WFC   10.1  180  i                                
 772106 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:40 1.091  WFC   10.1  180  i                                
 772107 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:40 1.091  WFC   10.1  180  i                                
 772108 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:41 1.092  WFC   10.1  180  i                                
 772109 WASP12b science   6:30:39.00 +29:39:58.1  2000.00 03:41 1.093  WFC   10.1  180  i                                
 772110 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:41 1.093  WFC   10.1  180  i                                
 772111 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:42 1.094  WFC   10.1  180  i                                
 772112 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:42 1.094  WFC   10.1  180  i                                
 772113 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:42 1.095  WFC   10.1  180  i                                
 772114 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:42 1.095  WFC   10.1  180  i                                
 772115 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:43 1.096  WFC   10.1  180  i                                
 772116 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:43 1.096  WFC   10.1  180  i                                
 772117 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:43 1.097  WFC   10.1  180  i                                
 772118 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:44 1.097  WFC   10.1  180  i                                
 772119 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:44 1.098  WFC   10.1  180  i                                
 772120 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:44 1.099  WFC    9.5  180  i                                
 772121 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:44 1.099  WFC   10.1  180  i                                
 772122 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:45 1.100  WFC    9.5  180  i                                
 772123 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:45 1.100  WFC   10.1  180  i                                
 772124 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:45 1.101  WFC   10.1  180  i                                
 772125 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:46 1.101  WFC   10.1  180  i                                
 772126 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:46 1.102  WFC   10.1  180  i                                
 772127 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:46 1.102  WFC   10.1  180  i                                
 772128 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:46 1.103  WFC   10.1  180  i                                
 772129 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:47 1.104  WFC   10.1  180  i                                
 772130 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:47 1.104  WFC   10.1  180  i                                
 772131 WASP12b science   6:30:39.00 +29:39:57.8  2000.00 03:47 1.105  WFC   10.1  180  i                                
 772132 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:48 1.105  WFC   10.1  180  i                                
 772133 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:48 1.106  WFC    9.5  180  i                                
 772134 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:48 1.106  WFC   10.1  180  i                                
 772135 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:49 1.107  WFC   10.1  180  i                                
 772136 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:49 1.108  WFC   10.1  180  i                                
 772137 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:49 1.108  WFC   10.1  180  i                                
 772138 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:49 1.109  WFC   10.1  180  i                                
 772139 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:50 1.109  WFC   10.1  180  i                                
 772140 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:50 1.110  WFC   10.1  180  i                                
 772141 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:50 1.110  WFC   10.1  180  i                                
 772142 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:51 1.111  WFC   10.1  180  i                                
 772143 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:51 1.112  WFC   10.1  180  i                                
 772144 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:51 1.112  WFC   10.1  180  i                                
 772145 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:51 1.113  WFC   10.1  180  i                                
 772146 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:52 1.113  WFC   10.1  180  i                                
 772147 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:52 1.114  WFC   10.1  180  i                                
 772148 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:52 1.115  WFC    9.5  180  i                                
 772149 WASP12b science   6:30:39.00 +29:39:58.1  2000.00 03:53 1.115  WFC   10.1  180  i                                
 772150 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:53 1.116  WFC   10.1  180  i                                
 772151 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:53 1.117  WFC   10.1  180  i                                
 772152 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:53 1.117  WFC   10.1  180  i                                
 772153 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:54 1.118  WFC   10.1  180  i                                
 772154 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:54 1.118  WFC   10.1  180  i                                
 772155 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:54 1.119  WFC   10.1  180  i                                
 772156 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:55 1.120  WFC   10.1  180  i                                
 772157 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:55 1.120  WFC   10.1  180  i                                
 772158 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:55 1.121  WFC   10.1  180  i                                
 772159 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:56 1.121  WFC   10.1  180  i                                
 772160 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:56 1.122  WFC   10.1  180  i                                
 772161 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:56 1.123  WFC   10.1  180  i                                
 772162 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:56 1.124  WFC   10.1  180  i                                
 772163 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:57 1.124  WFC   10.0  180  i                                
 772164 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:57 1.125  WFC   10.1  180  i                                
 772165 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:57 1.125  WFC   10.1  180  i                                
 772166 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:58 1.126  WFC   10.1  180  i                                
 772167 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:58 1.127  WFC   10.1  180  i                                
 772168 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:58 1.127  WFC   10.1  180  i                                
 772169 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:59 1.128  WFC   10.1  180  i                                
 772170 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:59 1.129  WFC   10.1  180  i                                
 772171 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:59 1.129  WFC   10.1  180  i                                
 772172 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:59 1.130  WFC   10.1  180  i                                
 772173 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 04:00 1.131  WFC    9.6  180  i                                
 772174 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:00 1.131  WFC   10.1  180  i                                
 772175 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 04:00 1.132  WFC   10.1  180  i                                
 772176 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 04:01 1.133  WFC   10.1  180  i                                
 772177 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 04:01 1.133  WFC    9.5  180  i                                
 772178 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 04:01 1.134  WFC   10.1  180  i                                
 772179 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 04:01 1.135  WFC   10.1  180  i                                
 772180 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:02 1.135  WFC   10.1  180  i                                
 772181 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 04:02 1.136  WFC    9.6  180  i                                
 772182 WASP12b science   6:30:39.00 +29:39:57.8  2000.00 04:02 1.137  WFC   10.1  180  i                                
 772183 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:03 1.137  WFC   10.1  180  i                                
 772184 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 04:03 1.138  WFC   10.1  180  i                                
 772185 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 04:03 1.139  WFC    9.5  180  i                                
 772186 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 04:03 1.139  WFC   10.1  180  i                                
 772187 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 04:04 1.140  WFC    9.5  180  i                                
 772188 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 04:04 1.141  WFC   10.1  180  i                                
 772189 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:04 1.141  WFC   10.1  180  i                                
 772190 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 04:05 1.142  WFC   10.1  180  i                                
 772191 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 04:05 1.143  WFC   10.1  180  i                                
 772192 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 04:05 1.143  WFC   10.1  180  i                                
 772193 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 04:05 1.144  WFC   10.1  180  i                                
 772194 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 04:06 1.145  WFC   10.1  180  i                                
 772195 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:06 1.145  WFC    9.0  180  i                                
 772196 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:06 1.146  WFC   10.1  180  i                                
 772197 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:07 1.147  WFC   10.1  180  i                                
 772198 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 04:07 1.148  WFC   10.1  180  i                                
 772199 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:07 1.148  WFC   10.1  180  i                                
 772200 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:07 1.149  WFC   10.1  180  i                                
 772201 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:08 1.150  WFC   10.1  180  i                                
 772202 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 04:08 1.150  WFC   10.1  180  i                                
 772203 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 04:08 1.151  WFC   10.1  180  i                                
 772204 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:09 1.152  WFC    9.5  180  i                                
 772205 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:09 1.153  WFC   10.1  180  i                                
 772206 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 04:09 1.153  WFC   10.1  180  i                                
 772207 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:10 1.154  WFC   10.1  180  i                                
 772208 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:10 1.155  WFC   10.0  180  i                                
 772209 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 04:10 1.156  WFC   10.1  180  i                                
 772210 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 04:10 1.156  WFC   10.0  180  i                                
 772211 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 04:11 1.157  WFC   10.1  180  i                                
 772212 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 04:11 1.158  WFC   10.1  180  i                                
 772213 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 04:11 1.158  WFC   10.1  180  i                                
 772214 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:12 1.159  WFC   10.1  180  i                                
 772215 WASP12b science   6:30:38.99 +29:39:57.8  2000.00 04:12 1.160  WFC   10.1  180  i                                
 772216 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 04:12 1.161  WFC    9.6  180  i                                
 772217 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 04:12 1.161  WFC   10.1  180  i                                
 772218 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 04:13 1.162  WFC    9.5  180  i                                
 772219 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 04:13 1.163  WFC   10.1  180  i                                
 772220 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:13 1.164  WFC   10.1  180  i                                
 772221 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 04:14 1.164  WFC   10.1  180  i                                
 772222 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 04:14 1.165  WFC   10.1  180  i                                
 772223 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 04:14 1.166  WFC   10.1  180  i                                
 772224 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 04:14 1.167  WFC   10.1  180  i                                
 772225 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 04:15 1.168  WFC   10.1  180  i                                
 772226 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 04:15 1.168  WFC   10.1  180  i                                
 772227 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 04:15 1.169  WFC   10.1  180  i                                
 772228 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:16 1.170  WFC   10.1  180  i                                
 772229 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 04:16 1.171  WFC   10.1  180  i                                
 772230 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 04:16 1.171  WFC   10.1  180  i                                
 772231 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 04:17 1.172  WFC   10.1  180  i                                
 772232 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 04:17 1.173  WFC   10.1  180  i                                
 772233 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 04:17 1.174  WFC   10.1  180  i                                
 772234 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:17 1.175  WFC   10.1  180  i                                
 772235 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 04:18 1.175  WFC   10.1  180  i                                
 772236 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 04:18 1.176  WFC   10.1  180  i                                
 772237 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:18 1.177  WFC   10.1  180  i                                
 772238 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 04:19 1.178  WFC   10.1  180  i                                
 772239 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 04:19 1.179  WFC   10.1  180  i                                
 772240 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 04:19 1.179  WFC   10.1  180  i                                
 772241 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 04:19 1.180  WFC    9.6  180  i                                
 772242 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 04:20 1.181  WFC   10.1  180  i                                
 772243 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:20 1.182  WFC   10.1  180  i                                
 772244 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 04:20 1.183  WFC   10.1  180  i                                
 772245 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:21 1.184  WFC   10.1  180  i                                
 772246 WASP12b science   6:30:38.99 +29:39:57.8  2000.00 04:21 1.184  WFC   10.1  180  i                                
 772247 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 04:21 1.185  WFC   10.1  180  i                                
 772248 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 04:21 1.186  WFC   10.1  180  i                                
