 Run     Object              RA           Dec    Equinox   UT    Airm Instr  Texp  Sky  Filters      Slit  Grat CenwA   Comments
                                                                              sec  PA   etc. 
 711619 FIELD4_2          8:34:59.99 +05:00:00.0  2000.00 06:02 1.175  WFC   30.1  180  CLEAR                            
 711620 FIELD4_2          8:35:00.00 +04:59:59.9  2000.00 06:03 1.177  WFC   30.1  180  CLEAR                            
 711621 FIELD4_2          8:35:00.00 +04:59:59.9  2000.00 06:05 1.180  WFC   30.1  180  CLEAR                            
 711622 FIELD4_2          8:35:00.00 +05:00:00.0  2000.00 06:06 1.183  WFC   30.1  180  CLEAR                            
 711623 FIELD4_2          8:35:00.00 +04:59:59.9  2000.00 06:07 1.185  WFC   30.1  180  CLEAR                            
 711624 FIELD4_2          8:35:00.00 +05:00:00.0  2000.00 06:09 1.188  WFC   30.1  180  CLEAR                            
 711625 FIELD4_2          8:35:00.00 +04:59:59.9  2000.00 06:10 1.191  WFC   30.1  180  CLEAR                            
 711626 FIELD4_2          8:35:00.00 +05:00:00.0  2000.00 06:11 1.194  WFC   30.1  180  CLEAR                            
 711627 FIELD4_2          8:35:00.00 +04:59:59.9  2000.00 06:13 1.197  WFC   30.1  180  CLEAR                            
 711628 FIELD4_2          8:35:00.00 +04:59:59.9  2000.00 06:14 1.200  WFC   30.1  180  CLEAR                            
 711629 FIELD4_2          8:35:00.00 +05:00:00.0  2000.00 06:15 1.203  WFC   30.1  180  CLEAR                            
 711630 FIELD4_2          8:35:00.00 +04:59:59.9  2000.00 06:16 1.206  WFC   30.1  180  CLEAR                            
 711631 FIELD4_2          8:35:00.00 +04:59:59.9  2000.00 06:18 1.209  WFC   30.1  180  CLEAR                            
 711632 FIELD4_2          8:35:00.00 +05:00:00.0  2000.00 06:19 1.212  WFC   29.6  180  CLEAR                            
 711633 FIELD4_2          8:35:00.00 +05:00:00.0  2000.00 06:20 1.216  WFC   30.1  180  CLEAR                            
 711634 FIELD4_2          8:34:59.99 +04:59:59.9  2000.00 06:22 1.219  WFC   30.1  180  CLEAR                            
 711635 FIELD4_2          8:34:59.99 +05:00:00.0  2000.00 06:23 1.222  WFC   30.1  180  CLEAR                            
 711636 FIELD4_2          8:35:00.00 +04:59:59.9  2000.00 06:24 1.226  WFC   30.1  180  CLEAR                            
 711637 FIELD4_2          8:35:00.00 +05:00:00.0  2000.00 06:26 1.229  WFC   30.1  180  CLEAR                            
 711638 FIELD4_2          8:35:00.00 +05:00:00.0  2000.00 06:27 1.233  WFC   30.1  180  CLEAR                            
 711639 FIELD4_2          8:35:00.00 +05:00:00.0  2000.00 06:28 1.237  WFC   30.1  180  CLEAR                            
 711640 FIELD4_2          8:35:00.00 +04:59:59.9  2000.00 06:30 1.240  WFC   29.6  180  CLEAR                            
 711641 FIELD4_2          8:35:00.00 +05:00:00.0  2000.00 06:31 1.244  WFC   30.1  180  CLEAR                            
 711642 FIELD4_2          8:35:00.00 +04:59:59.9  2000.00 06:32 1.248  WFC   30.1  180  CLEAR                            
 711643 FIELD4_2          8:35:00.00 +05:00:00.0  2000.00 06:33 1.252  WFC   30.1  180  CLEAR                            
 711644 FIELD4_2          8:34:59.99 +04:59:59.9  2000.00 06:35 1.256  WFC   30.0  180  CLEAR                            
 711645 FIELD4_2          8:35:00.00 +04:59:59.9  2000.00 06:36 1.260  WFC   29.5  180  CLEAR                            
 711646 FIELD4_2          8:35:00.00 +05:00:00.0  2000.00 06:37 1.264  WFC   30.0  180  CLEAR                            
 711647 FIELD4_2          8:35:00.00 +05:00:00.0  2000.00 06:39 1.268  WFC   29.6  180  CLEAR                            
 711648 FIELD4_2          8:35:00.00 +05:00:00.0  2000.00 06:40 1.272  WFC   30.0  180  CLEAR                            
 711649 FIELD4_2          8:35:00.00 +05:00:00.0  2000.00 06:41 1.276  WFC   30.1  180  CLEAR                            
 711650 FIELD4_2          8:35:00.00 +05:00:00.0  2000.00 06:43 1.281  WFC   30.1  180  CLEAR                            
 711651 FIELD4_2          8:35:00.00 +04:59:59.9  2000.00 06:44 1.285  WFC   29.6  180  CLEAR                            
 711652 FIELD4_2          8:35:00.00 +05:00:00.0  2000.00 06:45 1.289  WFC   30.1  180  CLEAR                            
 711653 FIELD4_2          8:35:00.00 +05:00:00.0  2000.00 06:47 1.294  WFC   29.6  180  CLEAR                            
 711654 FIELD4_2          8:35:00.00 +05:00:00.0  2000.00 06:48 1.298  WFC   29.5  180  CLEAR                            
 711655 FIELD4_2          8:34:59.99 +05:00:00.0  2000.00 06:49 1.303  WFC   30.1  180  CLEAR                            
 711656 FIELD4_2          8:35:00.00 +05:00:00.0  2000.00 06:50 1.308  WFC   30.1  180  CLEAR                            
 711657 FIELD4_2          8:35:00.00 +05:00:00.0  2000.00 06:52 1.313  WFC   30.1  180  CLEAR                            
 711658 FIELD4_2          8:35:00.00 +04:59:59.9  2000.00 06:53 1.318  WFC   30.1  180  CLEAR                            
 711659 FIELD4_2          8:35:00.00 +05:00:00.0  2000.00 06:54 1.323  WFC   30.1  180  CLEAR                            
 711660 FIELD4_2          8:35:00.00 +04:59:59.8  2000.00 06:56 1.328  WFC   30.1  180  CLEAR                            
 711661 FIELD4_2          8:35:00.00 +05:00:00.0  2000.00 06:57 1.333  WFC   30.1  180  CLEAR                            
 711662 FIELD4_2          8:34:59.99 +05:00:00.2  2000.00 06:58 1.338  WFC   30.1  180  CLEAR                            
 711663 FIELD4_2          8:35:00.00 +04:59:59.9  2000.00 07:00 1.343  WFC   30.1  180  CLEAR                            
 711664 FIELD4_2          8:35:00.00 +05:00:00.0  2000.00 07:01 1.358  WFC  239.9  180  U                                
 711665 FIELD4_2          8:34:59.99 +05:00:00.0  2000.00 07:06 1.375  WFC  119.5  180  g                                
 711666 FIELD4_2          8:35:00.00 +05:00:00.0  2000.00 07:09 1.388  WFC  119.5  180  r                                
