 Run     Object              RA           Dec    Equinox   UT    Airm Instr  Texp  Sky  Filters      Slit  Grat CenwA   Comments
                                                                              sec  PA   etc. 
 692707 HD29139           4:35:55.30 +16:30:27.3  2000.00 06:34 1.023  IDS    1.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692708 HD29139           4:35:55.30 +16:30:27.6  2000.00 06:35 1.023  IDS    0.5   -0  Clear+Clear   0.9  34.1 6499.4   
 692709 Arc               4:35:55.30 +16:30:27.7  2000.00 06:36 1.024  IDS   10.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692710 Flat field        0:00:00.00 +00:00:00.0  2000.00 06:37 1.000  IDS   15.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692711 Flat field        0:00:00.00 +00:00:00.0  2000.00 06:37 1.000  IDS   15.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692712 Flat field        0:00:00.00 +00:00:00.0  2000.00 06:38 1.000  IDS   15.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692713 Flat field        0:00:00.00 +00:00:00.0  2000.00 06:38 1.000  IDS   15.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692714 Flat field        0:00:00.00 +00:00:00.0  2000.00 06:39 1.000  IDS   15.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692715 Flat field        0:00:00.00 +00:00:00.0  2000.00 06:40 1.000  IDS   15.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692716 Flat field        0:00:00.00 +00:00:00.0  2000.00 06:40 1.000  IDS   15.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692717 Flat field        0:00:00.00 +00:00:00.0  2000.00 06:41 1.000  IDS   15.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692718 Flat field        0:00:00.00 +00:00:00.0  2000.00 06:41 1.000  IDS   15.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692719 Flat field        0:00:00.00 +00:00:00.0  2000.00 06:42 1.000  IDS   15.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692720 Flat field        0:00:00.00 +00:00:00.0  2000.00 06:43 1.000  IDS   15.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692721 Flat field        0:00:00.00 +00:00:00.0  2000.00 06:44 1.000  IDS   15.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692722 Flat field        0:00:00.00 +00:00:00.0  2000.00 06:44 1.000  IDS   15.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692723 Flat field        0:00:00.00 +00:00:00.0  2000.00 06:45 1.000  IDS   15.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692724 Flat field        0:00:00.00 +00:00:00.0  2000.00 06:45 1.000  IDS   15.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692725 Bias              0:00:00.00 +00:00:00.0  2000.00 06:49 1.000  IDS    0.0   -0  Clear+Clear   0.9  34.1 6499.4   
