 Run     Object              RA           Dec    Equinox   UT    Airm Instr  Texp  Sky  Filters      Slit  Grat CenwA   Comments
                                                                              sec  PA   etc. 
 590685 FIELD25          23:52:37.00 +56:20:59.0  2000.00 23:03 1.129  WFC   30.1  180  CLEAR                            
 590686 FIELD25          23:52:36.99 +56:20:59.0  2000.00 23:04 1.129  WFC   30.1  180  CLEAR                            
 590687 FIELD25          23:52:37.00 +56:20:58.9  2000.00 23:05 1.129  WFC   29.5  180  CLEAR                            
 590688 FIELD25          23:52:36.99 +56:20:58.9  2000.00 23:06 1.129  WFC   30.1  180  CLEAR                            
 590689 FIELD25          23:52:36.99 +56:20:59.0  2000.00 23:07 1.129  WFC   30.1  180  CLEAR                            
 590690 FIELD25          23:52:36.99 +56:20:59.0  2000.00 23:08 1.129  WFC   30.1  180  CLEAR                            
 590691 FIELD25          23:52:37.00 +56:20:59.0  2000.00 23:09 1.128  WFC   30.1  180  CLEAR                            
 590692 FIELD25          23:52:37.00 +56:20:59.0  2000.00 23:10 1.128  WFC   30.1  180  CLEAR                            
 590693 FIELD25          23:52:37.00 +56:20:59.0  2000.00 23:11 1.128  WFC   29.5  180  CLEAR                            
 590694 FIELD25          23:52:37.00 +56:20:59.0  2000.00 23:12 1.128  WFC   30.1  180  CLEAR                            
 590695 FIELD25          23:52:37.00 +56:20:59.1  2000.00 23:13 1.128  WFC   29.5  180  CLEAR                            
 590696 FIELD25          23:52:37.00 +56:20:59.0  2000.00 23:14 1.129  WFC   30.1  180  CLEAR                            
 590697 FIELD25          23:52:36.99 +56:20:58.9  2000.00 23:15 1.129  WFC   30.1  180  CLEAR                            
