field,dir,n_matched,n_outliers_5p,n_outliers_10p,n_outliers_20p,n_5p_r,n_5p_i,n_5p_h,n_10p_r,n_10p_i,n_10p_h,n_20p_r,n_20p_i,n_20p_h,med_dr,med_di,med_dh,std_dr,std_di,std_dh,file1,file2
6002,iphas_nov2003,830,53,1,0,3,24,26,0,0,1,0,0,0,0.0169930458069,-0.00778341293335,-0.00555467605591,0.0178808298689,0.0244061039776,0.0270502045,newmerges/iphas_aug2004a/intphas_6002_mercat.fits,newmerges/iphas_aug2004a/intphas_6002o_mercat.fits
6003,iphas_jul2007,3512,263,35,1,44,107,112,9,13,13,0,0,1,0.0109119415283,-0.00476789474487,-0.0109610557556,0.0234784787816,0.0300848824267,0.0314066287023,newmerges/iphas_jul2007/intphas_6003_mercat.fits,newmerges/iphas_jul2007/intphas_6003o_mercat.fits
6003,iphas_jun2005,7799,374,18,4,126,127,121,3,9,6,1,2,1,0.00229740142822,-0.00695085525513,0.00487327575684,0.0259166247819,0.0249010832799,0.0919493613365,newmerges/iphas_jun2005/intphas_6003_mercat.fits,newmerges/iphas_jun2005/intphas_6003o_mercat.fits
6004,iphas_aug2003,1135,185,9,1,57,64,64,4,1,4,1,0,0,-0.00156688690186,-0.0150775909424,-0.00455665588379,0.0302931442772,0.0257232493782,0.0303676236461,newmerges/iphas_aug2003/intphas_6004_mercat.fits,newmerges/iphas_aug2003/intphas_6004o_mercat.fits
6004,iphas_nov2006d,1693,449,100,3,129,113,207,4,3,93,1,1,1,-0.0542840957642,0.0167751312256,0.0203742980957,0.0354527055551,0.0308649120397,0.0610046237984,newmerges/iphas_nov2006d/intphas_6004_mercat.fits,newmerges/iphas_nov2006d/intphas_6004o_mercat.fits
6005,iphas_oct2003,5380,226,11,2,74,84,68,1,5,5,0,1,1,0.0524044036865,0.0260562896729,0.0472407341003,0.0222246937988,0.0224536893294,0.0253373886314,newmerges/iphas_oct2003/intphas_6005_mercat.fits,newmerges/iphas_oct2003/intphas_6005o_mercat.fits
6006,iphas_aug2003,3702,669,78,16,220,204,245,30,13,35,6,3,7,-0.00568199157715,-0.00502395629883,-0.00825071334839,0.0358778463126,0.0309198366104,0.0396477615305,newmerges/iphas_aug2003/intphas_6006_mercat.fits,newmerges/iphas_aug2003/intphas_6006o_mercat.fits
6006,iphas_nov2006d,6516,2089,1119,256,648,723,718,413,291,415,110,134,12,0.0330247879028,0.00982666015625,-0.250646591187,0.0763828151657,0.373141760136,0.0706340555269,newmerges/iphas_nov2006d/intphas_6006_mercat.fits,newmerges/iphas_nov2006d/intphas_6006o_mercat.fits
6007,iphas_aug2003,2283,298,18,3,103,91,104,8,2,8,1,0,2,-0.00326061248779,-0.00795650482178,-0.00469970703125,0.0278399300657,0.0244533101836,0.0309503610465,newmerges/iphas_aug2003/intphas_6007_mercat.fits,newmerges/iphas_aug2003/intphas_6007o_mercat.fits
6007,iphas_nov2006d,3920,568,78,0,101,247,220,1,9,68,0,0,0,0.0946578979492,0.0367512702942,0.134618759155,0.0269221372827,0.033150705951,0.0406288369241,newmerges/iphas_nov2006d/intphas_6007_mercat.fits,newmerges/iphas_nov2006d/intphas_6007o_mercat.fits
6008,iphas_aug2003,481,256,47,2,80,125,51,16,31,0,1,1,0,0.142559051514,-0.179958343506,0.0267696380615,0.0469073186977,0.0544351421329,0.0333053501587,newmerges/iphas_aug2003/intphas_6008_mercat.fits,newmerges/iphas_aug2003/intphas_6008o_mercat.fits
6008,iphas_aug2004a,1344,97,2,0,3,57,37,0,2,0,0,0,0,0.00281667709351,-0.00559425354004,0.00580024719238,0.0188433087628,0.0282881862802,0.0270461923955,newmerges/iphas_aug2004a/intphas_6008_mercat.fits,newmerges/iphas_aug2004a/intphas_6008o_mercat.fits
6009,iphas_aug2003,785,493,211,60,282,136,75,150,54,7,55,5,0,-0.0286893844604,0.144254207611,-0.0531139373779,0.11472369892,0.0516566840528,0.034316038174,newmerges/iphas_aug2003/intphas_6009_mercat.fits,newmerges/iphas_aug2003/intphas_6009o_mercat.fits
6009,iphas_jul2007,1834,47,7,1,13,9,25,2,3,2,0,1,0,-0.00871849060059,-0.0117630958557,-0.0112752914429,0.0200354841972,0.0209628968719,0.0227512003159,newmerges/iphas_jul2007/intphas_6009_mercat.fits,newmerges/iphas_jul2007/intphas_6009o_mercat.fits
6009,iphas_nov2006d,1834,47,7,1,13,9,25,2,3,2,0,1,0,-0.00871849060059,-0.0117630958557,-0.0112752914429,0.0200354841972,0.0209628968719,0.0227512003159,newmerges/iphas_jul2007/intphas_6009_mercat.fits,newmerges/iphas_jul2007/intphas_6009o_mercat.fits
6010,iphas_aug2003,847,135,7,3,39,54,42,3,1,3,2,0,1,0.0348339080811,-0.0183219909668,-0.0501794815063,0.0710829553886,0.0272073969643,0.059732870834,newmerges/iphas_aug2003/intphas_6010_mercat.fits,newmerges/iphas_aug2003/intphas_6010o_mercat.fits
6010,iphas_aug2004a,1955,132,4,0,8,101,23,1,2,1,0,0,0,-0.00324058532715,-0.00522708892822,-0.00119972229004,0.0174191385626,0.0276925184714,0.0226166828108,newmerges/iphas_aug2004a/intphas_6010_mercat.fits,newmerges/iphas_aug2004a/intphas_6010o_mercat.fits
6011,iphas_aug2003,823,113,2,2,31,52,30,1,1,0,1,1,0,-0.000484466552734,-0.00633239746094,-0.00358724594116,0.0257969809037,0.030910912591,0.0253872016568,newmerges/iphas_aug2003/intphas_6011_mercat.fits,newmerges/iphas_aug2003/intphas_6011o_mercat.fits
6011,iphas_nov2006d,1111,232,8,3,34,146,52,1,7,0,1,2,0,-0.149188518524,-0.170402526855,0.0141687393188,0.0267556961018,0.0454097239733,0.0290521329716,newmerges/iphas_nov2006d/intphas_6011_mercat.fits,newmerges/iphas_nov2006d/intphas_6011o_mercat.fits
6012,iphas_aug2003,469,73,4,0,18,27,28,1,2,1,0,0,0,-0.00580978393555,-0.0681233406067,0.000725746154785,0.0249259657078,0.0272941520418,0.0300971759599,newmerges/iphas_aug2003/intphas_6012_mercat.fits,newmerges/iphas_aug2003/intphas_6012o_mercat.fits
6012,iphas_aug2004a,647,39,0,0,2,26,11,0,0,0,0,0,0,-0.00439643859863,-0.00797557830811,-0.00765132904053,0.0183922860803,0.0260939391352,0.0239745865543,newmerges/iphas_aug2004a/intphas_6012_mercat.fits,newmerges/iphas_aug2004a/intphas_6012o_mercat.fits
6013,iphas_jun2005,7470,424,24,3,190,149,85,12,8,4,2,0,1,0.0254974365234,0.0658512115479,0.00642585754395,0.0276891075048,0.0268488400166,0.0252576575702,newmerges/iphas_jun2005/intphas_6013_mercat.fits,newmerges/iphas_jun2005/intphas_6013o_mercat.fits
6014,iphas_aug2003,2619,376,26,6,119,131,126,8,6,12,2,0,4,-0.00845766067505,-0.0155601501465,-0.00684833526611,0.0331267383814,0.0265885403133,0.0350229114777,newmerges/iphas_aug2003/intphas_6014_mercat.fits,newmerges/iphas_aug2003/intphas_6014o_mercat.fits
6014,iphas_nov2006d,4038,332,64,5,20,55,257,3,3,58,0,2,3,-0.00975227355957,0.0586252212524,-0.00823497772217,0.0192364784841,0.0240051661486,0.0414277832852,newmerges/iphas_nov2006d/intphas_6014_mercat.fits,newmerges/iphas_nov2006d/intphas_6014o_mercat.fits
6015,iphas_aug2009,3177,203,18,1,35,46,122,0,2,16,0,1,0,0.0161075592041,0.0561056137085,-0.00473403930664,0.0216508191384,0.0213867804503,0.0311000765842,newmerges/iphas_aug2009/intphas_6015_mercat.fits,newmerges/iphas_aug2009/intphas_6015o_mercat.fits
6015,iphas_jun2005,874,687,338,149,552,96,39,329,6,3,148,0,1,0.0236368179321,-0.000914096832275,0.00424146652222,0.199097144577,0.0284100564309,0.0260774250204,newmerges/iphas_jun2005/intphas_6015_mercat.fits,newmerges/iphas_jun2005/intphas_6015o_mercat.fits
6015,iphas_oct2006,1582,746,171,16,172,222,352,23,25,123,2,0,14,-0.105808258057,0.269504070282,-0.515203475952,0.0363270131522,0.0386499932399,0.0614755845007,newmerges/iphas_oct2006/intphas_6015_mercat.fits,newmerges/iphas_oct2006/intphas_6015o_mercat.fits
6016,iphas_aug2003,2801,381,17,3,121,143,117,8,2,7,0,1,2,-0.000150680541992,-0.0691823959351,0.00561141967773,0.0277530719979,0.027706548874,0.0293616802812,newmerges/iphas_aug2003/intphas_6016_mercat.fits,newmerges/iphas_aug2003/intphas_6016o_mercat.fits
6016,iphas_nov2006d,3763,124,10,0,17,41,66,3,1,6,0,0,0,-0.00183820724487,0.000317573547363,-0.00861549377441,0.0178971389709,0.0192632010837,0.0238700525591,newmerges/iphas_nov2006d/intphas_6016_mercat.fits,newmerges/iphas_nov2006d/intphas_6016o_mercat.fits
6017,iphas_aug2003,3722,384,14,7,113,136,135,3,8,3,0,4,3,0.168307304382,0.11993598938,0.0826110839844,0.0271153201573,0.368438238673,0.0309725636212,newmerges/iphas_aug2003/intphas_6017_mercat.fits,newmerges/iphas_aug2003/intphas_6017o_mercat.fits
6017,iphas_nov2006d,6509,275,10,1,86,83,106,5,3,2,0,1,0,-0.0133428573608,-0.00703763961792,-0.00456047058105,0.0226996649688,0.022043863505,0.0254039927484,newmerges/iphas_nov2006d/intphas_6017_mercat.fits,newmerges/iphas_nov2006d/intphas_6017o_mercat.fits
6018,iphas_aug2003,517,285,30,0,58,179,48,5,24,1,0,0,0,-0.357673168182,-0.420942783356,-0.302963733673,0.0357140674902,0.0563793541436,0.0317001520484,newmerges/iphas_aug2003/intphas_6018_mercat.fits,newmerges/iphas_aug2003/intphas_6018o_mercat.fits
6018,iphas_aug2004a,768,44,0,0,2,22,20,0,0,0,0,0,0,2.47955322266e-05,-0.00338172912598,0.00387477874756,0.0179126851306,0.0236368897973,0.0256234273267,newmerges/iphas_aug2004a/intphas_6018_mercat.fits,newmerges/iphas_aug2004a/intphas_6018o_mercat.fits
6019,iphas_aug2008,4665,186,29,7,42,53,91,10,4,15,4,2,1,-0.00577831268311,-0.00873422622681,-0.00151252746582,0.0265404307987,0.0240362723247,0.027525879866,newmerges/iphas_aug2008/intphas_6019_mercat.fits,newmerges/iphas_aug2008/intphas_6019o_mercat.fits
6019,iphas_aug2009,4252,192,9,2,34,29,129,2,3,4,1,1,0,0.00244331359863,-0.00435209274292,-0.00244665145874,0.022517563298,0.0195977577958,0.0297481921386,newmerges/iphas_aug2009/intphas_6019_mercat.fits,newmerges/iphas_aug2009/intphas_6019o_mercat.fits
6019,iphas_jun2005,9575,271,15,4,64,59,148,2,5,8,1,0,3,0.00260734558105,0.0557842254639,0.00319480895996,0.0259359097873,0.0218836125035,0.367649356483,newmerges/iphas_jun2005/intphas_6019_mercat.fits,newmerges/iphas_jun2005/intphas_6019o_mercat.fits
6020,iphas_aug2003,476,1039,593,162,320,533,186,180,377,36,40,116,6,-1.46692848206,-1.51318407059,-0.91909122467,0.134208758378,0.709014443317,0.0517152000055,newmerges/iphas_aug2003/intphas_6020_mercat.fits,newmerges/iphas_aug2003/intphas_6020o_mercat.fits
6020,iphas_nov2006d,3449,313,3,0,28,52,233,0,1,2,0,0,0,-0.0036096572876,-0.00481224060059,0.0027551651001,0.0208436708727,0.022924284596,0.0351570041619,newmerges/iphas_nov2006d/intphas_6020_mercat.fits,newmerges/iphas_nov2006d/intphas_6020o_mercat.fits
6021,iphas_aug2003,252,518,376,194,209,187,122,180,161,35,64,128,2,0.15530538559,0.0990953445435,0.243897914886,0.186481335202,0.24340420483,0.0720702922001,newmerges/iphas_aug2003/intphas_6021_mercat.fits,newmerges/iphas_aug2003/intphas_6021o_mercat.fits
6021,iphas_aug2004a,1387,79,1,0,2,47,30,0,0,1,0,0,0,0.00152206420898,-0.00288963317871,0.00050163269043,0.0176407080644,0.0258158827517,0.0268580236355,newmerges/iphas_aug2004a/intphas_6021_mercat.fits,newmerges/iphas_aug2004a/intphas_6021o_mercat.fits
6021,iphas_nov2003,883,93,5,1,30,35,28,0,2,3,0,0,1,0.00226020812988,-0.00992584228516,0.00951957702637,0.0271511100912,0.0247117910938,0.0286461591045,newmerges/iphas_nov2003/intphas_6021_mercat.fits,newmerges/iphas_nov2003/intphas_6021o_mercat.fits
6022,iphas_aug2003,210,388,271,143,167,156,65,140,123,8,92,47,4,0.431718826294,1.10822868347,-0.556602478027,0.333613005887,0.170225302295,0.0581689606854,newmerges/iphas_aug2003/intphas_6022_mercat.fits,newmerges/iphas_aug2003/intphas_6022o_mercat.fits
6022,iphas_nov2003,693,83,3,0,26,25,32,1,2,0,0,0,0,0.0624351501465,0.0634498596191,0.0154547691345,0.026138094568,0.0260689352198,0.0276614305084,newmerges/iphas_nov2003/intphas_6022_mercat.fits,newmerges/iphas_nov2003/intphas_6022o_mercat.fits
6023,iphas_aug2003,195,336,198,60,128,123,85,93,82,23,52,7,1,0.700353145599,0.404394626617,-0.226277351379,0.20561659338,0.115165326458,0.0602651241868,newmerges/iphas_aug2003/intphas_6023_mercat.fits,newmerges/iphas_aug2003/intphas_6023o_mercat.fits
6023,iphas_aug2004a,826,53,2,0,2,36,15,1,1,0,0,0,0,0.00394821166992,0.059700012207,-0.00166034698486,0.0178992856654,0.0262963086865,0.0257580870703,newmerges/iphas_aug2004a/intphas_6023_mercat.fits,newmerges/iphas_aug2004a/intphas_6023o_mercat.fits
6023,iphas_oct2003,586,79,2,1,16,47,16,1,1,0,0,1,0,-0.00153350830078,-0.0058012008667,-1.14440917969e-05,0.0264962765773,0.0315216677576,0.0248868460276,newmerges/iphas_oct2003/intphas_6023_mercat.fits,newmerges/iphas_oct2003/intphas_6023o_mercat.fits
6024,iphas_aug2009,4351,288,21,2,69,61,158,7,6,8,0,1,1,0.00105094909668,0.0626769065857,0.00226211547852,0.0245370764613,0.348173566052,0.103612416482,newmerges/iphas_aug2009/intphas_6024_mercat.fits,newmerges/iphas_aug2009/intphas_6024o_mercat.fits
6024,iphas_jun2005,9435,210,25,6,49,80,81,4,10,11,1,1,4,-0.00057315826416,-0.00117111206055,0.000228881835938,0.0234594023607,0.0540461177418,0.357683892392,newmerges/iphas_jun2005/intphas_6024_mercat.fits,newmerges/iphas_jun2005/intphas_6024o_mercat.fits
6025,iphas_jun2007,3307,126,33,3,52,32,42,20,2,11,2,0,1,0.00157928466797,-0.00150299072266,-0.00616550445557,0.0261654886392,0.019272489022,0.023567936065,newmerges/iphas_jun2007/intphas_6025_mercat.fits,newmerges/iphas_jun2007/intphas_6025o_mercat.fits
6025,iphas_nov2006d,3307,126,33,3,52,32,42,20,2,11,2,0,1,0.00157928466797,-0.00150299072266,-0.00616550445557,0.0261654886392,0.019272489022,0.023567936065,newmerges/iphas_jun2007/intphas_6025_mercat.fits,newmerges/iphas_jun2007/intphas_6025o_mercat.fits
6025,iphas_oct2003,3307,126,33,3,52,32,42,20,2,11,2,0,1,0.00157928466797,-0.00150299072266,-0.00616550445557,0.0261654886392,0.019272489022,0.023567936065,newmerges/iphas_jun2007/intphas_6025_mercat.fits,newmerges/iphas_jun2007/intphas_6025o_mercat.fits
6026,iphas_oct2003,2367,353,15,5,85,181,87,4,3,8,0,1,4,-0.139704704285,0.232248306274,-0.605202674866,0.028191605854,0.0357342613521,0.0344199964087,newmerges/iphas_oct2003/intphas_6026_mercat.fits,newmerges/iphas_oct2003/intphas_6026o_mercat.fits
6026,iphas_oct2005b,2032,99,14,1,21,21,57,7,6,1,0,1,0,-0.0045952796936,-0.00583553314209,-0.00276374816895,0.0206770185933,0.0231349817131,0.0269227213795,newmerges/iphas_oct2005b/intphas_6026_mercat.fits,newmerges/iphas_oct2005b/intphas_6026o_mercat.fits
6026,iphas_oct2006,3124,196,15,5,36,49,111,4,4,7,1,0,4,-0.00715446472168,-0.00265693664551,-0.00248146057129,0.0208348256876,0.0204743658602,0.0635930320419,newmerges/iphas_oct2006/intphas_6026_mercat.fits,newmerges/iphas_oct2006/intphas_6026o_mercat.fits
6027,iphas_aug2003,4716,609,29,4,199,140,270,11,6,12,0,1,3,-0.00888442993164,-0.0114879608154,-0.0120887756348,0.0296170025147,0.0260209627738,0.0347855654171,newmerges/iphas_aug2003/intphas_6027_mercat.fits,newmerges/iphas_aug2003/intphas_6027o_mercat.fits
6027,iphas_nov2006d,8073,767,185,2,35,57,675,5,5,175,0,2,0,-0.0106401443481,-0.00108528137207,-0.0105400085449,0.0172233221413,0.0283888585781,0.0486290223997,newmerges/iphas_nov2006d/intphas_6027_mercat.fits,newmerges/iphas_nov2006d/intphas_6027o_mercat.fits
6028,iphas_aug2003,536,69,6,1,17,35,17,2,1,3,0,0,1,0.0595703125,-0.0118975639343,-0.0029091835022,0.0256097410198,0.0266605573828,0.029353304536,newmerges/iphas_aug2003/intphas_6028_mercat.fits,newmerges/iphas_aug2003/intphas_6028o_mercat.fits
6028,iphas_may2007,464,42,4,1,10,13,19,1,1,2,0,0,1,-0.00338125228882,-0.00277137756348,-0.00674247741699,0.0246460241773,0.0218097919998,0.0397662710632,newmerges/iphas_may2007/intphas_6028_mercat.fits,newmerges/iphas_may2007/intphas_6028o_mercat.fits
6029,iphas_aug2003,3266,316,19,3,109,88,119,6,6,7,2,1,0,-0.0542988777161,-5.91278076172e-05,-0.0034327507019,0.0286585525891,0.0256669527762,0.029669843335,newmerges/iphas_aug2003/intphas_6029_mercat.fits,newmerges/iphas_aug2003/intphas_6029o_mercat.fits
6029,iphas_may2007,2864,179,20,4,37,52,90,1,11,8,1,1,2,0.000321388244629,0.0439558029175,0.00887107849121,0.0229470406531,0.0237609150228,0.0602758057995,newmerges/iphas_may2007/intphas_6029_mercat.fits,newmerges/iphas_may2007/intphas_6029o_mercat.fits
6030,iphas_aug2008,4044,137,18,4,17,51,69,4,5,9,0,1,3,-0.00819396972656,-0.00962686538696,-0.00838184356689,0.0178935482316,0.0223918987831,0.0900095181336,newmerges/iphas_aug2008/intphas_6030_mercat.fits,newmerges/iphas_aug2008/intphas_6030o_mercat.fits
6030,iphas_aug2009,3656,227,22,7,48,30,149,7,4,11,1,2,4,0.0001220703125,-0.00198745727539,0.00206184387207,0.0254282936545,0.0236964990596,0.0372373725996,newmerges/iphas_aug2009/intphas_6030_mercat.fits,newmerges/iphas_aug2009/intphas_6030o_mercat.fits
6031,iphas_aug2003,423,43,1,0,6,21,16,0,0,1,0,0,0,0.047233581543,-0.0735988616943,-0.00764083862305,0.0206664666068,0.02400465529,0.0261711344317,newmerges/iphas_aug2003/intphas_6031_mercat.fits,newmerges/iphas_aug2003/intphas_6031o_mercat.fits
6031,iphas_aug2004a,939,67,1,0,4,30,33,0,0,1,0,0,0,-0.021388053894,-0.00286531448364,-0.0023136138916,0.0194289680458,0.0257620261983,0.0275331022061,newmerges/iphas_aug2004a/intphas_6031_mercat.fits,newmerges/iphas_aug2004a/intphas_6031o_mercat.fits
6032,iphas_aug2003,1219,144,6,1,49,57,38,1,2,3,0,0,1,0.0608692169189,-0.0117244720459,-0.0046329498291,0.0270453215926,0.0246451448724,0.0315874125576,newmerges/iphas_aug2003/intphas_6032_mercat.fits,newmerges/iphas_aug2003/intphas_6032o_mercat.fits
6032,iphas_jun2007,1774,48,4,0,7,18,23,3,1,0,0,0,0,0.00210571289062,-0.00390005111694,-0.00277328491211,0.020211327759,0.0188955860495,0.0235389635563,newmerges/iphas_jun2007/intphas_6032_mercat.fits,newmerges/iphas_jun2007/intphas_6032o_mercat.fits
6032,iphas_may2007,1150,107,3,0,26,27,54,1,1,1,0,0,0,-0.0116519927979,0.0584530830383,0.00246906280518,0.0226842930778,0.021453417822,0.0280206193086,newmerges/iphas_may2007/intphas_6032_mercat.fits,newmerges/iphas_may2007/intphas_6032o_mercat.fits
6033,iphas_aug2003,2759,330,37,9,100,85,145,10,5,22,1,0,8,-0.00439357757568,-0.0108308792114,0.102578163147,0.0276049118885,0.0236622336949,0.217725868236,newmerges/iphas_aug2003/intphas_6033_mercat.fits,newmerges/iphas_aug2003/intphas_6033o_mercat.fits
6033,iphas_may2007,1718,82,9,3,19,20,43,4,4,1,1,2,0,-0.0089282989502,-0.00490570068359,-0.00837326049805,0.0230815786404,0.0242587172967,0.0234917968785,newmerges/iphas_may2007/intphas_6033_mercat.fits,newmerges/iphas_may2007/intphas_6033o_mercat.fits
6034,iphas_oct2003,3151,584,15,5,363,153,68,9,1,5,2,0,3,-0.0481557846069,0.156603813171,0.0787587165833,0.0412785543174,0.0268306940837,0.0363057229421,newmerges/iphas_oct2003/intphas_6034_mercat.fits,newmerges/iphas_oct2003/intphas_6034o_mercat.fits
6035,iphas_aug2003,761,111,5,1,24,49,38,0,1,4,0,0,1,-0.00831031799316,-0.013876914978,-0.00690937042236,0.0249524429326,0.025953790909,0.0337828889395,newmerges/iphas_aug2003/intphas_6035_mercat.fits,newmerges/iphas_aug2003/intphas_6035o_mercat.fits
6035,iphas_aug2004a,1451,111,5,0,9,76,26,0,1,4,0,0,0,-0.0230560302734,-0.00698232650757,0.000544548034668,0.0200505900502,0.0280635632076,0.027121847217,newmerges/iphas_aug2004a/intphas_6035_mercat.fits,newmerges/iphas_aug2004a/intphas_6035o_mercat.fits
6036,iphas_aug2003,575,72,4,1,16,40,16,1,1,2,1,0,0,0.0285949707031,0.0283436775208,0.0209574699402,0.0259853853954,0.027208004812,0.0266773988647,newmerges/iphas_aug2003/intphas_6036_mercat.fits,newmerges/iphas_aug2003/intphas_6036o_mercat.fits
6036,iphas_aug2004a,869,65,0,0,5,47,13,0,0,0,0,0,0,0.00266885757446,0.0580792427063,0.00548553466797,0.0170374653343,0.0269429422676,0.0235328341327,newmerges/iphas_aug2004a/intphas_6036_mercat.fits,newmerges/iphas_aug2004a/intphas_6036o_mercat.fits
6037,iphas_jun2005,8437,232,16,1,70,95,67,6,6,4,0,1,0,-0.00463104248047,-0.00536251068115,-0.00625896453857,0.0261173713578,0.0250063456082,0.0237533530177,newmerges/iphas_jun2005/intphas_6037_mercat.fits,newmerges/iphas_jun2005/intphas_6037o_mercat.fits
6038,iphas_aug2003,6969,496,27,7,138,205,153,7,9,11,1,3,3,-0.000360488891602,0.0515727996826,-0.00165414810181,0.0263242332196,0.0274868435099,0.0341576827303,newmerges/iphas_aug2003/intphas_6038_mercat.fits,newmerges/iphas_aug2003/intphas_6038o_mercat.fits
6038,iphas_may2007,5533,335,39,3,75,94,166,5,14,20,0,1,2,-0.00197601318359,-0.00641632080078,-0.00829887390137,0.0221167754215,0.0243363581827,0.0298662723219,newmerges/iphas_may2007/intphas_6038_mercat.fits,newmerges/iphas_may2007/intphas_6038o_mercat.fits
6039,iphas_aug2003,1105,124,7,2,26,65,33,3,2,2,0,0,2,-0.00333976745605,-0.0149035453796,-0.0030345916748,0.0265720040211,0.0272365981766,0.031698085346,newmerges/iphas_aug2003/intphas_6039_mercat.fits,newmerges/iphas_aug2003/intphas_6039o_mercat.fits
6039,iphas_may2007,738,41,2,1,4,16,21,0,1,1,0,1,0,-0.00407218933105,-0.00795841217041,-0.00525951385498,0.0187710385466,0.02263629215,0.0252724376708,newmerges/iphas_may2007/intphas_6039_mercat.fits,newmerges/iphas_may2007/intphas_6039o_mercat.fits
6040,iphas_oct2003,4319,327,12,3,50,137,140,1,1,10,0,1,2,0.155879974365,0.0670738220215,0.218194007874,0.0230803806017,0.025783758653,0.0344156929484,newmerges/iphas_oct2003/intphas_6040_mercat.fits,newmerges/iphas_oct2003/intphas_6040o_mercat.fits
6041,iphas_aug2003,4056,384,12,3,77,162,145,3,2,7,0,1,2,-0.00822639465332,0.0505218505859,-0.00987529754639,0.0251407425934,0.0268931384152,0.0443559549522,newmerges/iphas_aug2003/intphas_6041_mercat.fits,newmerges/iphas_aug2003/intphas_6041o_mercat.fits
6041,iphas_may2007,2955,190,21,3,52,47,91,12,3,6,1,1,1,-0.00802612304688,-0.00358963012695,-0.000896453857422,0.0287308015965,0.0228630736194,0.0319280753173,newmerges/iphas_may2007/intphas_6041_mercat.fits,newmerges/iphas_may2007/intphas_6041o_mercat.fits
6042,iphas_aug2003,2706,378,16,2,89,156,133,2,5,9,0,1,1,-0.00416374206543,-0.00425148010254,-0.00912189483643,0.0269141817381,0.02951597577,0.0326053049034,newmerges/iphas_aug2003/intphas_6042_mercat.fits,newmerges/iphas_aug2003/intphas_6042o_mercat.fits
