field,dir,n_matched,n_outliers_5p,n_outliers_10p,n_outliers_20p,n_5p_r,n_5p_i,n_5p_h,n_10p_r,n_10p_i,n_10p_h,n_20p_r,n_20p_i,n_20p_h,med_dr,med_di,med_dh,std_dr,std_di,std_dh,file1,file2
2942,iphas_oct2005a,2262,105,3,0,28,6,71,2,1,0,0,0,0,-0.173751831055,-0.0272445678711,-0.0609321594238,0.0247079483779,0.0180969504002,0.0259492950739,newmerges/iphas_oct2005a/intphas_2942_mercat.fits,newmerges/iphas_oct2005a/intphas_2942o_mercat.fits
2943,iphas_oct2005a,2302,64,2,0,3,13,48,0,2,0,0,0,0,-0.0341949462891,0.0680160522461,-0.215528488159,0.0137012622712,0.0173754565551,0.0238788810551,newmerges/iphas_oct2005a/intphas_2943_mercat.fits,newmerges/iphas_oct2005a/intphas_2943o_mercat.fits
2944,iphas_dec2003,3433,256,6,1,55,100,101,2,0,4,0,0,1,-0.000967025756836,-0.00966262817383,-0.00820684432983,0.0232930332065,0.024148109294,0.0277563239783,newmerges/iphas_dec2003/intphas_2944_mercat.fits,newmerges/iphas_dec2003/intphas_2944o_mercat.fits
2945,iphas_oct2005a,2767,100,3,0,10,18,72,0,1,2,0,0,0,-0.0894937515259,-0.0777549743652,0.00378608703613,0.0180951594639,0.0170245858564,0.0249798678382,newmerges/iphas_oct2005a/intphas_2945_mercat.fits,newmerges/iphas_oct2005a/intphas_2945o_mercat.fits
2946,iphas_oct2005a,3817,182,6,0,25,52,105,1,4,1,0,0,0,-0.123371124268,-0.1217212677,-0.094624042511,0.0185709384365,0.0213020382502,0.0245795884966,newmerges/iphas_oct2005a/intphas_2946_mercat.fits,newmerges/iphas_oct2005a/intphas_2946o_mercat.fits
2947,iphas_dec2003,2715,213,4,2,49,99,65,1,1,2,1,0,1,-0.00195169448853,-0.00951337814331,-0.00330448150635,0.0247876678718,0.0256079036362,0.041024229301,newmerges/iphas_dec2003/intphas_2947_mercat.fits,newmerges/iphas_dec2003/intphas_2947o_mercat.fits
2948,iphas_dec2003,1998,140,2,0,27,55,58,0,0,2,0,0,0,-0.0639452934265,-0.0107021331787,-0.0065484046936,0.0211047188438,0.0215861373856,0.0266821521963,newmerges/iphas_dec2003/intphas_2948_mercat.fits,newmerges/iphas_dec2003/intphas_2948o_mercat.fits
2949,iphas_oct2005a,2232,91,1,0,13,20,58,0,1,0,0,0,0,0.00749635696411,0.0609846115112,0.0135636329651,0.0191947513165,0.0192503284421,0.0246807644792,newmerges/iphas_oct2005a/intphas_2949_mercat.fits,newmerges/iphas_oct2005a/intphas_2949o_mercat.fits
2950,iphas_dec2003,3044,164,8,4,38,59,67,3,2,3,2,0,2,-0.00498104095459,-0.00644016265869,-0.00801610946655,0.0233016756769,0.0220641732273,0.0379836842324,newmerges/iphas_dec2003/intphas_2950_mercat.fits,newmerges/iphas_dec2003/intphas_2950o_mercat.fits
2951,iphas_oct2005a,2787,111,3,0,23,24,64,0,1,2,0,0,0,-0.00273895263672,-0.00037145614624,-0.0113563537598,0.0206038402004,0.019626180371,0.0247301235209,newmerges/iphas_oct2005a/intphas_2951_mercat.fits,newmerges/iphas_oct2005a/intphas_2951o_mercat.fits
2952,iphas_dec2003,1860,171,2,0,46,48,77,1,0,1,0,0,0,-0.0595836639404,-0.000719547271729,-0.0006103515625,0.024675224495,0.0228132104186,0.0302683346881,newmerges/iphas_dec2003/intphas_2952_mercat.fits,newmerges/iphas_dec2003/intphas_2952o_mercat.fits
2953,iphas_oct2005a,2186,72,5,3,17,13,42,5,0,0,3,0,0,0.00480651855469,-0.00285911560059,0.00246715545654,0.0233587274865,0.0167552872703,0.0245861009729,newmerges/iphas_oct2005a/intphas_2953_mercat.fits,newmerges/iphas_oct2005a/intphas_2953o_mercat.fits
2954,iphas_dec2003,2591,150,5,2,40,45,65,1,1,3,0,0,2,-0.00646209716797,0.0544476509094,-0.00707530975342,0.0229169887946,0.0215953981428,0.070486602607,newmerges/iphas_dec2003/intphas_2954_mercat.fits,newmerges/iphas_dec2003/intphas_2954o_mercat.fits
2955,iphas_oct2005a,1933,65,1,0,15,6,44,0,1,0,0,0,0,0.000720977783203,0.00143337249756,0.0491695404053,0.0212159040548,0.0173936903567,0.0253222348961,newmerges/iphas_oct2005a/intphas_2955_mercat.fits,newmerges/iphas_oct2005a/intphas_2955o_mercat.fits
2956,iphas_dec2003,2537,178,9,3,39,68,71,2,1,6,0,0,3,-0.00371837615967,-0.00521469116211,0.000635147094727,0.0219540970085,0.0246382618378,0.0397886661402,newmerges/iphas_dec2003/intphas_2956_mercat.fits,newmerges/iphas_dec2003/intphas_2956o_mercat.fits
2957,iphas_oct2005a,2603,220,18,3,61,53,106,4,5,9,1,1,1,-0.00777053833008,-0.0136051177979,-0.0139999389648,0.0295989058439,0.0299226526618,0.0345960769396,newmerges/iphas_oct2005a/intphas_2957_mercat.fits,newmerges/iphas_oct2005a/intphas_2957o_mercat.fits
2958,iphas_oct2005a,2831,243,2,1,123,36,84,1,0,1,0,0,1,-0.0372905731201,-0.0136947631836,0.00142383575439,0.0296952912917,0.0222914839472,0.0277933439683,newmerges/iphas_oct2005a/intphas_2958_mercat.fits,newmerges/iphas_oct2005a/intphas_2958o_mercat.fits
2958,iphas_oct2009,1130,164,9,0,53,30,81,1,1,7,0,0,0,0.0220184326172,-0.000899314880371,0.0176367759705,0.0266699089355,0.0220841944546,0.0326413455283,newmerges/iphas_oct2009/intphas_2958_mercat.fits,newmerges/iphas_oct2009/intphas_2958o_mercat.fits
2959,iphas_dec2003,2340,146,8,4,42,32,72,2,1,5,0,1,3,-0.00235176086426,-0.00577068328857,-0.00283575057983,0.0224622742579,0.0209727783509,0.436317935588,newmerges/iphas_dec2003/intphas_2959_mercat.fits,newmerges/iphas_dec2003/intphas_2959o_mercat.fits
2960,iphas_oct2005a,4092,495,9,2,195,157,143,2,2,5,0,1,1,-0.00927734375,0.00989103317261,-0.0101184844971,0.0296252732692,0.0308668280394,0.027371591941,newmerges/iphas_oct2005a/intphas_2960_mercat.fits,newmerges/iphas_oct2005a/intphas_2960o_mercat.fits
2961,iphas_dec2003,2126,112,7,2,48,26,38,3,1,3,0,0,2,0.00209474563599,-0.062328338623,0.00475406646729,0.0234649670189,0.021642021804,0.0326538031824,newmerges/iphas_dec2003/intphas_2961_mercat.fits,newmerges/iphas_dec2003/intphas_2961o_mercat.fits
2962,iphas_oct2005a,3407,393,12,3,108,77,208,1,7,4,0,2,1,-0.00203418731689,-0.0685930252075,-0.000841617584229,0.0279809824749,0.0355796820575,0.0376544530564,newmerges/iphas_oct2005a/intphas_2962_mercat.fits,newmerges/iphas_oct2005a/intphas_2962o_mercat.fits
2963,iphas_oct2005a,3658,200,6,3,114,19,67,1,2,3,0,1,2,-0.0132074356079,-0.00569248199463,-0.00722074508667,0.0293365820804,0.0219562515767,0.0293464388365,newmerges/iphas_oct2005a/intphas_2963_mercat.fits,newmerges/iphas_oct2005a/intphas_2963o_mercat.fits
2964,iphas_dec2003,3658,200,6,3,114,19,67,1,2,3,0,1,2,-0.0132074356079,-0.00569248199463,-0.00722074508667,0.0293365820804,0.0219562515767,0.0293464388365,newmerges/iphas_oct2005a/intphas_2963_mercat.fits,newmerges/iphas_oct2005a/intphas_2963o_mercat.fits
2964,iphas_dec2005,2928,521,43,3,215,112,194,14,15,14,2,1,0,-0.00785064697266,0.0108346939087,-0.0584630966187,0.0340434045454,0.0277795563736,0.0328710859281,newmerges/iphas_dec2005/intphas_2964_mercat.fits,newmerges/iphas_dec2005/intphas_2964o_mercat.fits
2965,iphas_oct2005a,3137,304,6,2,140,89,75,2,2,2,0,1,1,-0.0198755264282,-0.01131772995,-0.00426769256592,0.0312399939082,0.0295017547082,0.0283209189039,newmerges/iphas_oct2005a/intphas_2965_mercat.fits,newmerges/iphas_oct2005a/intphas_2965o_mercat.fits
2966,iphas_dec2005,2019,618,33,0,222,249,147,6,9,18,0,0,0,-0.307327270508,-0.36405134201,-0.342863082886,0.034209531968,0.0372536339509,0.0324307740224,newmerges/iphas_dec2005/intphas_2966_mercat.fits,newmerges/iphas_dec2005/intphas_2966o_mercat.fits
2967,iphas_oct2005a,3054,137,12,5,56,26,55,2,4,6,0,1,4,-0.0133590698242,-0.0657558441162,0.00101280212402,0.025706180126,0.0237047441396,0.0315962760452,newmerges/iphas_oct2005a/intphas_2967_mercat.fits,newmerges/iphas_oct2005a/intphas_2967o_mercat.fits
2968,iphas_dec2005,3482,459,12,2,163,108,188,2,4,6,0,1,1,-0.0486707687378,-0.0237927436829,-0.0513167381287,0.0291572916922,0.0261130362583,0.0302501285066,newmerges/iphas_dec2005/intphas_2968_mercat.fits,newmerges/iphas_dec2005/intphas_2968o_mercat.fits
2969,iphas_oct2005a,2880,179,5,1,37,28,114,0,2,3,0,0,1,-0.00449085235596,0.00390625,-0.00230407714844,0.0236967179889,0.0255640852191,0.0332900657348,newmerges/iphas_oct2005a/intphas_2969_mercat.fits,newmerges/iphas_oct2005a/intphas_2969o_mercat.fits
2970,iphas_oct2005a,3877,144,7,2,50,37,57,2,1,4,1,0,1,-0.0171694755554,0.000673294067383,-0.00991249084473,0.0228443964267,0.0234155404838,0.0254388672214,newmerges/iphas_oct2005a/intphas_2970_mercat.fits,newmerges/iphas_oct2005a/intphas_2970o_mercat.fits
2971,iphas_dec2005,2876,508,19,3,269,92,147,3,1,15,0,0,3,0.113317489624,0.0578179359436,-0.21831703186,0.0336937751633,0.0254825980329,0.115115884076,newmerges/iphas_dec2005/intphas_2971_mercat.fits,newmerges/iphas_dec2005/intphas_2971o_mercat.fits
2972,iphas_oct2005a,4404,234,3,2,65,13,156,0,0,3,0,0,2,-0.00552558898926,-0.00713729858398,-0.00724411010742,0.0237077045726,0.0168938725403,0.0295834653215,newmerges/iphas_oct2005a/intphas_2972_mercat.fits,newmerges/iphas_oct2005a/intphas_2972o_mercat.fits
2973,iphas_oct2005a,3615,137,9,2,35,17,85,1,3,5,0,1,1,-0.000616073608398,-0.0107102394104,-0.00730323791504,0.0208537928501,0.433949744017,0.0328077055132,newmerges/iphas_oct2005a/intphas_2973_mercat.fits,newmerges/iphas_oct2005a/intphas_2973o_mercat.fits
2974,iphas_dec2005,1937,268,15,1,130,55,83,3,5,7,0,1,0,-0.0322027206421,-0.106610774994,-0.0688133239746,0.0305328754925,0.0284801798259,0.030037334576,newmerges/iphas_dec2005/intphas_2974_mercat.fits,newmerges/iphas_dec2005/intphas_2974o_mercat.fits
2975,iphas_oct2005a,1937,268,15,1,130,55,83,3,5,7,0,1,0,-0.0322027206421,-0.106610774994,-0.0688133239746,0.0305328754925,0.0284801798259,0.030037334576,newmerges/iphas_dec2005/intphas_2974_mercat.fits,newmerges/iphas_dec2005/intphas_2974o_mercat.fits
2976,iphas_oct2005b,1578,131,1,0,7,25,99,1,0,0,0,0,0,-0.000422954559326,-0.00331258773804,-0.00550079345703,0.020090774932,0.0243219806539,0.0293647226592,newmerges/iphas_oct2005b/intphas_2976_mercat.fits,newmerges/iphas_oct2005b/intphas_2976o_mercat.fits
2977,iphas_oct2005b,2399,118,11,0,28,20,70,6,4,1,0,0,0,-0.00280380249023,-0.00385999679565,-0.00716209411621,0.022725884917,0.02134013993,0.0263985371902,newmerges/iphas_oct2005b/intphas_2977_mercat.fits,newmerges/iphas_oct2005b/intphas_2977o_mercat.fits
2978,iphas_dec2005,1988,344,25,3,75,106,163,1,3,21,0,0,3,0.13880443573,-0.107521057129,-0.390105247498,0.0280118834111,0.0299153742097,0.0675993212264,newmerges/iphas_dec2005/intphas_2978_mercat.fits,newmerges/iphas_dec2005/intphas_2978o_mercat.fits
2979,iphas_oct2005b,1624,114,3,0,26,19,69,1,1,1,0,0,0,-0.00344085693359,-0.0639009475708,-0.0082368850708,0.0241993089149,0.0218321557488,0.027766563999,newmerges/iphas_oct2005b/intphas_2979_mercat.fits,newmerges/iphas_oct2005b/intphas_2979o_mercat.fits
2980,iphas_dec2005,1690,1054,99,2,587,374,93,37,55,7,0,1,1,-0.486731529236,-1.29528188705,0.438924789429,0.0511606893782,0.0500944573175,0.0312111202013,newmerges/iphas_dec2005/intphas_2980_mercat.fits,newmerges/iphas_dec2005/intphas_2980o_mercat.fits
2981,iphas_dec2005,323,413,211,68,109,35,269,20,10,181,0,0,68,1.79392147064,4.00362491608,-3.57093524933,0.0455269584321,0.0664298772853,0.167891920297,newmerges/iphas_dec2005/intphas_2981_mercat.fits,newmerges/iphas_dec2005/intphas_2981o_mercat.fits
2981,iphas_dec2008,996,1388,679,51,532,534,322,325,276,78,29,16,6,0.189607620239,-0.0760135650635,-0.244933128357,0.102888126996,0.0949611668036,0.0674127542421,newmerges/iphas_dec2008/intphas_2981_mercat.fits,newmerges/iphas_dec2008/intphas_2981o_mercat.fits
2982,iphas_oct2005b,1157,106,1,0,29,33,44,0,1,0,0,0,0,0.0032844543457,-0.00879764556885,-0.0114135742188,0.0276491410175,0.0257054918308,0.027662878257,newmerges/iphas_oct2005b/intphas_2982_mercat.fits,newmerges/iphas_oct2005b/intphas_2982o_mercat.fits
2983,iphas_oct2005b,1612,209,6,0,81,28,100,2,0,4,0,0,0,-0.00467300415039,-0.000553131103516,-0.00810050964355,0.0291944274109,0.0229005027066,0.0320024431695,newmerges/iphas_oct2005b/intphas_2983_mercat.fits,newmerges/iphas_oct2005b/intphas_2983o_mercat.fits
2984,iphas_dec2005,2210,850,241,2,17,636,197,0,224,17,0,1,1,-0.017237663269,-0.870435237885,-0.719565391541,0.0194003196782,0.0722506144903,0.035153344643,newmerges/iphas_dec2005/intphas_2984_mercat.fits,newmerges/iphas_dec2005/intphas_2984o_mercat.fits
2985,iphas_oct2005b,2139,258,6,0,67,33,158,2,0,4,0,0,0,-0.00443267822266,-0.00213670730591,-0.0108489990234,0.0261673618103,0.0216873911751,0.034575111888,newmerges/iphas_oct2005b/intphas_2985_mercat.fits,newmerges/iphas_oct2005b/intphas_2985o_mercat.fits
2986,iphas_oct2005b,2809,227,6,1,61,19,147,0,1,5,0,1,0,-0.00485420227051,-0.00514030456543,-0.00189733505249,0.0239105412531,0.019894369986,0.0292537571936,newmerges/iphas_oct2005b/intphas_2986_mercat.fits,newmerges/iphas_oct2005b/intphas_2986o_mercat.fits
2987,iphas_dec2005,1202,167,7,0,59,77,31,4,3,0,0,0,0,-0.207370281219,-0.157231807709,1.41257095337,0.0280772700399,0.0305665910376,0.0322064992715,newmerges/iphas_dec2005/intphas_2987_mercat.fits,newmerges/iphas_dec2005/intphas_2987o_mercat.fits
2988,iphas_nov2003b,1816,351,14,0,103,158,90,3,3,8,0,0,0,0.0559434890747,0.00425100326538,-0.00669097900391,0.0275968156085,0.0303699888587,0.0280136332517,newmerges/iphas_nov2003b/intphas_2988_mercat.fits,newmerges/iphas_nov2003b/intphas_2988o_mercat.fits
2989,iphas_dec2005,1528,314,28,0,50,215,49,1,26,1,0,0,0,0.249145507812,-0.070629119873,0.576444625854,0.0240506609216,0.0484442055954,0.0290696607785,newmerges/iphas_dec2005/intphas_2989_mercat.fits,newmerges/iphas_dec2005/intphas_2989o_mercat.fits
2990,iphas_oct2005b,2330,125,4,0,21,20,84,1,0,3,0,0,0,-0.00561714172363,-0.00675392150879,-0.00483274459839,0.0231942204084,0.0197773070471,0.0294806206262,newmerges/iphas_oct2005b/intphas_2990_mercat.fits,newmerges/iphas_oct2005b/intphas_2990o_mercat.fits
2991,iphas_oct2005b,2505,162,3,1,40,23,99,2,0,1,1,0,0,-0.00328922271729,0.0539765357971,-0.00616645812988,0.0258088206325,0.0202353915839,0.0292713537747,newmerges/iphas_oct2005b/intphas_2991_mercat.fits,newmerges/iphas_oct2005b/intphas_2991o_mercat.fits
2992,iphas_dec2005,3014,453,17,1,180,113,160,3,7,7,0,1,0,0.221277236938,0.20458984375,0.3985247612,0.030838198493,0.0434238468825,0.0319987234408,newmerges/iphas_dec2005/intphas_2992_mercat.fits,newmerges/iphas_dec2005/intphas_2992o_mercat.fits
2993,iphas_oct2005b,2168,141,8,0,36,36,69,3,3,2,0,0,0,-0.00296688079834,-0.00442838668823,-0.00364208221436,0.0232994922811,0.0216753579385,0.0288295537321,newmerges/iphas_oct2005b/intphas_2993_mercat.fits,newmerges/iphas_oct2005b/intphas_2993o_mercat.fits
2994,iphas_dec2005,3230,671,170,32,48,507,116,1,162,7,0,30,2,0.209889888763,0.257936477661,-0.0326824188232,0.0232469135848,0.0669621230034,0.0300719789537,newmerges/iphas_dec2005/intphas_2994_mercat.fits,newmerges/iphas_dec2005/intphas_2994o_mercat.fits
2995,iphas_oct2005b,2218,169,2,0,42,21,106,0,0,2,0,0,0,-0.0062894821167,-0.00371694564819,-0.0110392570496,0.0230384119166,0.0195003793418,0.0300247431402,newmerges/iphas_oct2005b/intphas_2995_mercat.fits,newmerges/iphas_oct2005b/intphas_2995o_mercat.fits
2996,iphas_oct2005b,2075,141,7,1,27,21,93,1,1,5,1,0,0,-0.00695133209229,0.0547657012939,-0.00602149963379,0.0227614764342,0.0212940190619,0.0300709789641,newmerges/iphas_oct2005b/intphas_2996_mercat.fits,newmerges/iphas_oct2005b/intphas_2996o_mercat.fits
2997,iphas_dec2005,5010,312,20,6,74,53,185,5,5,10,1,1,4,-0.00857448577881,-0.0091438293457,-0.00645923614502,0.0259048960454,0.0216148794197,0.112817571533,newmerges/iphas_dec2005/intphas_2997_mercat.fits,newmerges/iphas_dec2005/intphas_2997o_mercat.fits
2998,iphas_oct2005b,2195,129,6,1,20,28,81,0,3,3,0,1,0,-0.00699806213379,-0.00328350067139,-0.0120410919189,0.0193120876475,0.0211746641905,0.0265720108059,newmerges/iphas_oct2005b/intphas_2998_mercat.fits,newmerges/iphas_oct2005b/intphas_2998o_mercat.fits
2999,iphas_dec2005,4689,259,25,3,86,47,126,3,8,14,0,1,2,0.0219230651855,0.0557384490967,0.00103187561035,0.025647534853,0.0233742934782,0.0306574036611,newmerges/iphas_dec2005/intphas_2999_mercat.fits,newmerges/iphas_dec2005/intphas_2999o_mercat.fits
3000,iphas_oct2005b,2704,199,3,0,29,83,87,0,1,2,0,0,0,-0.00983047485352,-0.00989961624146,-0.00724124908447,0.0210659732664,0.0260859299315,0.0282003312846,newmerges/iphas_oct2005b/intphas_3000_mercat.fits,newmerges/iphas_oct2005b/intphas_3000o_mercat.fits
3001,iphas_dec2005,2865,666,52,3,174,79,413,5,6,41,0,1,2,-0.145579338074,-0.0999517440796,-0.114711761475,0.031324786255,0.353832992798,0.426996628256,newmerges/iphas_dec2005/intphas_3001_mercat.fits,newmerges/iphas_dec2005/intphas_3001o_mercat.fits
3001,iphas_nov2003b,1267,263,16,0,125,64,74,10,3,3,0,0,0,-0.0563430786133,0.0108332633972,0.00396633148193,0.0325337879902,0.0276450935314,0.0265509003227,newmerges/iphas_nov2003b/intphas_3001_mercat.fits,newmerges/iphas_nov2003b/intphas_3001o_mercat.fits
3002,iphas_dec2005,3185,152,10,6,37,34,81,3,4,3,1,3,2,0.0341739654541,0.00672578811646,0.00753259658813,0.0275859620535,0.0260107292842,0.0332616709764,newmerges/iphas_dec2005/intphas_3002_mercat.fits,newmerges/iphas_dec2005/intphas_3002o_mercat.fits
3003,iphas_oct2005b,1043,69,1,0,5,5,59,1,0,0,0,0,0,0.0337266921997,-0.000804901123047,0.0488567352295,0.0190232784455,0.0179324128405,0.0312018856936,newmerges/iphas_oct2005b/intphas_3003_mercat.fits,newmerges/iphas_oct2005b/intphas_3003o_mercat.fits
3004,iphas_oct2005b,2328,98,3,1,8,27,63,0,0,3,0,0,1,-0.0301957130432,-0.0866470336914,0.0399646759033,0.0155385912825,0.0196122900252,0.0279397395611,newmerges/iphas_oct2005b/intphas_3004_mercat.fits,newmerges/iphas_oct2005b/intphas_3004o_mercat.fits
3005,iphas_nov2008,1810,63,7,0,9,7,47,2,1,4,0,0,0,-0.002272605896,-0.00779819488525,-0.0106925964355,0.0199469379362,0.0180601338603,0.0291695732895,newmerges/iphas_nov2008/intphas_3005_mercat.fits,newmerges/iphas_nov2008/intphas_3005o_mercat.fits
3006,iphas_dec2005,4674,271,19,3,81,66,124,5,7,7,1,1,1,-0.0031304359436,-0.00125694274902,0.000419616699219,0.0268092820164,0.409090183233,0.0272973677054,newmerges/iphas_dec2005/intphas_3006_mercat.fits,newmerges/iphas_dec2005/intphas_3006o_mercat.fits
3007,iphas_nov2008,1467,78,2,0,12,8,58,1,0,1,0,0,0,-0.00694465637207,-0.0699272155762,-0.00603008270264,0.0209217707905,0.0188897119185,0.0302706208651,newmerges/iphas_nov2008/intphas_3007_mercat.fits,newmerges/iphas_nov2008/intphas_3007o_mercat.fits
3007,iphas_oct2005b,1176,308,96,3,222,16,70,95,1,0,3,0,0,0.727581501007,0.692323684692,0.643281936646,0.0630036910256,0.0233708559626,0.0308822390201,newmerges/iphas_oct2005b/intphas_3007_mercat.fits,newmerges/iphas_oct2005b/intphas_3007o_mercat.fits
3008,iphas_dec2005,2665,1725,776,45,715,566,444,355,396,25,12,32,1,0.6969165802,0.592690944672,-0.378469467163,0.0987624849523,0.208386458106,0.048884853328,newmerges/iphas_dec2005/intphas_3008_mercat.fits,newmerges/iphas_dec2005/intphas_3008o_mercat.fits
3009,iphas_dec2005,4900,290,13,0,129,58,103,2,6,5,0,0,0,0.0148086547852,-0.00619697570801,0.145793914795,0.0271129697384,0.0220486169933,0.0259015315956,newmerges/iphas_dec2005/intphas_3009_mercat.fits,newmerges/iphas_dec2005/intphas_3009o_mercat.fits
3009,iphas_dec2007,2987,143,8,1,47,42,54,3,2,3,1,0,0,0.00379371643066,-5.24520874023e-05,-0.000422477722168,0.0240925359115,0.0232841754578,0.0260089215673,newmerges/iphas_dec2007/intphas_3009_mercat.fits,newmerges/iphas_dec2007/intphas_3009o_mercat.fits
3010,iphas_oct2005b,1027,66,5,1,24,23,19,0,5,0,0,1,0,0.0164766311646,-0.0959334373474,-0.172093391418,0.0226802101279,0.0248424582875,0.0237225834715,newmerges/iphas_oct2005b/intphas_3010_mercat.fits,newmerges/iphas_oct2005b/intphas_3010o_mercat.fits
3011,iphas_oct2005b,1190,41,2,0,6,18,17,0,0,2,0,0,0,0.380876541138,0.340496063232,0.0872364044189,0.0191429665253,0.0257983873428,0.0249598570962,newmerges/iphas_oct2005b/intphas_3011_mercat.fits,newmerges/iphas_oct2005b/intphas_3011o_mercat.fits
3012,iphas_dec2005,4732,226,10,2,64,46,116,0,4,6,0,1,1,0.000877857208252,0.000505447387695,-0.00235748291016,0.0251343161959,0.0213537331622,0.0280229154418,newmerges/iphas_dec2005/intphas_3012_mercat.fits,newmerges/iphas_dec2005/intphas_3012o_mercat.fits
3013,iphas_oct2005b,1584,123,11,0,8,62,53,3,6,2,0,0,0,-0.251581192017,-1.03276777267,-0.123858451843,0.0151880467741,0.0284986109665,0.0249111532085,newmerges/iphas_oct2005b/intphas_3013_mercat.fits,newmerges/iphas_oct2005b/intphas_3013o_mercat.fits
3015,iphas_nov2003b,1509,278,10,0,83,103,92,6,2,2,0,0,0,0.00433349609375,0.0580568313599,0.00437355041504,0.0283227799569,0.0292145523635,0.0300084630507,newmerges/iphas_nov2003b/intphas_3015_mercat.fits,newmerges/iphas_nov2003b/intphas_3015o_mercat.fits
3016,iphas_dec2005,3711,111,7,2,30,23,58,2,3,2,0,2,0,0.00244808197021,-0.00412750244141,0.00379848480225,0.0226400617228,0.02019767294,0.0254821840271,newmerges/iphas_dec2005/intphas_3016_mercat.fits,newmerges/iphas_dec2005/intphas_3016o_mercat.fits
3017,iphas_dec2005,3402,117,10,4,49,26,42,3,4,3,0,3,1,-0.00520038604736,0.0512413978577,-0.00351858139038,0.0243320919453,0.447347788364,0.433154523188,newmerges/iphas_dec2005/intphas_3017_mercat.fits,newmerges/iphas_dec2005/intphas_3017o_mercat.fits
3018,iphas_oct2009,1565,82,2,1,22,21,39,0,1,1,0,1,0,-0.00437927246094,0.00910758972168,-0.00101041793823,0.0219177930009,0.0231867352066,0.0252135554654,newmerges/iphas_oct2009/intphas_3018_mercat.fits,newmerges/iphas_oct2009/intphas_3018o_mercat.fits
3019,iphas_oct2005b,1204,195,3,0,29,88,78,0,1,2,0,0,0,-0.124729156494,0.458352088928,0.844783782959,0.0249966694281,0.0357402325989,0.0366049351895,newmerges/iphas_oct2005b/intphas_3019_mercat.fits,newmerges/iphas_oct2005b/intphas_3019o_mercat.fits
3020,iphas_oct2005b,1204,195,3,0,29,88,78,0,1,2,0,0,0,-0.124729156494,0.458352088928,0.844783782959,0.0249966694281,0.0357402325989,0.0366049351895,newmerges/iphas_oct2005b/intphas_3019_mercat.fits,newmerges/iphas_oct2005b/intphas_3019o_mercat.fits
3021,iphas_oct2005b,1544,69,1,0,11,14,44,1,0,0,0,0,0,0.0197010040283,0.0116748809814,0.0619850158691,0.0176587579202,0.0190564110839,0.025882062977,newmerges/iphas_oct2005b/intphas_3021_mercat.fits,newmerges/iphas_oct2005b/intphas_3021o_mercat.fits
3022,iphas_dec2005,4804,226,12,2,90,29,107,2,4,6,0,1,1,-0.00657844543457,-0.00753784179688,-0.00344562530518,0.0243204801135,0.0197212839718,0.0262727098411,newmerges/iphas_dec2005/intphas_3022_mercat.fits,newmerges/iphas_dec2005/intphas_3022o_mercat.fits
3023,iphas_oct2005b,1645,97,3,1,8,27,62,0,2,1,0,1,0,-0.00100326538086,-0.0274257659912,-0.0382494926453,0.0169615973499,0.224084688311,0.0275409799596,newmerges/iphas_oct2005b/intphas_3023_mercat.fits,newmerges/iphas_oct2005b/intphas_3023o_mercat.fits
3024,iphas_oct2005b,1752,92,1,0,18,25,49,0,1,0,0,0,0,-0.0256576538086,-0.0376386642456,-0.0286121368408,0.0197555292285,0.0214945741609,0.0267056553663,newmerges/iphas_oct2005b/intphas_3024_mercat.fits,newmerges/iphas_oct2005b/intphas_3024o_mercat.fits
3025,iphas_dec2005,4853,197,7,1,60,31,106,2,4,1,0,0,1,-0.00294399261475,-0.0123357772827,0.00547313690186,0.0243228459622,0.0188432356373,0.0360859969222,newmerges/iphas_dec2005/intphas_3025_mercat.fits,newmerges/iphas_dec2005/intphas_3025o_mercat.fits
3025,iphas_dec2007,4172,281,33,11,48,42,191,12,9,12,5,1,5,0.00459003448486,0.0136966705322,0.00765323638916,0.0318800371253,0.0248493849515,0.0357875057135,newmerges/iphas_dec2007/intphas_3025_mercat.fits,newmerges/iphas_dec2007/intphas_3025o_mercat.fits
3026,iphas_oct2005b,2055,71,4,0,11,15,45,0,0,4,0,0,0,-0.0318870544434,-0.0329070091248,-0.0117597579956,0.0173637642515,0.0199524996742,0.027435665149,newmerges/iphas_oct2005b/intphas_3026_mercat.fits,newmerges/iphas_oct2005b/intphas_3026o_mercat.fits
3027,iphas_oct2005b,2541,97,2,0,9,30,58,1,1,0,0,0,0,0.0278906822205,0.0477910041809,0.0388312339783,0.0138322368569,0.0250571345008,0.0246849019013,newmerges/iphas_oct2005b/intphas_3027_mercat.fits,newmerges/iphas_oct2005b/intphas_3027o_mercat.fits
3028,iphas_dec2005,3595,312,14,0,135,31,146,4,2,8,0,0,0,-0.0497379302979,-0.0251808166504,-0.0463886260986,0.0279073252525,0.0204171043822,0.0290778137715,newmerges/iphas_dec2005/intphas_3028_mercat.fits,newmerges/iphas_dec2005/intphas_3028o_mercat.fits
3029,iphas_nov2003b,3595,312,14,0,135,31,146,4,2,8,0,0,0,-0.0497379302979,-0.0251808166504,-0.0463886260986,0.0279073252525,0.0204171043822,0.0290778137715,newmerges/iphas_dec2005/intphas_3028_mercat.fits,newmerges/iphas_dec2005/intphas_3028o_mercat.fits
