field,dir,n_matched,n_outliers_5p,n_outliers_10p,n_outliers_20p,f_outliers_5p,f_outliers_10p,f_outliers_20p,n_5p_r,n_5p_i,n_5p_h,n_10p_r,n_10p_i,n_10p_h,n_20p_r,n_20p_i,n_20p_h,med_dr,med_di,med_dh,std_dr,std_di,std_dh,file1,file2
3342,iphas_oct2009,1297,264,32,1,20.3546646106,2.46723207402,0.077101002313,38,99,178,4,12,20,1,1,0,-0.00417709350586,0.0590553283691,-0.00391578674316,0.0237729950807,0.029758583222,0.0353290770898,newmerges/iphas_oct2009/intphas_3342_mercat.fits,newmerges/iphas_oct2009/intphas_3342o_mercat.fits
3343,iphas_oct2006,297,269,177,47,90.5723905724,59.595959596,15.8249158249,87,239,129,33,147,64,0,36,18,-1.72112464905,-1.02268981934,-2.31943130493,0.06068355099,0.143037812166,0.0914994331813,newmerges/iphas_oct2006/intphas_3343_mercat.fits,newmerges/iphas_oct2006/intphas_3343o_mercat.fits
3344,iphas_dec2005,1318,318,14,0,24.1274658574,1.062215478,0.0,122,142,226,0,4,10,0,0,0,-0.00299644470215,-0.0177030563354,-0.0144157409668,0.0261561086992,0.0308843282913,0.036816303363,newmerges/iphas_dec2005/intphas_3344_mercat.fits,newmerges/iphas_dec2005/intphas_3344o_mercat.fits
3345,iphas_oct2006,437,357,158,8,81.6933638444,36.1556064073,1.83066361556,227,187,114,96,38,48,3,2,3,-0.0848846435547,0.68067073822,1.09278011322,0.0804249442569,0.0613908245001,0.0600993631289,newmerges/iphas_oct2006/intphas_3345_mercat.fits,newmerges/iphas_oct2006/intphas_3345o_mercat.fits
3346,iphas_dec2005,1427,322,21,1,22.5648213034,1.47161878066,0.0700770847933,64,206,140,1,15,5,0,0,1,-0.011266708374,-0.0108938217163,-0.00182914733887,0.0232099128529,0.0346306759025,0.0301046883015,newmerges/iphas_dec2005/intphas_3346_mercat.fits,newmerges/iphas_dec2005/intphas_3346o_mercat.fits
3347,iphas_oct2006,1242,257,50,3,20.692431562,4.02576489533,0.24154589372,39,48,203,0,3,48,0,0,3,0.114455223083,0.0164036750793,0.502494335175,0.0228074750208,0.0213722022492,0.0418818052,newmerges/iphas_oct2006/intphas_3347_mercat.fits,newmerges/iphas_oct2006/intphas_3347o_mercat.fits
3348,iphas_oct2006,1579,863,234,2,54.6548448385,14.8195060165,0.126662444585,139,716,217,3,221,18,0,2,0,0.145305633545,0.264511108398,-0.0973663330078,0.030467712907,0.0653437238433,0.0343504674139,newmerges/iphas_oct2006/intphas_3348_mercat.fits,newmerges/iphas_oct2006/intphas_3348o_mercat.fits
3349,iphas_dec2005,1011,341,91,0,33.7289812067,9.00098911968,0.0,168,181,116,81,10,6,0,0,0,-0.0106334686279,-0.00895309448242,-0.00221824645996,0.0450670821064,0.0369257405072,0.0327716135866,newmerges/iphas_dec2005/intphas_3349_mercat.fits,newmerges/iphas_dec2005/intphas_3349o_mercat.fits
3349,iphas_nov2008,1011,341,91,0,33.7289812067,9.00098911968,0.0,168,181,116,81,10,6,0,0,0,-0.0106334686279,-0.00895309448242,-0.00221824645996,0.0450670821064,0.0369257405072,0.0327716135866,newmerges/iphas_dec2005/intphas_3349_mercat.fits,newmerges/iphas_dec2005/intphas_3349o_mercat.fits
3350,iphas_oct2006,1954,1681,1098,340,86.0286591607,56.1924257932,17.4002047083,255,1551,396,15,1046,68,0,337,3,-0.332486152649,0.173756122589,-0.0742816925049,0.0328516641309,0.135639809849,0.0436772298106,newmerges/iphas_oct2006/intphas_3350_mercat.fits,newmerges/iphas_oct2006/intphas_3350o_mercat.fits
3351,iphas_oct2006,1967,277,10,0,14.0823589222,0.508388408744,0.0,33,113,184,0,3,7,0,0,0,-0.00148105621338,0.00138664245605,-8.20159912109e-05,0.0193023557553,0.0245237600111,0.0313955359466,newmerges/iphas_oct2006/intphas_3351_mercat.fits,newmerges/iphas_oct2006/intphas_3351o_mercat.fits
3352,iphas_oct2006,1912,251,11,0,13.1276150628,0.575313807531,0.0,54,76,163,0,2,9,0,0,0,-0.0209383964539,0.000696182250977,0.000635147094727,0.0205152740859,0.0222301286174,0.0295912905994,newmerges/iphas_oct2006/intphas_3352_mercat.fits,newmerges/iphas_oct2006/intphas_3352o_mercat.fits
3353,iphas_oct2006,1718,242,5,0,14.0861466822,0.291036088475,0.0,54,93,150,1,0,4,0,0,0,-0.00267219543457,-0.000601768493652,0.00314235687256,0.021589846485,0.0244376949022,0.028927644571,newmerges/iphas_oct2006/intphas_3353_mercat.fits,newmerges/iphas_oct2006/intphas_3353o_mercat.fits
3354,iphas_oct2009,992,123,6,2,12.3991935484,0.604838709677,0.201612903226,11,56,69,0,3,4,0,1,1,-0.00706100463867,-0.00145053863525,-0.0162439346313,0.0187953023557,0.0261444714668,0.0269849903628,newmerges/iphas_oct2009/intphas_3354_mercat.fits,newmerges/iphas_oct2009/intphas_3354o_mercat.fits
3355,iphas_dec2005,717,225,13,0,31.3807531381,1.81311018131,0.0,21,156,99,0,5,10,0,0,0,0.000253677368164,-0.00651073455811,0.0110359191895,0.0224003044259,0.0395105414944,0.0348071875236,newmerges/iphas_dec2005/intphas_3355_mercat.fits,newmerges/iphas_dec2005/intphas_3355o_mercat.fits
3355,iphas_oct2009,744,107,7,1,14.3817204301,0.940860215054,0.134408602151,7,36,80,1,2,7,1,1,1,-0.0256547927856,-0.00788164138794,0.00314044952393,0.0181415097645,0.0247690678701,0.0650579809623,newmerges/iphas_oct2009/intphas_3355_mercat.fits,newmerges/iphas_oct2009/intphas_3355o_mercat.fits
3356,iphas_oct2009,901,119,9,0,13.2075471698,0.998890122087,0.0,11,46,73,0,0,9,0,0,0,-0.00573539733887,0.0044994354248,-0.00481986999512,0.0186521478659,0.0238672847084,0.0303584452677,newmerges/iphas_oct2009/intphas_3356_mercat.fits,newmerges/iphas_oct2009/intphas_3356o_mercat.fits
3357,iphas_oct2009,905,122,9,2,13.4806629834,0.994475138122,0.220994475138,20,49,75,1,5,5,0,0,2,-0.0172357559204,-0.0048246383667,-0.0197086334229,0.0208876553181,0.0256973462176,0.0301739338457,newmerges/iphas_oct2009/intphas_3357_mercat.fits,newmerges/iphas_oct2009/intphas_3357o_mercat.fits
3358,iphas_oct2006,1001,143,4,0,14.2857142857,0.3996003996,0.0,45,41,96,1,0,3,0,0,0,-0.00310134887695,-0.00178050994873,-0.00294494628906,0.0245733816052,0.0217412643954,0.029969066356,newmerges/iphas_oct2006/intphas_3358_mercat.fits,newmerges/iphas_oct2006/intphas_3358o_mercat.fits
3359,iphas_oct2009,1220,142,9,1,11.6393442623,0.737704918033,0.0819672131148,15,58,88,2,4,6,1,0,1,-0.00868320465088,-0.000113964080811,-0.0060338973999,0.0186241554407,0.024012265664,0.0300960757654,newmerges/iphas_oct2009/intphas_3359_mercat.fits,newmerges/iphas_oct2009/intphas_3359o_mercat.fits
3360,iphas_oct2006,1389,185,9,0,13.3189344852,0.647948164147,0.0,39,47,127,2,1,6,0,0,0,-0.0223598480225,0.00256729125977,-0.00146484375,0.0226653672627,0.0216717268726,0.0301320271278,newmerges/iphas_oct2006/intphas_3360_mercat.fits,newmerges/iphas_oct2006/intphas_3360o_mercat.fits
3361,iphas_oct2006,1531,218,11,1,14.2390594383,0.718484650555,0.0653167864141,34,61,151,1,3,9,1,1,0,0.000131607055664,0.00148868560791,-0.0090913772583,0.0219121019815,0.0228329952292,0.0306904414625,newmerges/iphas_oct2006/intphas_3361_mercat.fits,newmerges/iphas_oct2006/intphas_3361o_mercat.fits
3362,iphas_oct2009,1568,146,9,1,9.3112244898,0.573979591837,0.0637755102041,15,71,76,0,5,5,0,1,1,-0.00271511077881,-0.00396823883057,-0.00872945785522,0.0180972751387,0.0246260906599,0.0266487331518,newmerges/iphas_oct2009/intphas_3362_mercat.fits,newmerges/iphas_oct2009/intphas_3362o_mercat.fits
3363,iphas_oct2006,1581,209,10,0,13.2194813409,0.632511068944,0.0,18,84,146,2,2,7,0,0,0,-0.0013370513916,0.00880432128906,-0.000367164611816,0.0193498968575,0.023820014458,0.0294266005226,newmerges/iphas_oct2006/intphas_3363_mercat.fits,newmerges/iphas_oct2006/intphas_3363o_mercat.fits
3364,iphas_oct2006,1361,205,6,0,15.0624540779,0.440852314475,0.0,15,74,140,1,0,5,0,0,0,-0.00228691101074,0.00719261169434,-0.00465488433838,0.0197563491145,0.023502526852,0.0300405426834,newmerges/iphas_oct2006/intphas_3364_mercat.fits,newmerges/iphas_oct2006/intphas_3364o_mercat.fits
3365,iphas_oct2006,1717,213,11,0,12.4053581829,0.640652300524,0.0,22,60,155,1,6,5,0,0,0,-0.000329971313477,0.00408935546875,0.00079345703125,0.0201925263859,0.0229909031366,0.0293301830858,newmerges/iphas_oct2006/intphas_3365_mercat.fits,newmerges/iphas_oct2006/intphas_3365o_mercat.fits
3366,iphas_nov2003,1125,245,18,1,21.7777777778,1.6,0.0888888888889,120,77,102,10,3,6,0,0,1,0.000604629516602,-0.00139808654785,-0.00509738922119,0.0314267125481,0.0262690764447,0.0312367152481,newmerges/iphas_nov2003/intphas_3366_mercat.fits,newmerges/iphas_nov2003/intphas_3366o_mercat.fits
3367,iphas_oct2006,1530,208,10,1,13.5947712418,0.653594771242,0.0653594771242,32,83,128,1,1,9,1,0,0,-0.00356674194336,0.0029673576355,-0.00299644470215,0.0214950516862,0.0247770374334,0.0294668680313,newmerges/iphas_oct2006/intphas_3367_mercat.fits,newmerges/iphas_oct2006/intphas_3367o_mercat.fits
3368,iphas_dec2005,1530,208,10,1,13.5947712418,0.653594771242,0.0653594771242,32,83,128,1,1,9,1,0,0,-0.00356674194336,0.0029673576355,-0.00299644470215,0.0214950516862,0.0247770374334,0.0294668680313,newmerges/iphas_oct2006/intphas_3367_mercat.fits,newmerges/iphas_oct2006/intphas_3367o_mercat.fits
3368,iphas_dec2006,704,175,8,1,24.8579545455,1.13636363636,0.142045454545,89,58,60,4,0,4,1,0,0,-0.0151782035828,-0.00693893432617,-0.00103569030762,0.0326310044928,0.0274524062567,0.0292638650517,newmerges/iphas_dec2006/intphas_3368_mercat.fits,newmerges/iphas_dec2006/intphas_3368o_mercat.fits
3369,iphas_dec2006,1353,234,10,1,17.2949002217,0.739098300074,0.0739098300074,12,142,99,0,6,4,0,0,1,-0.00535774230957,0.000816345214844,-0.00642204284668,0.0169090948807,0.0307813536612,0.0299541785929,newmerges/iphas_dec2006/intphas_3369_mercat.fits,newmerges/iphas_dec2006/intphas_3369o_mercat.fits
3370,iphas_dec2006,836,160,4,1,19.1387559809,0.478468899522,0.11961722488,46,58,83,0,2,3,0,1,0,-0.00606822967529,0.00212478637695,-0.00732421875,0.0250568615356,0.031085336843,0.0299157455971,newmerges/iphas_dec2006/intphas_3370_mercat.fits,newmerges/iphas_dec2006/intphas_3370o_mercat.fits
3371,iphas_dec2006,911,137,7,1,15.0384193194,0.768386388584,0.109769484083,6,92,46,0,5,2,0,1,0,-0.00161933898926,0.00124168395996,-0.000788688659668,0.0196285858237,0.0315290858714,0.0267185118701,newmerges/iphas_dec2006/intphas_3371_mercat.fits,newmerges/iphas_dec2006/intphas_3371o_mercat.fits
3372,iphas_dec2006,950,106,4,2,11.1578947368,0.421052631579,0.210526315789,16,42,63,3,0,1,2,0,0,0.0183629989624,-0.00051736831665,-0.00340986251831,0.0240486349131,0.0238109339001,0.0267790678808,newmerges/iphas_dec2006/intphas_3372_mercat.fits,newmerges/iphas_dec2006/intphas_3372o_mercat.fits
3373,iphas_dec2006,1388,144,3,0,10.3746397695,0.21613832853,0.0,6,64,82,0,1,2,0,0,0,-0.000825881958008,-0.00302982330322,-0.00430345535278,0.0180083500117,0.0228388625941,0.0258732869939,newmerges/iphas_dec2006/intphas_3373_mercat.fits,newmerges/iphas_dec2006/intphas_3373o_mercat.fits
3374,iphas_dec2006,1473,235,13,1,15.9538357094,0.882552613714,0.0678886625933,3,148,128,1,6,10,0,1,0,-0.000577926635742,0.000791549682617,-0.00549125671387,0.0164849169488,0.0314212388286,0.0314850240386,newmerges/iphas_dec2006/intphas_3374_mercat.fits,newmerges/iphas_dec2006/intphas_3374o_mercat.fits
3375,iphas_dec2006,1099,143,10,0,13.0118289354,0.90991810737,0.0,18,65,81,4,2,6,0,0,0,-0.0189056396484,-0.000494003295898,-0.0012092590332,0.0221180045517,0.0274795892952,0.0301941307014,newmerges/iphas_dec2006/intphas_3375_mercat.fits,newmerges/iphas_dec2006/intphas_3375o_mercat.fits
3376,iphas_dec2006,1541,165,4,2,10.7073329007,0.259571706684,0.129785853342,1,105,69,0,2,3,0,0,2,-0.00523948669434,-0.0101127624512,-0.00480937957764,0.014678976714,0.0250911915043,0.0741366879251,newmerges/iphas_dec2006/intphas_3376_mercat.fits,newmerges/iphas_dec2006/intphas_3376o_mercat.fits
3377,iphas_dec2006,1501,280,27,3,18.654230513,1.79880079947,0.199866755496,30,88,210,7,5,21,3,1,1,-0.0130195617676,-0.000268936157227,-0.0101737976074,0.0204051798157,0.0263517445937,0.0364360716551,newmerges/iphas_dec2006/intphas_3377_mercat.fits,newmerges/iphas_dec2006/intphas_3377o_mercat.fits
3378,iphas_dec2006,1664,249,13,1,14.9639423077,0.78125,0.0600961538462,11,143,124,0,4,9,0,1,0,0.00297737121582,-0.009605884552,-0.00175285339355,0.0172271666137,0.0504665158135,0.0290386372883,newmerges/iphas_dec2006/intphas_3378_mercat.fits,newmerges/iphas_dec2006/intphas_3378o_mercat.fits
3379,iphas_dec2006,1434,130,5,0,9.06555090656,0.348675034868,0.0,3,56,79,0,2,3,0,0,0,-0.000272750854492,0.00583600997925,0.00151062011719,0.0165251113012,0.0230995402674,0.0265263823186,newmerges/iphas_dec2006/intphas_3379_mercat.fits,newmerges/iphas_dec2006/intphas_3379o_mercat.fits
3380,iphas_dec2006,1917,416,25,0,21.7005738132,1.30412102243,0.0,28,283,170,3,12,10,0,0,0,-0.00745677947998,0.00497436523438,-0.00561904907227,0.0181763299224,0.0352834233102,0.030531889026,newmerges/iphas_dec2006/intphas_3380_mercat.fits,newmerges/iphas_dec2006/intphas_3380o_mercat.fits
3381,iphas_dec2006,1119,193,15,1,17.2475424486,1.34048257373,0.0893655049151,20,134,69,2,9,6,0,1,0,-0.0108413696289,0.00588417053223,0.00251388549805,0.0182404548314,0.0331237000225,0.0259057014532,newmerges/iphas_dec2006/intphas_3381_mercat.fits,newmerges/iphas_dec2006/intphas_3381o_mercat.fits
3382,iphas_dec2006,1540,253,26,3,16.4285714286,1.68831168831,0.194805194805,22,116,171,1,6,22,0,3,0,-0.345022201538,-0.278652191162,-0.137312889099,0.0179719102559,0.0310489503733,0.033234514825,newmerges/iphas_dec2006/intphas_3382_mercat.fits,newmerges/iphas_dec2006/intphas_3382o_mercat.fits
3383,iphas_dec2006,1346,109,4,0,8.09806835067,0.297176820208,0.0,6,46,65,0,3,1,0,0,0,-0.00485229492188,-0.00152635574341,-0.0078649520874,0.0158405205891,0.0216273121382,0.0249976830521,newmerges/iphas_dec2006/intphas_3383_mercat.fits,newmerges/iphas_dec2006/intphas_3383o_mercat.fits
3384,iphas_dec2006,695,74,2,0,10.6474820144,0.287769784173,0.0,7,15,55,0,1,2,0,0,0,-0.00602722167969,0.0498142242432,-0.00655841827393,0.0178375434299,0.0199673128422,0.0277893733256,newmerges/iphas_dec2006/intphas_3384_mercat.fits,newmerges/iphas_dec2006/intphas_3384o_mercat.fits
3385,iphas_dec2006,963,78,4,0,8.09968847352,0.415368639668,0.0,4,39,41,0,1,3,0,0,0,-0.00168418884277,-0.000844955444336,0.000556945800781,0.0180977223426,0.0245091782581,0.0256232507756,newmerges/iphas_dec2006/intphas_3385_mercat.fits,newmerges/iphas_dec2006/intphas_3385o_mercat.fits
3386,iphas_nov2012,695,134,5,0,19.2805755396,0.719424460432,0.0,12,61,69,0,0,5,0,0,0,0.00503921508789,0.00398254394531,0.00800895690918,0.0207257113045,0.0263034211108,0.0313931063187,newmerges/iphas_nov2012/intphas_3386_mercat.fits,newmerges/iphas_nov2012/intphas_3386o_mercat.fits
3387,iphas_dec2006,1365,226,6,1,16.5567765568,0.43956043956,0.0732600732601,2,126,116,0,4,2,0,1,0,0.000520706176758,0.0168361663818,-0.0138187408447,0.0157210670032,0.0309313573592,0.0287201265117,newmerges/iphas_dec2006/intphas_3387_mercat.fits,newmerges/iphas_dec2006/intphas_3387o_mercat.fits
3388,iphas_dec2006,1039,180,6,0,17.3243503369,0.577478344562,0.0,3,99,103,0,0,6,0,0,0,-0.0188007354736,0.00785446166992,0.00606536865234,0.0146014019238,0.0294588508529,0.0320872549793,newmerges/iphas_dec2006/intphas_3388_mercat.fits,newmerges/iphas_dec2006/intphas_3388o_mercat.fits
3389,iphas_nov2012,824,140,5,0,16.9902912621,0.606796116505,0.0,22,82,49,1,3,1,0,0,0,-0.00962114334106,0.00277853012085,0.00104475021362,0.0211415518038,0.02751541483,0.0266991844635,newmerges/iphas_nov2012/intphas_3389_mercat.fits,newmerges/iphas_nov2012/intphas_3389o_mercat.fits
3390,iphas_dec2006,1331,149,14,1,11.1945905334,1.05184072126,0.0751314800902,21,98,63,6,9,4,1,0,0,0.00928211212158,0.0182647705078,-0.00204658508301,0.0193071348375,0.0283114987519,0.0247272690744,newmerges/iphas_dec2006/intphas_3390_mercat.fits,newmerges/iphas_dec2006/intphas_3390o_mercat.fits
3391,iphas_dec2006,1331,149,14,1,11.1945905334,1.05184072126,0.0751314800902,21,98,63,6,9,4,1,0,0,0.00928211212158,0.0182647705078,-0.00204658508301,0.0193071348375,0.0283114987519,0.0247272690744,newmerges/iphas_dec2006/intphas_3390_mercat.fits,newmerges/iphas_dec2006/intphas_3390o_mercat.fits
3391,iphas_nov2012,1155,283,17,0,24.5021645022,1.47186147186,0.0,57,133,135,1,1,15,0,0,0,0.000669479370117,0.00241374969482,0.000974655151367,0.0252648744656,0.0287849940338,0.03371720583,newmerges/iphas_nov2012/intphas_3391_mercat.fits,newmerges/iphas_nov2012/intphas_3391o_mercat.fits
3392,iphas_dec2006,1155,283,17,0,24.5021645022,1.47186147186,0.0,57,133,135,1,1,15,0,0,0,0.000669479370117,0.00241374969482,0.000974655151367,0.0252648744656,0.0287849940338,0.03371720583,newmerges/iphas_nov2012/intphas_3391_mercat.fits,newmerges/iphas_nov2012/intphas_3391o_mercat.fits
3392,iphas_nov2012,1405,219,13,1,15.5871886121,0.925266903915,0.0711743772242,32,86,118,0,0,13,0,0,1,0.00416564941406,0.0064115524292,-0.000642776489258,0.0210987363216,0.0235062465434,0.0310960936949,newmerges/iphas_nov2012/intphas_3392_mercat.fits,newmerges/iphas_nov2012/intphas_3392o_mercat.fits
3393,iphas_dec2006,1742,260,18,1,14.9253731343,1.03329506315,0.0574052812859,40,118,145,3,3,13,0,0,1,0.00945711135864,0.00725078582764,-0.00988960266113,0.018808292212,0.029174203328,0.0305490708719,newmerges/iphas_dec2006/intphas_3393_mercat.fits,newmerges/iphas_dec2006/intphas_3393o_mercat.fits
3394,iphas_nov2003,968,225,10,2,23.2438016529,1.03305785124,0.206611570248,78,96,103,2,0,8,0,0,2,-0.00062894821167,0.00095272064209,-0.00519037246704,0.0286675390536,0.028348751362,0.0364357166181,newmerges/iphas_nov2003/intphas_3394_mercat.fits,newmerges/iphas_nov2003/intphas_3394o_mercat.fits
3395,iphas_dec2006,1578,218,13,1,13.8149556401,0.823827629911,0.063371356147,16,120,113,1,5,7,0,1,0,-0.0162854194641,0.012770652771,-0.00378227233887,0.0175640762933,0.0282174146646,0.0279625491562,newmerges/iphas_dec2006/intphas_3395_mercat.fits,newmerges/iphas_dec2006/intphas_3395o_mercat.fits
3396,iphas_dec2006,1377,219,17,0,15.9041394336,1.23456790123,0.0,12,98,149,0,2,16,0,0,0,0.01096534729,0.0155210494995,-0.0065746307373,0.0158827629286,0.0276736680188,0.0329442317724,newmerges/iphas_dec2006/intphas_3396_mercat.fits,newmerges/iphas_dec2006/intphas_3396o_mercat.fits
3397,iphas_dec2006,992,87,3,1,8.77016129032,0.302419354839,0.100806451613,4,39,49,0,1,2,0,1,0,0.00121688842773,-0.00193881988525,0.00772285461426,0.0191778653836,0.0251971056969,0.0266191200755,newmerges/iphas_dec2006/intphas_3397_mercat.fits,newmerges/iphas_dec2006/intphas_3397o_mercat.fits
3398,iphas_dec2006,1434,133,7,2,9.27475592748,0.488145048815,0.139470013947,12,66,78,1,4,4,0,1,1,-0.0046763420105,-0.0038366317749,0.0350971221924,0.0163335241066,0.0250665465643,0.0272186436213,newmerges/iphas_dec2006/intphas_3398_mercat.fits,newmerges/iphas_dec2006/intphas_3398o_mercat.fits
3399,iphas_nov2012,575,132,9,0,22.9565217391,1.5652173913,0.0,15,39,90,0,0,9,0,0,0,0.00239276885986,0.00699615478516,0.00870132446289,0.0241168549743,0.0247509754526,0.0379605115988,newmerges/iphas_nov2012/intphas_3399_mercat.fits,newmerges/iphas_nov2012/intphas_3399o_mercat.fits
3400,iphas_dec2006,1298,162,23,1,12.4807395994,1.7719568567,0.0770416024653,28,63,113,4,3,17,0,0,1,0.00902557373047,0.0698251724243,0.00319766998291,0.0199546670627,0.0254160884593,0.0307718037882,newmerges/iphas_dec2006/intphas_3400_mercat.fits,newmerges/iphas_dec2006/intphas_3400o_mercat.fits
3401,iphas_dec2006,1384,350,58,2,25.289017341,4.19075144509,0.14450867052,23,100,284,2,1,57,0,0,2,-0.0270528793335,0.0136852264404,-0.0310368537903,0.0208746073103,0.028400666794,0.0456727502855,newmerges/iphas_dec2006/intphas_3401_mercat.fits,newmerges/iphas_dec2006/intphas_3401o_mercat.fits
3402,iphas_dec2006,1322,204,29,0,15.4311649017,2.19364599092,0.0,13,41,168,0,2,28,0,0,0,0.0246801376343,-0.000971794128418,-0.00853729248047,0.0174479632632,0.0231720691876,0.0373137409978,newmerges/iphas_dec2006/intphas_3402_mercat.fits,newmerges/iphas_dec2006/intphas_3402o_mercat.fits
3403,iphas_dec2006,1216,279,63,1,22.9440789474,5.18092105263,0.0822368421053,21,140,200,6,17,48,0,0,1,-0.0200629234314,0.0122570991516,-0.00188779830933,0.0209816097135,0.0327888634287,0.04174194808,newmerges/iphas_dec2006/intphas_3403_mercat.fits,newmerges/iphas_dec2006/intphas_3403o_mercat.fits
3404,iphas_dec2006,1656,216,9,2,13.0434782609,0.54347826087,0.12077294686,23,139,89,2,1,7,1,0,1,-0.00103759765625,-0.00463581085205,-0.00136804580688,0.0199238935761,0.0281617560216,0.0270747410871,newmerges/iphas_dec2006/intphas_3404_mercat.fits,newmerges/iphas_dec2006/intphas_3404o_mercat.fits
3405,iphas_dec2006,1656,216,9,2,13.0434782609,0.54347826087,0.12077294686,23,139,89,2,1,7,1,0,1,-0.00103759765625,-0.00463581085205,-0.00136804580688,0.0199238935761,0.0281617560216,0.0270747410871,newmerges/iphas_dec2006/intphas_3404_mercat.fits,newmerges/iphas_dec2006/intphas_3404o_mercat.fits
3405,iphas_nov2012,1207,246,15,1,20.3811101906,1.24275062138,0.082850041425,44,86,148,0,2,13,0,0,1,0.00107955932617,0.0026969909668,-0.00308322906494,0.023696961317,0.0254468038038,0.0340416364163,newmerges/iphas_nov2012/intphas_3405_mercat.fits,newmerges/iphas_nov2012/intphas_3405o_mercat.fits
3406,iphas_dec2006,1771,340,55,0,19.1981931112,3.10559006211,0.0,10,189,218,1,14,45,0,0,0,0.013635635376,-0.0512657165527,0.00492095947266,0.016703002009,0.0313362233072,0.0365435778224,newmerges/iphas_dec2006/intphas_3406_mercat.fits,newmerges/iphas_dec2006/intphas_3406o_mercat.fits
3407,iphas_nov2003,702,144,8,0,20.5128205128,1.1396011396,0.0,55,43,69,4,3,1,0,0,0,0.00281763076782,0.00130844116211,0.00128746032715,0.0275862547857,0.0275120197903,0.0290922782462,newmerges/iphas_nov2003/intphas_3407_mercat.fits,newmerges/iphas_nov2003/intphas_3407o_mercat.fits
3408,iphas_dec2006,1419,308,46,2,21.7054263566,3.24171952079,0.140944326991,34,160,188,3,10,37,0,0,2,0.00656795501709,-0.000360488891602,-0.0047779083252,0.0192688066411,0.0318452359834,0.0376518892281,newmerges/iphas_dec2006/intphas_3408_mercat.fits,newmerges/iphas_dec2006/intphas_3408o_mercat.fits
3409,iphas_nov2003,1170,252,17,0,21.5384615385,1.45299145299,0.0,116,84,106,6,6,6,0,0,0,-0.000247478485107,-0.00156211853027,-0.00682735443115,0.0298420441242,0.0273483794116,0.0289580265867,newmerges/iphas_nov2003/intphas_3409_mercat.fits,newmerges/iphas_nov2003/intphas_3409o_mercat.fits
3410,iphas_dec2006,1544,275,45,0,17.810880829,2.91450777202,0.0,25,67,230,1,1,45,0,0,0,0.00182867050171,0.0092511177063,0.00266027450562,0.0193425565748,0.0243602527323,0.0377320764917,newmerges/iphas_dec2006/intphas_3410_mercat.fits,newmerges/iphas_dec2006/intphas_3410o_mercat.fits
3411,iphas_dec2006,1544,275,45,0,17.810880829,2.91450777202,0.0,25,67,230,1,1,45,0,0,0,0.00182867050171,0.0092511177063,0.00266027450562,0.0193425565748,0.0243602527323,0.0377320764917,newmerges/iphas_dec2006/intphas_3410_mercat.fits,newmerges/iphas_dec2006/intphas_3410o_mercat.fits
3411,iphas_nov2012,1375,248,5,0,18.0363636364,0.363636363636,0.0,32,125,119,0,2,3,0,0,0,0.00723266601562,0.00497722625732,-0.00152683258057,0.022076447571,0.0256374660374,0.0288434279961,newmerges/iphas_nov2012/intphas_3411_mercat.fits,newmerges/iphas_nov2012/intphas_3411o_mercat.fits
3412,iphas_dec2006,1252,122,4,0,9.74440894569,0.319488817891,0.0,7,66,63,0,3,1,0,0,0,-0.00840854644775,-0.00875949859619,-0.00320291519165,0.0167931440957,0.0236595751857,0.024495818022,newmerges/iphas_dec2006/intphas_3412_mercat.fits,newmerges/iphas_dec2006/intphas_3412o_mercat.fits
3413,iphas_dec2006,1011,187,18,5,18.4965380811,1.78041543027,0.494559841741,23,94,100,3,7,10,0,0,5,0.00170135498047,-0.0632419586182,-0.000212669372559,0.0226363340929,0.0297867011156,0.0358114460532,newmerges/iphas_dec2006/intphas_3413_mercat.fits,newmerges/iphas_dec2006/intphas_3413o_mercat.fits
3414,iphas_dec2006,822,89,5,1,10.8272506083,0.608272506083,0.121654501217,6,47,42,1,2,2,0,1,0,-0.00465488433838,-0.00795936584473,-0.00623369216919,0.0181433650946,0.0258943894678,0.0265688684215,newmerges/iphas_dec2006/intphas_3414_mercat.fits,newmerges/iphas_dec2006/intphas_3414o_mercat.fits
3415,iphas_dec2006,1601,161,5,0,10.0562148657,0.312304809494,0.0,9,73,98,0,1,4,0,0,0,0.00307083129883,0.00174522399902,-0.00222015380859,0.0172072978391,0.0239808066987,0.0275024292079,newmerges/iphas_dec2006/intphas_3415_mercat.fits,newmerges/iphas_dec2006/intphas_3415o_mercat.fits
3416,iphas_dec2006,1199,156,11,0,13.0108423686,0.917431192661,0.0,6,40,127,1,2,9,0,0,0,0.00163459777832,-0.000827789306641,-0.00124835968018,0.0156727919747,0.0222010465275,0.0317259410329,newmerges/iphas_dec2006/intphas_3416_mercat.fits,newmerges/iphas_dec2006/intphas_3416o_mercat.fits
3417,iphas_dec2006,944,165,22,0,17.4788135593,2.33050847458,0.0,10,91,112,1,6,17,0,0,0,-0.0142345428467,0.0169444084167,0.000341415405273,0.0237149183579,0.0301808557454,0.0350066845147,newmerges/iphas_dec2006/intphas_3417_mercat.fits,newmerges/iphas_dec2006/intphas_3417o_mercat.fits
3418,iphas_dec2006,1459,152,4,0,10.4180945853,0.274160383825,0.0,11,90,67,0,2,2,0,0,0,-0.00298881530762,-0.00446319580078,-0.00422859191895,0.0168208720697,0.0254858646947,0.0244575256891,newmerges/iphas_dec2006/intphas_3418_mercat.fits,newmerges/iphas_dec2006/intphas_3418o_mercat.fits
